Name,Latitude,Longitude,,Latitude_0,Longitude_0,,C_T,C_G
Grafx inc.,null,null,,-37.056328,142.78055,,-37.056328,142.78055
Brand By Bryony,47.322831,8.927143,,null,null,,47.322831,8.927143
Mandos Design,-0.437483,130.733473,,-33.84907,151.13834,,-33.84907,151.13834
HNS Creations,null,null,,-37.803425,145.01105,,-37.803425,145.01105
Logo Ninjas,11.779243,14.837197,,-37.803425,145.01105,,-37.803425,145.01105
Pink Piranha - Design with a bite,35.055972,-77.744312,,null,null,,35.055972,-77.744312
Running Spark,33.858858,-117.724893,,null,null,,33.858858,-117.724893
Scarlet Design Group,53.705821,23.858184,,-33.84907,151.13834,,-33.84907,151.13834
Web Presence Websites,51.066635,3.752628,,-33.84907,151.13834,,-33.84907,151.13834
Pictogram Design,4.548387,-74.178257,,null,null,,4.548387,-74.178257
Kiss the Sky,41.848409,-88.310154,,-33.84907,151.13834,,-33.84907,151.13834
Visionate Australia,-23.992438,134.050443,,null,null,,-23.992438,134.050443
Name,50.465055,4.859976,,Latitude_0,Longitude_0,,Latitude_0,Longitude_0
Wren Design Studio,49.194698,16.642609,,-31.939821,115.8162,,-31.939821,115.8162
Tagg Creative,null,null,,-33.84907,151.13834,,-33.84907,151.13834
Stream Art Design,37.021356,35.314529,,-41.178356,146.36139,,-41.178356,146.36139
Juruko,41.96667,23.61667,,-33.84907,151.13834,,-33.84907,151.13834
The Room Co Design Studio,null,null,,-27.47126,153.01831,,-27.47126,153.01831
walterwakefield,null,null,,null,null,,null,null
Studio Twofold,-34.033247,151.102365,,null,null,,-34.033247,151.102365
Mr Design,-41.530684,146.673359,,null,null,,-41.530684,146.673359
HYPERVIOLET,null,null,,null,null,,null,null
Lloyd Grey,40.913492,-73.458803,,null,null,,40.913492,-73.458803
The Colour Club,49.224843,28.424434,,null,null,,49.224843,28.424434
Paoli Smith,38.55617,-86.46832,,-37.803425,145.01105,,-37.803425,145.01105
We Create Brands,-20.91687,167.26461,,-34.897945,138.59166,,-34.897945,138.59166
Scout Creative Pty Ltd,null,null,,-31.939821,115.8162,,-31.939821,115.8162
Credos Associates,34.814098,-82.272696,,-27.47126,153.01831,,-27.47126,153.01831
Parallel Studios,43.046792,-87.925608,,null,null,,43.046792,-87.925608
Delete this page I cant work it out,40.737557,-74.028906,,-25.574999,134.3547,,-25.574999,134.3547
Brik,66.118831,-18.61026,,-33.84907,151.13834,,-33.84907,151.13834
TGFX Design Studio,49.194698,16.642609,,-37.803425,145.01105,,-37.803425,145.01105
Neverland Studio,44.86349,-91.930171,,-37.803425,145.01105,,-37.803425,145.01105
Nejien Creative,-32.922339,-60.802858,,-27.47126,153.01831,,-27.47126,153.01831
B-Side Design,54.969146,-1.608254,,-33.84907,151.13834,,-33.84907,151.13834
Redberry Design,25.814815,-80.193905,,-33.84907,151.13834,,-33.84907,151.13834
Stuart Pettigrew Design,42.599579,-99.143229,,null,null,,42.599579,-99.143229
Studio Brave,34.142217,-118.39157,,null,null,,34.142217,-118.39157
Pictura Creative,53.220635,6.568374,,null,null,,53.220635,6.568374
Fresco Creative,5.10685,-5.58389,,null,null,,5.10685,-5.58389
Jess Kong Design,null,null,,null,null,,null,null
Energi Design,51.446082,6.061866,,null,null,,51.446082,6.061866
Papercut,59.317251,18.054766,,null,null,,59.317251,18.054766
Halfnine,null,null,,-27.994457,153.40938,,-27.994457,153.40938
Jaja.studio,null,null,,null,null,,null,null
Nani Creative,null,null,,null,null,,null,null
Toben,13.75,-14.85,,null,null,,13.75,-14.85
Sherry Design Sydney,41.349393,-79.709405,,-33.84907,151.13834,,-33.84907,151.13834
Design4u Creations,18.444425,-66.062254,,-33.84907,151.13834,,-33.84907,151.13834
N4VA Creative Labs,45.557805,-122.661935,,-27.47126,153.01831,,-27.47126,153.01831
The Design Brewery,39.898802,-104.96335,,-33.84907,151.13834,,-33.84907,151.13834
Hello Ramble,51.82667,5.17639,,null,null,,51.82667,5.17639
Fire in the Head Designs,51.071542,0.188637,,null,null,,51.071542,0.188637
dl design,null,null,,-31.939821,115.8162,,-31.939821,115.8162
White Creatures,33.58831,-7.61138,,-33.84907,151.13834,,-33.84907,151.13834
Flame Pty Ltd,-38.094211,144.368721,,-33.84907,151.13834,,-33.84907,151.13834
Ligerdesign,null,null,,-37.803425,145.01105,,-37.803425,145.01105
Crealo Design,48.187494,11.601516,,-37.803425,145.01105,,-37.803425,145.01105
Firefly Designs,55.683198,12.604454,,-37.803425,145.01105,,-37.803425,145.01105
Jam House Graphic Design,55.856126,-4.246603,,null,null,,55.856126,-4.246603
Jaffa DesignWorx,32.044761,34.748999,,null,null,,32.044761,34.748999
Function/Form,39.928327,-105.147737,,-37.803425,145.01105,,-37.803425,145.01105
studio worldwide,34.142217,-118.39157,,-37.803425,145.01105,,-37.803425,145.01105
Rolling Ant Australia,42.076492,-88.016795,,null,null,,42.076492,-88.016795
Fluid (Fluid Group Pty Ltd),null,null,,-38.34489,144.22487,,-38.34489,144.22487
"Artful - Web, Print, Design",39.641001,-106.375437,,-37.803425,145.01105,,-37.803425,145.01105
Digital Lamb,-37.86349,145.079227,,-34.897945,138.59166,,-34.897945,138.59166
Mr Walter PTY LTD,-41.530684,146.673359,,-38.38645,142.48207,,-38.38645,142.48207
Bella Arts,-28.453082,-58.886771,,-25.574999,134.3547,,-25.574999,134.3547
Capillatus Creative,-32.922339,-60.802858,,null,null,,-32.922339,-60.802858
Squeezebox � Custom Document Formatting,null,null,,-37.803425,145.01105,,-37.803425,145.01105
Zeus Productions PTY LTD,null,null,,-33.84907,151.13834,,-33.84907,151.13834
Think Aloud Creative Design Agency,null,null,,-27.47126,153.01831,,-27.47126,153.01831
Type Nugget,52.604891,13.316085,,-27.47126,153.01831,,-27.47126,153.01831
Australian Design Studio,-27.475783,153.014801,,null,null,,-27.475783,153.014801
Sweet Pepper Creative,38.968518,-93.414028,,-27.47126,153.01831,,-27.47126,153.01831
Paraph,41.901923,12.463084,,-37.803425,145.01105,,-37.803425,145.01105
Double-E Design,null,null,,-37.803425,145.01105,,-37.803425,145.01105
King Kreative,53.871892,10.667223,,-35.28078,149.1314,,-35.28078,149.1314
Brownstone Creative Lab,51.445617,5.459035,,null,null,,51.445617,5.459035
Visual Targets,48.499669,10.561667,,null,null,,48.499669,10.561667
Post Road Studio,43.667848,-79.45009,,-27.47126,153.01831,,-27.47126,153.01831
Four Trees Media,null,null,,null,null,,null,null
KOP Studio,-7.775889,110.41572,,null,null,,-7.775889,110.41572
Creative & Co Graphic & Website Design,null,null,,null,null,,null,null
GM LAB GROUP Pty Ltd,52.9521,17.91971,,null,null,,52.9521,17.91971
lgdesign,null,null,,-33.84907,151.13834,,-33.84907,151.13834
Moore Creative,35.33074,-97.471481,,-33.749866,115.11381,,-33.749866,115.11381
Salmon Studio,34.142217,-118.39157,,-34.897945,138.59166,,-34.897945,138.59166
Festival Creative,10.65123,-61.398488,,-25.574999,134.3547,,-25.574999,134.3547
Swivel Creative,51.029957,-114.12989,,null,null,,51.029957,-114.12989
Optus Graphics,-37.800061,144.90006,,null,null,,-37.800061,144.90006
the Overall Picture,16.932122,121.387948,,-33.84907,151.13834,,-33.84907,151.13834
Tomorrow Design,36.161428,-86.838361,,-33.84907,151.13834,,-33.84907,151.13834
Verve Design,38.33371,26.08714,,-25.574999,134.3547,,-25.574999,134.3547
REM MEDIA,1.292024,103.791962,,-27.994457,153.40938,,-27.994457,153.40938
Creative Soldier,-32.922339,-60.802858,,-33.84907,151.13834,,-33.84907,151.13834
Cathy Designs,null,null,,-27.47126,153.01831,,-27.47126,153.01831
Seritie.,null,null,,-37.803425,145.01105,,-37.803425,145.01105
Spark Studio,41.147608,-81.348314,,null,null,,41.147608,-81.348314
Little Grande Design,34.713561,-92.355844,,null,null,,34.713561,-92.355844
coolwebs,null,null,,-27.994457,153.40938,,-27.994457,153.40938
Smartink Graphic Design Brisbane,47.21585,-1.56342,,-27.47126,153.01831,,-27.47126,153.01831
Stallion Design Studio,49.194698,16.642609,,-21.142536,149.18948,,-21.142536,149.18948
Casper Studio,42.844293,-106.311687,,null,null,,42.844293,-106.311687
Watts | Branding,40.464115,-76.993004,,-37.803425,145.01105,,-37.803425,145.01105
OlstaDesigns,null,null,,-27.47126,153.01831,,-27.47126,153.01831
Just Jane,45.339792,4.312796,,null,null,,45.339792,4.312796
WorkingType Design,25.814815,-80.193905,,-37.803425,145.01105,,-37.803425,145.01105
SIXTWO,null,null,,null,null,,null,null
mirage design (Australia),-33.874657,151.216868,,-27.47126,153.01831,,-27.47126,153.01831
Onesti Designs,47.478326,27.125931,,-25.574999,134.3547,,-25.574999,134.3547
Fluoro,null,null,,null,null,,null,null
Evry Studio,48.628493,2.439439,,null,null,,48.628493,2.439439
Freelance CD,44.62616,11.387667,,-33.84907,151.13834,,-33.84907,151.13834
Mesh Designs,54.370631,35.33314,,null,null,,54.370631,35.33314
Burnt Phoenix,39.82471,-75.646133,,null,null,,39.82471,-75.646133
Altitude Events,37.477094,-105.881383,,null,null,,37.477094,-105.881383
Francis Maurice Design,42.971895,-87.876587,,-37.803425,145.01105,,-37.803425,145.01105
Wild Yak Creative,33.595735,-83.859546,,null,null,,33.595735,-83.859546
Sitting Pretty Graphics,54.853795,-6.274823,,-27.47126,153.01831,,-27.47126,153.01831
IDEA CATALYST Pty Ltd,null,null,,null,null,,null,null
ASANT Design,6.593649,-1.063485,,-37.803425,145.01105,,-37.803425,145.01105
lowercase dpt.,1.30292,103.851956,,-33.84907,151.13834,,-33.84907,151.13834
Web Weapon Australia,38.00001,-121.98288,,-37.803425,145.01105,,-37.803425,145.01105
Project174,null,null,,-25.574999,134.3547,,-25.574999,134.3547
Mark Design Studio,50.848531,-0.937571,,-33.84907,151.13834,,-33.84907,151.13834
eleven04 creative,-32.922339,-60.802858,,null,null,,-32.922339,-60.802858
Pixel Hut,51.118305,17.033355,,null,null,,51.118305,17.033355
Monster Graphics,52.026468,4.174041,,-33.174488,115.71495,,-33.174488,115.71495
Art Attack Graphic Design,41.215122,14.697488,,null,null,,41.215122,14.697488
Inkify Media,null,null,,-37.83238,144.96043,,-37.83238,144.96043
Melt Designs,-37.684986,144.588885,,-31.939821,115.8162,,-31.939821,115.8162
Advertising Broadcast Enterprises Pty Ltd,null,null,,null,null,,null,null
The Mangrove Studio,39.700089,-104.980024,,-25.574999,134.3547,,-25.574999,134.3547
Rutledge Design,null,null,,-37.803425,145.01105,,-37.803425,145.01105
Rebecca Kennedy Digital Design,31.807226,-83.487577,,-25.574999,134.3547,,-25.574999,134.3547
BlackRhino Creative pty ltd,null,null,,null,null,,null,null
PhotoMotion,null,null,,-33.84907,151.13834,,-33.84907,151.13834
The Hunting House,40.504686,-74.453912,,-19.257622,146.81787,,-19.257622,146.81787
Adworks Creative,43.548414,1.471545,,null,null,,43.548414,1.471545
Tell IT Media,40.255019,-77.773386,,-37.803425,145.01105,,-37.803425,145.01105
HexFX Design Services,null,null,,-27.994457,153.40938,,-27.994457,153.40938
1VINE Design,25.814815,-80.193905,,null,null,,25.814815,-80.193905
We Are Tom,-20.91687,167.26461,,-37.803425,145.01105,,-37.803425,145.01105
Imagination Graphics,null,null,,-33.84907,151.13834,,-33.84907,151.13834
Human Creative,null,null,,-27.47126,153.01831,,-27.47126,153.01831
Signs Etc. Australia Pty Ltd,36.074085,-80.28238,,-27.47126,153.01831,,-27.47126,153.01831
vW Maps Pty Ltd,-42.833333,147.278217,,null,null,,-42.833333,147.278217
