Name,Address_0,Latitude_0,Longitude_0,place_id,,,,Address_0,Latitude_0,Longitude_0,,C_A,C_T,C_G
Style Analytics,"Bulevard General Eduard I. Totleben, 1606 Sofia, Bulgaria",42.6895262,23.3047754,ChIJaw0FoT2FqkAR82JWxm0fJWY,,,,null,null,null,,"Bulevard General Eduard I. Totleben, 1606 Sofia, Bulgaria",42.6895262,23.3047754
Statewide Super,"GHD Building, 211 Victoria Square, Adelaide SA 5000, Australia",-34.9282598,138.5988399,ChIJ3Ua-5NbOsGoRaDB9eDkbHak,,,,null,null,null,,"GHD Building, 211 Victoria Square, Adelaide SA 5000, Australia",-34.9282598,138.5988399
WorldFirst,"6 Shenton Way #36 -03 OUE Downtown Tower 1, Singapore 068809",1.278203,103.849053,ChIJnai1CA0Z2jERGpCWFbG7q8E,,,,null,null,null,,"6 Shenton Way #36 -03 OUE Downtown Tower 1, Singapore 068809",1.278203,103.849053
FTSE Russell,"16 Collyer Quay, Singapore 049318",1.2842186,103.852603,ChIJ20GHzA4Z2jERmxJoDOspjys,,,,null,null,null,,"16 Collyer Quay, Singapore 049318",1.2842186,103.852603
HUB24 Limited,null,null,null,null,,,,null,null,null,,null,null,null
Hostplus,"Level 2, Casselden Place, 2 Lonsdale St, Melbourne VIC 3000, Australia",-37.8091339,144.9714004,ChIJ3Tv9b89C1moRyhVdiA4rcuM,,,,null,null,null,,"Level 2, Casselden Place, 2 Lonsdale St, Melbourne VIC 3000, Australia",-37.8091339,144.9714004
Magellan Financial Group,"MLC Centre, Level 36, 19 Martin Place, Sydney NSW 2000, Australia",-33.868539,151.209327,ChIJgcggCUCuEmsRzjvCHkiT2ik,,,,null,null,null,,"MLC Centre, Level 36, 19 Martin Place, Sydney NSW 2000, Australia",-33.868539,151.209327
FNZ Group,"Level 23-1, Premier Suite One, No 1, Jalan Kiara, Mont Kiara, 50480 Kuala Lumpur, Malaysia",3.1657017,101.6531554,ChIJbRT_s1BJzDERtQlIoshtfxs,,,,null,null,null,,"Level 23-1, Premier Suite One, No 1, Jalan Kiara, Mont Kiara, 50480 Kuala Lumpur, Malaysia",3.1657017,101.6531554
Perpetual Limited,"16, #07-01 Collyer Quay, Singapore 049318",1.2828457,103.8522109,ChIJeyaM7A4Z2jERF34Wnl6UNIs,,,,null,null,null,,"16, #07-01 Collyer Quay, Singapore 049318",1.2828457,103.8522109
eNett International — a WEX company,null,null,null,null,,,,null,null,null,,null,null,null
Startmate,"710 Collins St, Docklands VIC 3008, Australia",-37.8199117,144.9503923,ChIJJxsn-R5D1moRbosjdUJQkrw,,,,null,null,null,,"710 Collins St, Docklands VIC 3008, Australia",-37.8199117,144.9503923
Shaw and Partners Limited,"350 Orchard Rd, #12-01/03 Shaw House, 238868, Singapore 238868",1.3059065,103.8314983,ChIJcR0qDI0Z2jERAPgmYQp9BeQ,,,,null,null,null,,"350 Orchard Rd, #12-01/03 Shaw House, 238868, Singapore 238868",1.3059065,103.8314983
APositive Workforce Finance,"Level 3, Suite 3.03/480 St Kilda Rd, Melbourne VIC 3004, Australia",-37.8430624,144.9773972,ChIJVTRXqx1o1moRyLVxCN-Qaww,,,,null,null,null,,"Level 3, Suite 3.03/480 St Kilda Rd, Melbourne VIC 3004, Australia",-37.8430624,144.9773972
D.F. King Ltd,"65 Gresham St, London EC2V 7NQ, United Kingdom",51.5156558,-0.0933813,ChIJCZV_5qscdkgRgrnZb5nyJJw,,,,null,null,null,,"65 Gresham St, London EC2V 7NQ, United Kingdom",51.5156558,-0.0933813
Generation Life - Outthinking today.,null,null,null,null,,,,null,null,null,,null,null,null
Financial Counselling Australia,"179 Queen St, Melbourne VIC 3000, Australia",-37.8144973,144.960022,ChIJbftoJEtd1moRQg9DQCQsI7o,,,,null,null,null,,"179 Queen St, Melbourne VIC 3000, Australia",-37.8144973,144.960022
MCCA Islamic Finance & Investments,"169 Sydney Rd, Coburg VIC 3058, Australia",-37.75058,144.9647329,ChIJXyCWTqxE1moRuRfD5erVF_Y,,,,null,null,null,,"169 Sydney Rd, Coburg VIC 3058, Australia",-37.75058,144.9647329
The SILC Group,"NO 7, Jalan Silc 1/5, KAWASAN PERINDUSTRIAN SILC, 79200 Nusajaya, Johor, Malaysia",1.4651397,103.5862632,ChIJgdRe3k4L2jERWeGPx6KmLk4,,,,null,null,null,,"NO 7, Jalan Silc 1/5, KAWASAN PERINDUSTRIAN SILC, 79200 Nusajaya, Johor, Malaysia",1.4651397,103.5862632
ZayZoon Australia,"Level 2 Suite 3/67 Hardware Ln, | Melbourne VIC 3000, Australia",-37.8132363,144.9609117,ChIJw0Tqy0pd1moRLgSzxsG6dXA,,,,null,null,null,,"Level 2 Suite 3/67 Hardware Ln, | Melbourne VIC 3000, Australia",-37.8132363,144.9609117
Macrovue,"Level 13/130 Pitt St, Sydney NSW 2000, Australia",-33.8684756,151.2086145,ChIJP2NWQEKuEmsRVfQtWR1k3xI,,,,null,null,null,,"Level 13/130 Pitt St, Sydney NSW 2000, Australia",-33.8684756,151.2086145
Southern Cross Credit Union,"Level 2/38-42 Pearl St, Kingscliff NSW 2487, Australia",-28.255242,153.5745165,ChIJaz9nG1z_kGsR32vefgxVoDo,,,,null,null,null,,"Level 2/38-42 Pearl St, Kingscliff NSW 2487, Australia",-28.255242,153.5745165
Leveraged,"12/175 Pitt St, Sydney NSW 2000, Australia",-33.8684355,151.20815,ChIJWTD3dkCuEmsRgQNKAZawWKc,,,,null,null,null,,"12/175 Pitt St, Sydney NSW 2000, Australia",-33.8684355,151.20815
InvestSuite,"Sluisstraat 79, 3000 Leuven, Belgium",50.8873081,4.7000288,ChIJyX-Sb6VhwUcRY05aSZ3BtMc,,,,null,null,null,,"Sluisstraat 79, 3000 Leuven, Belgium",50.8873081,4.7000288
Pepper Money Australia,null,null,null,null,,,,null,null,null,,null,null,null
Finder,"31 Duxton Rd, Singapore 089495",1.2791843,103.8434591,ChIJmZR3atYZ2jERlB8MB-5w-x0,,,,null,null,null,,"31 Duxton Rd, Singapore 089495",1.2791843,103.8434591
Australian Financial Complaints Authority,null,null,null,null,,,,null,null,null,,null,null,null
FINSIA (Financial Services Institute of Australasia),"90 The Terrace, Wellington Central, Wellington 6011, New Zealand",-41.2820802,174.774536,ChIJ_UxfuCquOG0RZ1gV9Ib3B-E,,,,null,null,null,,"90 The Terrace, Wellington Central, Wellington 6011, New Zealand",-41.2820802,174.774536
PJT Camberview,"650 California St 31sr flr, San Francisco, CA 94108, United States",37.7927068,-122.4050618,ChIJIxxIpYuAhYARpuQ-BondnMM,,,,null,null,null,,"650 California St 31sr flr, San Francisco, CA 94108, United States",37.7927068,-122.4050618
Openpay,"Level 9/469 La Trobe St, Melbourne VIC 3000, Australia",-37.8123229,144.955211,ChIJa9kKMshC1moRAb3URuk0QGs,,,,null,null,null,,"Level 9/469 La Trobe St, Melbourne VIC 3000, Australia",-37.8123229,144.955211
TransferMate Global Payments,"IDA Business & Technology Park, Ring Rd,, Danville, Co. Kilkenny, Ireland",52.634849,-7.236057,ChIJg28n1L4wXUgRWpqYA_o9SGI,,,,null,null,null,,"IDA Business & Technology Park, Ring Rd,, Danville, Co. Kilkenny, Ireland",52.634849,-7.236057
McMillan Shakespeare (MMSG),"Level 21/360 Elizabeth St, Melbourne VIC 3000, Australia",-37.8107357,144.9622171,ChIJY1KLxspC1moRB5Hpevym3Mk,,,,null,null,null,,"Level 21/360 Elizabeth St, Melbourne VIC 3000, Australia",-37.8107357,144.9622171
Superpartners,"2 Lonsdale St, Melbourne VIC 3000, Australia",-37.8091273,144.9713423,ChIJq6qqqrVC1moRs1fpSM3QqZo,,,,null,null,null,,"2 Lonsdale St, Melbourne VIC 3000, Australia",-37.8091273,144.9713423
Apt Wealth Partners,"8/360 Collins St, Melbourne VIC 3000, Australia",-37.8163265,144.9623384,ChIJHxYzZqcW1GoRE8WcHulhrl4,,,,null,null,null,,"8/360 Collins St, Melbourne VIC 3000, Australia",-37.8163265,144.9623384
Accru Melbourne,"50 Camberwell Rd, Hawthorn East VIC 3123, Australia",-37.8263372,145.050374,ChIJex58RoFB1moR7Kj5pAqJCC0,,,,null,null,null,,"50 Camberwell Rd, Hawthorn East VIC 3123, Australia",-37.8263372,145.050374
Infinity Group Australia Pty Ltd,"438A Alexandra Rd, #08-01/02 Alexandra Technopark, Singapore 119967",1.2778307,103.8003943,ChIJ_____2oZ2jERcpoSo4wxpfE,,,,null,null,null,,"438A Alexandra Rd, #08-01/02 Alexandra Technopark, Singapore 119967",1.2778307,103.8003943
Lonsdale Financial Group Ltd,"6/161 Collins St, Melbourne VIC 3000, Australia",-37.8153514,144.9687986,ChIJX3zl1MlC1moRybLHGTbNzKM,,,,null,null,null,,"6/161 Collins St, Melbourne VIC 3000, Australia",-37.8153514,144.9687986
Clique Paraplanning,null,null,null,null,,,,null,null,null,,null,null,null
DG Institute,"level 22/31 Market St, Sydney NSW 2000, Australia",-33.871157,151.2059325,ChIJF5TotT-uEmsRI60ayxl5Vx8,,,,null,null,null,,"level 22/31 Market St, Sydney NSW 2000, Australia",-33.871157,151.2059325
Smarter SMSF,"Level 5/350 Collins St, Melbourne VIC 3000, Australia",-37.8163047,144.9628625,ChIJZbzql7RC1moR97yJKt1VR8w,,,,null,null,null,,"Level 5/350 Collins St, Melbourne VIC 3000, Australia",-37.8163047,144.9628625
A Class Business Finance Pty Limited,"9/20 Masthead Dr, Cleveland QLD 4163, Australia",-27.5224645,153.2678569,ChIJlz49uMhmkWsRAIQlkRwApWU,,,,null,null,null,,"9/20 Masthead Dr, Cleveland QLD 4163, Australia",-27.5224645,153.2678569
XPLORE WEALTH,"level 12/500 Collins St, Melbourne VIC 3000, Australia",-37.820716,144.957248,ChIJkxebkqdC1moRb2eQ9II8L_0,,,,null,null,null,,"level 12/500 Collins St, Melbourne VIC 3000, Australia",-37.820716,144.957248
Police & Nurses Limited,"Jalan Ros Merah 4/13, Johor Jaya, 81100 Johor Bahru, Johor, Malaysia",1.5308779,103.7942216,ChIJ_z-HH0Fs2jERHfvO7bJxuAw,,,,null,null,null,,"Jalan Ros Merah 4/13, Johor Jaya, 81100 Johor Bahru, Johor, Malaysia",1.5308779,103.7942216
Adyen,"109 North Bridge Rd, #10-22 Funan, Singapore 179097",1.2914767,103.8498003,ChIJKye4bwoZ2jERXRk3dQfz_Bk,,,,null,null,null,,"109 North Bridge Rd, #10-22 Funan, Singapore 179097",1.2914767,103.8498003
Novantas,"20, Jalan Damai Perdana 5/1, Bandar Damai Perdana, 56000 Kuala Lumpur, Selangor, Malaysia",3.05477,101.744,ChIJzWUr_xg1zDERU6dD0pHXL60,,,,null,null,null,,"20, Jalan Damai Perdana 5/1, Bandar Damai Perdana, 56000 Kuala Lumpur, Selangor, Malaysia",3.05477,101.744
eToro,"Level 19/9 Hunter St, Sydney NSW 2000, Australia",-33.8656084,151.207721,ChIJJbERZX2vEmsRswxW1uOPXGE,,,,null,null,null,,"Level 19/9 Hunter St, Sydney NSW 2000, Australia",-33.8656084,151.207721
Deutsche Börse,"9 Raffles Place, #55-01, Republic Plaza, Singapore 048619",1.2832428,103.8508359,ChIJORPMng4Z2jERdXhXbx8sqiw,,,,null,null,null,,"9 Raffles Place, #55-01, Republic Plaza, Singapore 048619",1.2832428,103.8508359
Westpac Group,"12 Marina View, #27-01, Asia Square Tower 2, Singapore 018961",1.2781724,103.8509395,ChIJ38GmURIZ2jERvGIAATskRqc,,,,null,null,null,,"12 Marina View, #27-01, Asia Square Tower 2, Singapore 018961",1.2781724,103.8509395
Suncorp Group,"1 Homebush Bay Dr, Rhodes NSW 2138, Australia",-33.8349526,151.0878234,ChIJR48uK-GkEmsR4zjm-J_uuG0,,,,null,null,null,,"1 Homebush Bay Dr, Rhodes NSW 2138, Australia",-33.8349526,151.0878234
ASX,"A2-2,KL Industrial Park, Jalan Klang Lama,, 58200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.084208,101.670302,ChIJR704tk9KzDER3oy6oOVIlTE,,,,null,null,null,,"A2-2,KL Industrial Park, Jalan Klang Lama,, 58200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.084208,101.670302
Lab49,null,null,null,null,,,,null,null,null,,null,null,null
Ebury,"OUE Downtown, 2, Singapore 068809",1.2770437,103.8486768,ChIJWZXzrxMZ2jERHJngswj5VrY,,,,null,null,null,,"OUE Downtown, 2, Singapore 068809",1.2770437,103.8486768
BNP Paribas Securities Services,"10 Collyer Quay, #15-01 Ocean Financial Centre, Singapore 049315",1.2830072,103.8520304,ChIJHceTMQkZ2jER1KppZwM81bM,,,,null,null,null,,"10 Collyer Quay, #15-01 Ocean Financial Centre, Singapore 049315",1.2830072,103.8520304
TCC Group,Singapore,1.2836916,103.843287,ChIJDVPGxBwZ2jERTkraio-Xsy0,,,,null,null,null,,Singapore,1.2836916,103.843287
Mako Trading,"1003 Bukit Merah Central, #04-24 Inno Center, Singapore 159836",1.283391,103.814437,ChIJszr51FEa2jERFNZ5xwm7ZfU,,,,null,null,null,,"1003 Bukit Merah Central, #04-24 Inno Center, Singapore 159836",1.283391,103.814437
Collection House Group,"Level 12/100 Skyring Terrace, Fortitude Valley QLD 4006, Australia",-27.4506529,153.0426404,ChIJkSbzF_ZZkWsRjAf9bI4cDLM,,,,null,null,null,,"Level 12/100 Skyring Terrace, Fortitude Valley QLD 4006, Australia",-27.4506529,153.0426404
Smartsalary,"133 Castlereagh St, Sydney NSW 2001, Australia",-33.8715972,151.2091256,ChIJQ8NR1BeuEmsR2thYtcQODuE,,,,null,null,null,,"133 Castlereagh St, Sydney NSW 2001, Australia",-33.8715972,151.2091256
Simply Wall St,"24 Kippax St, Surry Hills NSW 2010, Australia",-33.8842971,151.2089529,ChIJP2NWQEKuEmsRThbNCV5lPzE,,,,null,null,null,,"24 Kippax St, Surry Hills NSW 2010, Australia",-33.8842971,151.2089529
Virgin Money Australia,"8/126 Phillip St, Sydney NSW 2000, Australia",-33.8669341,151.2117127,ChIJWWjxC0KuEmsRfxoDdSeq5Cc,,,,null,null,null,,"8/126 Phillip St, Sydney NSW 2000, Australia",-33.8669341,151.2117127
Taxback International,"IDA Business and Technology Park, Ring Road, Kilkenny, R95 ETN5, Ireland",52.634928,-7.234976,ChIJC6DhKLkwXUgRRsOFpFF4zhs,,,,null,null,null,,"IDA Business and Technology Park, Ring Road, Kilkenny, R95 ETN5, Ireland",52.634928,-7.234976
Baycorp,"576 Ang Mo Kio Ind Park 2, #03-235, Singapore 569500",1.3726716,103.8661678,ChIJN1BRO_gW2jERJUT0_PfUo3I,,,,null,null,null,,"576 Ang Mo Kio Ind Park 2, #03-235, Singapore 569500",1.3726716,103.8661678
Guild Group,"171 Collins St, Melbourne VIC 3000, Australia",-37.8152491,144.9681707,ChIJbX9sPrZC1moRHKawXutccG0,,,,null,null,null,,"171 Collins St, Melbourne VIC 3000, Australia",-37.8152491,144.9681707
BoardRoom Limited,"50 Raffles Place #32-01, Singapore Land Tower, Singapore 048623",1.2847487,103.8519923,ChIJ2-_9UgkZ2jERMqlkCIGJrzg,,,,null,null,null,,"50 Raffles Place #32-01, Singapore Land Tower, Singapore 048623",1.2847487,103.8519923
SMSF Adviser,"29-33 Palmerston Cres, South Melbourne VIC 3205, Australia",-37.834053,144.970351,ChIJp5uPmwJo1moR5lKqGUcVVY0,,,,null,null,null,,"29-33 Palmerston Cres, South Melbourne VIC 3205, Australia",-37.834053,144.970351
CommSec Adviser Services,"1 Harbour St, Sydney NSW 2000, Australia",-33.8715587,151.203582,ChIJnSrRWTmuEmsRzErHd1_-mbM,,,,null,null,null,,"1 Harbour St, Sydney NSW 2000, Australia",-33.8715587,151.203582
Medfin,"12/100 St Georges Terrace, Perth WA 6000, Australia",-31.9547529,115.8576746,ChIJt6E659W6MioRk1TZ6KWiMyQ,,,,null,null,null,,"12/100 St Georges Terrace, Perth WA 6000, Australia",-31.9547529,115.8576746
"Midwinter, a Bravura company","Level 6/345 George St, Sydney NSW 2000, Australia",-33.8678583,151.206902,ChIJ-edpgL66EmsRA7f43hTY7OI,,,,null,null,null,,"Level 6/345 George St, Sydney NSW 2000, Australia",-33.8678583,151.206902
SelfWealth Ltd,"Level 2/613 Canterbury Rd, Surrey Hills VIC 3127, Australia",-37.8257924,145.0974564,ChIJ-3aP_eNA1moRCn5u6yEnZ3k,,,,null,null,null,,"Level 2/613 Canterbury Rd, Surrey Hills VIC 3127, Australia",-37.8257924,145.0974564
Finch Financial Services,"One Raffles Quay #22-11, South Tower, Singapore 048583",1.2810761,103.8517501,ChIJ_____64Z2jERrDCMKuX0vhY,,,,null,null,null,,"One Raffles Quay #22-11, South Tower, Singapore 048583",1.2810761,103.8517501
Automic Group,"Deutsche Bank, Tower Level 5/126 Phillip St, Sydney NSW 2000, Australia",-33.8669551,151.2117018,ChIJveqkimquEmsRv4ObUtYltE0,,,,null,null,null,,"Deutsche Bank, Tower Level 5/126 Phillip St, Sydney NSW 2000, Australia",-33.8669551,151.2117018
Mint Payments Limited,"Unit 3/450 Victoria Rd, Gladesville NSW 2111, Australia",-33.8235862,151.123306,ChIJW1Gghp6lEmsRLAFSjMdXeGM,,,,null,null,null,,"Unit 3/450 Victoria Rd, Gladesville NSW 2111, Australia",-33.8235862,151.123306
Bizzloans Australia,"Level 40 Northpoint Tower, 100 Miller St, North Sydney NSW 2060, Australia",-33.8378548,151.206647,ChIJAQBwevKuEmsRVj6CO_g8UKs,,,,null,null,null,,"Level 40 Northpoint Tower, 100 Miller St, North Sydney NSW 2060, Australia",-33.8378548,151.206647
Quadrin Group,"2 Brunel Way, Slough SL1 1XL, United Kingdom",51.5108003,-0.5934354,ChIJVVUVtc5kdkgRVeUJ9CVjBLw,,,,null,null,null,,"2 Brunel Way, Slough SL1 1XL, United Kingdom",51.5108003,-0.5934354
Carey Group,"Kim Seng Promenade, Singapore",1.2924371,103.8323017,ChIJA_cgQ4MZ2jERGqEuMhYYgDM,,,,null,null,null,,"Kim Seng Promenade, Singapore",1.2924371,103.8323017
Paydock,"6/50 Carrington St, Sydney NSW 2000, Australia",-33.8680238,151.2048497,ChIJu3ZGUT-uEmsRc5Kgtz8tafI,,,,null,null,null,,"6/50 Carrington St, Sydney NSW 2000, Australia",-33.8680238,151.2048497
Swyftx,"Level 4/50 McDougall St, Milton QLD 4064, Australia",-27.4714146,153.0063878,ChIJi13NcKVQkWsRMUK9KGOh-34,,,,null,null,null,,"Level 4/50 McDougall St, Milton QLD 4064, Australia",-27.4714146,153.0063878
Elston,"Elston, Newark, UK",53.0268929,-0.8724769,ChIJdfFLLEPKeUgRn6rykD8Pbzs,,,,null,null,null,,"Elston, Newark, UK",53.0268929,-0.8724769
TraditionDATA,null,null,null,null,,,,null,null,null,,null,null,null
Pallas Capital,"Ground Floor, 33/39 Riley St, Woolloomooloo NSW 2011, Australia",-33.8731008,151.2155073,ChIJlb3-fBSuEmsRUsxSNs0jHsc,,,,null,null,null,,"Ground Floor, 33/39 Riley St, Woolloomooloo NSW 2011, Australia",-33.8731008,151.2155073
The Reach Agency,"102/79 Commonwealth St, Surry Hills NSW 2010, Australia",-33.8791835,151.2107443,ChIJe8gWAEGuEmsRIxgkNEo4yx4,,,,null,null,null,,"102/79 Commonwealth St, Surry Hills NSW 2010, Australia",-33.8791835,151.2107443
RedZed,"5 Kaki Bukit Rd 1, Singapore 415936",1.3330904,103.9018928,ChIJI1meCx4Y2jERvck0Y02LpmE,,,,null,null,null,,"5 Kaki Bukit Rd 1, Singapore 415936",1.3330904,103.9018928
Next Tech Stock,"114 N Douglas Ave Ste 1, Ellsworth, KS 67439, United States",38.7292727,-98.2309815,ChIJo51pTWUTo4cRfNJFnQsaOGc,,,,null,null,null,,"114 N Douglas Ave Ste 1, Ellsworth, KS 67439, United States",38.7292727,-98.2309815
Riparian Capital Partners,"Level 19/307 Queen St, Brisbane City QLD 4000, Australia",-27.4674011,153.0286516,ChIJh8Y_4xxakWsRL2NChEwpw4s,,,,null,null,null,,"Level 19/307 Queen St, Brisbane City QLD 4000, Australia",-27.4674011,153.0286516
FinaMetrica Pty Limited,"17/227 Elizabeth St, Sydney NSW 2000, Australia",-33.874371,151.209381,ChIJfReN5z6uEmsRZRsiO40fSOQ,,,,null,null,null,,"17/227 Elizabeth St, Sydney NSW 2000, Australia",-33.874371,151.209381
Finance Jobs,"6 Shenton Way, OUE Downtown 2, Singapore 068809",1.2782034,103.8490529,ChIJWWnX4AsZ2jERoKeSyWUVOB0,,,,null,null,null,,"6 Shenton Way, OUE Downtown 2, Singapore 068809",1.2782034,103.8490529
InsuranceLine,"16/363 George St, Sydney NSW 2000, Australia",-33.8683087,151.2068577,ChIJz0b9ZkCuEmsR1CPd2nlPlEY,,,,null,null,null,,"16/363 George St, Sydney NSW 2000, Australia",-33.8683087,151.2068577
iPartners,"R. Maciel Monteiro, 543 - 2º Andar - Vila Santa Teresa, São Paulo - SP, 03566-000, Brazil",-23.5403027,-46.4909222,ChIJg-B86TNnzpQRQoi8XeyK5kY,,,,null,null,null,,"R. Maciel Monteiro, 543 - 2º Andar - Vila Santa Teresa, São Paulo - SP, 03566-000, Brazil",-23.5403027,-46.4909222
Connectus Wealth Advisers,"268 Orchard Rd, #07-01/#08-01, Singapore 238856",1.302693,103.836805,ChIJ8-UYtxoZ2jERh1QgUc2DCCo,,,,null,null,null,,"268 Orchard Rd, #07-01/#08-01, Singapore 238856",1.302693,103.836805
DPM Financial Services,"1 Palmerston Cres, South Melbourne VIC 3205, Australia",-37.833136,144.970664,ChIJbQ5yowJo1moRodqS4MC1AKU,,,,null,null,null,,"1 Palmerston Cres, South Melbourne VIC 3205, Australia",-37.833136,144.970664
Finch,"21 Woodlands Cl, #01-29 Primz Bizhub, Singapore 737854",1.4351696,103.8048721,ChIJCUCBBygT2jEREYJAHbdc43A,,,,null,null,null,,"21 Woodlands Cl, #01-29 Primz Bizhub, Singapore 737854",1.4351696,103.8048721
Finspo,null,null,null,null,,,,null,null,null,,null,null,null
AAFX TRADING COMPANY LTD,"Robinson Road, 14, Far East Finance Building, Singapore 048545",1.2820124,103.8507909,ChIJuUeUKsYZ2jER5Vv-m-5i45c,,,,null,null,null,,"Robinson Road, 14, Far East Finance Building, Singapore 048545",1.2820124,103.8507909
Ship Shape Resources,"12 London Mews, Tyburnia, London W2 1HY, United Kingdom",51.5162161,-0.1737004,ChIJISVp57IadkgR2mijUuyRiMo,,,,null,null,null,,"12 London Mews, Tyburnia, London W2 1HY, United Kingdom",51.5162161,-0.1737004
Astute Financial Management,"103 Penang Rd, Singapore 238467",1.2991276,103.8427429,ChIJAQDwj5cZ2jERwBAZEqcM_qw,,,,null,null,null,,"103 Penang Rd, Singapore 238467",1.2991276,103.8427429
Lumi,"3 New Bugis St, Singapore 188867",1.300599,103.854893,ChIJx64m9boZ2jERgAiJbo3cBew,,,,null,null,null,,"3 New Bugis St, Singapore 188867",1.300599,103.854893
IQumulate Premium Funding,"Suite 2502, Level 25/259 George St, Sydney NSW 2000, Australia",-33.8640062,151.2064333,ChIJC84MbhqvEmsRC_eivsSIz2Y,,,,null,null,null,,"Suite 2502, Level 25/259 George St, Sydney NSW 2000, Australia",-33.8640062,151.2064333
AVIATOR Finance & Business Advisory,"21/27-31 Duerdin St, Notting Hill VIC 3168, Australia",-37.9098131,145.1463135,ChIJP9WriVQV1moRYbY9ZxDG52U,,,,null,null,null,,"21/27-31 Duerdin St, Notting Hill VIC 3168, Australia",-37.9098131,145.1463135
Queensland Country Bank,"333 Ross River Rd, Aitkenvale QLD 4814, Australia",-19.2978642,146.7618789,ChIJ28yrCnn51WsR21AuuUCHtOY,,,,null,null,null,,"333 Ross River Rd, Aitkenvale QLD 4814, Australia",-19.2978642,146.7618789
Lifestyle Financial Services,"G16B, Medini Lifestyle Mall @ Medini North,, 4 Lebuh Medini Utara, 79200 Nusajaya, Johor, Malaysia",1.424112,103.617036,ChIJ57HhQZQL2jER_YCge0oyc-s,,,,null,null,null,,"G16B, Medini Lifestyle Mall @ Medini North,, 4 Lebuh Medini Utara, 79200 Nusajaya, Johor, Malaysia",1.424112,103.617036
Euroz Limited,"Level 18/58 Mounts Bay Rd, Perth WA 6000, Australia",-31.9550897,115.8532717,ChIJJXXFL9W6MioRM4raB_8o06g,,,,null,null,null,,"Level 18/58 Mounts Bay Rd, Perth WA 6000, Australia",-31.9550897,115.8532717
Verve Super,"435 Orchard Rd, #B1-04 Wisma Atria, Singapore 238877",1.303703,103.833129,ChIJzeLPp5IZ2jERBA04CbthQL4,,,,null,null,null,,"435 Orchard Rd, #B1-04 Wisma Atria, Singapore 238877",1.303703,103.833129
Percent,"1 Jurong West Central 2, Singapore 648886",1.3401512,103.706557,ChIJmRnrx-wP2jERCPJZcs-H9V8,,,,null,null,null,,"1 Jurong West Central 2, Singapore 648886",1.3401512,103.706557
The Australian Lending & Investment Centre,"50 Raffles Place, 19F, Singapore 048623",1.2846328,103.8520993,ChIJ9-QoJQwZ2jERVn23042tnRs,,,,null,null,null,,"50 Raffles Place, 19F, Singapore 048623",1.2846328,103.8520993
ING Australia - Broker,"60 Margaret St, Sydney NSW 2000, Australia",-33.8649591,151.2068584,ChIJ92NOxTiuEmsRgicXIieT9Fs,,,,null,null,null,,"60 Margaret St, Sydney NSW 2000, Australia",-33.8649591,151.2068584
Bangladesh,Bangladesh,23.684994,90.356331,ChIJp4vhgO2qrTARa_zhxOAoLQ8,,,,null,null,null,,Bangladesh,23.684994,90.356331
National Finance Brokers Day,"24 Peck Seah St, #03-00, Singapore 079314",1.2782831,103.8448674,ChIJzXl4_4wZ2jERYOH7a56GIJw,,,,null,null,null,,"24 Peck Seah St, #03-00, Singapore 079314",1.2782831,103.8448674
Resolve Finance,"Homebuyers Centre, 14 Walters Dr, Osborne Park WA 6017, Australia",-31.908728,115.807299,ChIJZ3uy6oWvMioRJ1N220hJsfk,,,,null,null,null,,"Homebuyers Centre, 14 Walters Dr, Osborne Park WA 6017, Australia",-31.908728,115.807299
Independent Reserve,"level 26/44 Market St, Sydney NSW 2000, Australia",-33.870522,151.20579,ChIJZSKWrUGuEmsRzk38NyPchBA,,,,null,null,null,,"level 26/44 Market St, Sydney NSW 2000, Australia",-33.870522,151.20579
Archa,"Level 13/114 William St, Melbourne VIC 3000, Australia",-37.8163288,144.9588604,ChIJrbtIbStd1moRs8QCHkWLNlM,,,,null,null,null,,"Level 13/114 William St, Melbourne VIC 3000, Australia",-37.8163288,144.9588604
InvestSMART Group Limited,"Level 2/66 Clarence St, Sydney NSW 2000, Australia",-33.8665054,151.2046941,ChIJWX72Mw-rEmsREN9EVcy146o,,,,null,null,null,,"Level 2/66 Clarence St, Sydney NSW 2000, Australia",-33.8665054,151.2046941
Bartercard Australia,"Level 1/121 Scarborough St, Southport QLD 4215, Australia",-27.9648913,153.4128102,ChIJNe_uA-0PkWsRGHC2beZdOgo,,,,null,null,null,,"Level 1/121 Scarborough St, Southport QLD 4215, Australia",-27.9648913,153.4128102
Propex Derivatives,"Level 24/66 Goulburn St, Sydney NSW 2000, Australia",-33.877833,151.2081561,ChIJFZDIdz2uEmsRcHhIj1rnRCs,,,,null,null,null,,"Level 24/66 Goulburn St, Sydney NSW 2000, Australia",-33.877833,151.2081561
Allan Gray Australia,"Challis House, Level 2/4-10 Martin Pl, Sydney NSW 2000, Australia",-33.8672498,151.2077926,ChIJz0b9ZkCuEmsRaQvjnfQXgQM,,,,null,null,null,,"Challis House, Level 2/4-10 Martin Pl, Sydney NSW 2000, Australia",-33.8672498,151.2077926
