Name,Latitude,Longitude,,Latitude_0,Longitude_0,,C_T,C_G
Realestate.com.au Home Loans,8.504026,76.959778,,null,null,,8.504026,76.959778
The Financial Fox,23.730523,90.409772,,null,null,,23.730523,90.409772
First Financial,39.021516,-84.708168,,null,null,,39.021516,-84.708168
NexPay,19.06198,-98.6703,,null,null,,19.06198,-98.6703
FinoComp,null,null,,null,null,,null,null
SuperRecords Pty Ltd.,-38.094211,144.368721,,null,null,,-38.094211,144.368721
Police Credit Union SA & NT,null,null,,null,null,,null,null
Pelikin,null,null,,null,null,,null,null
Fiducian Financial Services,-41.053964,145.906511,,null,null,,-41.053964,145.906511
Jamieson Coote Bonds,-37.31667,146.13333,,null,null,,-37.31667,146.13333
Prime Capital,26.234027,50.59709,,-33.84907,151.13834,,-33.84907,151.13834
Wealth Enhancers,27.461491,-82.606512,,null,null,,27.461491,-82.606512
Platform Finance,41.741001,-7.467512,,null,null,,41.741001,-7.467512
WealthO2,null,null,,null,null,,null,null
NOW Finance,19.23114,82.54826,,null,null,,19.23114,82.54826
Ulton,null,null,,null,null,,null,null
360 Underwriting Solutions Pty Ltd,null,null,,null,null,,null,null
Thinktank Commercial Property Finance,null,null,,null,null,,null,null
Modoras Financial Performance Solutions,null,null,,null,null,,null,null
emoney,null,null,,null,null,,null,null
Venture Advisory,null,null,,null,null,,null,null
AgatePay,null,null,,null,null,,null,null
Australian Administration Services,38.89721,-77.042571,,null,null,,38.89721,-77.042571
Firstmac,null,null,,null,null,,null,null
Harmoney,37.42081,-120.785531,,null,null,,37.42081,-120.785531
Legal Home Loans,8.504026,76.959778,,null,null,,8.504026,76.959778
NHFIC (The National Housing Finance and Investment Corporation),51.603952,-0.383355,,null,null,,51.603952,-0.383355
Orient Capital,48.578064,-123.465576,,null,null,,48.578064,-123.465576
Mine Super,null,null,,null,null,,null,null
FAST Group,10.216574,-68.017168,,null,null,,10.216574,-68.017168
StatePlus,-33.428661,151.341352,,null,null,,-33.428661,151.341352
Fitzpatricks Private Wealth,45.425733,-75.628803,,null,null,,45.425733,-75.628803
Parpera,null,null,,null,null,,null,null
MOVE Bank,28.040126,82.485716,,null,null,,28.040126,82.485716
AMP Amplify,51.523102,-0.084507,,null,null,,51.523102,-0.084507
Flexirent,-37.820608,145.036676,,null,null,,-37.820608,145.036676
Volkswagen Financial Services Australia,50.609354,10.682128,,null,null,,50.609354,10.682128
Blue Ocean Equities,39.10066,-94.382855,,null,null,,39.10066,-94.382855
Finty,null,null,,null,null,,null,null
Adamantem Capital,null,null,,-33.84907,151.13834,,-33.84907,151.13834
Genesis Proprietary Trading Pty Ltd,null,null,,-33.84907,151.13834,,-33.84907,151.13834
Lazard,45.211504,6.179214,,null,null,,45.211504,6.179214
Commonwealth Bank,null,null,,null,null,,null,null
Aon,51.442493,7.335819,,null,null,,51.442493,7.335819
Kraken Digital Asset Exchange,null,null,,null,null,,null,null
TPG,null,null,,null,null,,null,null
Point72,null,null,,null,null,,null,null
deVere Group,24.76667,124,,null,null,,24.76667,124
Moody's Investors Service,null,null,,null,null,,null,null
FLEETCOR,41.077352,29.031019,,null,null,,41.077352,29.031019
Neuberger Berman,null,null,,null,null,,null,null
epay Australia Pty Ltd (Euronet Worldwide),14.598808,121.034228,,null,null,,14.598808,121.034228
Pin Payments,45.747647,126.624467,,null,null,,45.747647,126.624467
Allier Capital,46.382925,3.246533,,null,null,,46.382925,3.246533
Absolut Financial,40.706844,-74.011606,,null,null,,40.706844,-74.011606
Brite Advisors,48.71853,21.245969,,null,null,,48.71853,21.245969
ChinaPayments - WeChat Pay and Alipay for BPAY billers and Australian businesses,34.444259,-85.718529,,null,null,,34.444259,-85.718529
Infocus Advisory (Australia),null,null,,null,null,,null,null
SuperChoice,53.467306,-2.120521,,null,null,,53.467306,-2.120521
BT Investment Solutions,null,null,,-33.84907,151.13834,,-33.84907,151.13834
Equigroup Pty Ltd,-38.094211,144.368721,,null,null,,-38.094211,144.368721
Awesome Lending Solutions,5.579595,-0.20248,,null,null,,5.579595,-0.20248
Moody Kiddell & Partners,-37.996649,145.084229,,null,null,,-37.996649,145.084229
RemServ,null,null,,null,null,,null,null
INSEVO,null,null,,null,null,,null,null
bdhSterling,null,null,,null,null,,null,null
Bank of us,-41.051955,145.906725,,null,null,,-41.051955,145.906725
Australian Stock Report,-35.470057,148.954507,,null,null,,-35.470057,148.954507
Prime Super,1.341701,103.691282,,null,null,,1.341701,103.691282
Bloom Impact Investing,41.513741,-87.599864,,null,null,,41.513741,-87.599864
TrailBlazer Finance,41.741001,-7.467512,,null,null,,41.741001,-7.467512
Morningstar Australasia,-33.875954,151.208626,,null,null,,-33.875954,151.208626
Maxxia Pty Ltd,-38.094211,144.368721,,null,null,,-38.094211,144.368721
Premium Funding,59.765967,10.64777,,null,null,,59.765967,10.64777
Cashwerkz,null,null,,null,null,,null,null
Industry Super Australia,40.269022,-79.807446,,null,null,,40.269022,-79.807446
WePower,null,null,,null,null,,null,null
Powerwrap Limited,6.925874,79.866566,,null,null,,6.925874,79.866566
Exponential Trading,-24.652055,25.902742,,null,null,,-24.652055,25.902742
OnDeck Australia,null,null,,null,null,,null,null
FIRMA Foreign Exchange,null,null,,null,null,,null,null
Barrenjoey,42.856585,140.7107,,null,null,,42.856585,140.7107
Development Finance Partners,17.248703,-88.773223,,null,null,,17.248703,-88.773223
Allegro Funds,null,null,,null,null,,null,null
ClearView Wealth Limited,47.823868,-122.147679,,null,null,,47.823868,-122.147679
FleetPartners,null,null,,null,null,,null,null
Educational Funding Company,59.765967,10.64777,,null,null,,59.765967,10.64777
Get,-28.792958,114.704818,,null,null,,-28.792958,114.704818
WiBF,40.040457,-75.238172,,null,null,,40.040457,-75.238172
Centrepoint Alliance,1.301083,103.839985,,null,null,,1.301083,103.839985
TCorp,null,null,,null,null,,null,null
PF2 Securities,49.117199,1.510183,,null,null,,49.117199,1.510183
SYGNIA Ltd,30.152308,9.707202,,null,null,,30.152308,9.707202
Infocus (Australia),-23.992438,134.050443,,null,null,,-23.992438,134.050443
Yarra Capital Management,-37.796655,144.987449,,null,null,,-37.796655,144.987449
Castle Hall,49.106046,9.73749,,null,null,,49.106046,9.73749
Birchal,50.899237,-1.187709,,null,null,,50.899237,-1.187709
Pillar Administration,28.673843,77.211882,,null,null,,28.673843,77.211882
AxeTrading,null,null,,null,null,,null,null
uno Home Loans,8.504026,76.959778,,null,null,,8.504026,76.959778
Swiss Royal Banc,46.730219,7.509687,,-33.84907,151.13834,,-33.84907,151.13834
Standard Life Investments,33.73594,-87.27056,,null,null,,33.73594,-87.27056
Northfield Information Services,45.576147,-122.730945,,null,null,,45.576147,-122.730945
Quiktrak,null,null,,null,null,,null,null
Henley & Partners - The Firm of Global Citizens®,52.086699,4.336995,,null,null,,52.086699,4.336995
Flare,-36.848913,174.761675,,null,null,,-36.848913,174.761675
Global Exchange Group,43.728739,-79.348771,,null,null,,43.728739,-79.348771
IFM Investors,-2.788957,-42.850196,,null,null,,-2.788957,-42.850196
Anovia Payments,-14.71853,49.84662,,null,null,,-14.71853,49.84662
Liberty Financial Pty Ltd,30.163058,-94.855259,,null,null,,30.163058,-94.855259
Challenger Limited,1.331769,103.893163,,null,null,,1.331769,103.893163
E&P Financial Group,36.07286,-79.790948,,null,null,,36.07286,-79.790948
Marketlend,null,null,,null,null,,null,null
Lonsec,null,null,,null,null,,null,null
TAP Financial Group Ltd.,51.103906,-114.165712,,null,null,,51.103906,-114.165712
Axi,25.007,104.655,,null,null,,25.007,104.655
CEG,10.227862,1.999111,,null,null,,10.227862,1.999111
ORIX Australia Corporation Limited,-37.939203,145.079132,,null,null,,-37.939203,145.079132
FBAA,null,null,,null,null,,null,null
InDebted,null,null,,null,null,,null,null
Plum,40.502991,-79.743988,,null,null,,40.502991,-79.743988
Morgan Stanley,34.434541,-86.847604,,null,null,,34.434541,-86.847604
American Express,19.425953,-99.168049,,null,null,,19.425953,-99.168049
J.P. Morgan,34.43049,-86.929737,,null,null,,34.43049,-86.929737
IFC - International Finance Corporation,38.901887,-77.047732,,null,null,,38.901887,-77.047732
Northern Trust Corporation,null,null,,null,null,,null,null
Nasdaq,43.347482,-4.046646,,null,null,,43.347482,-4.046646
Fisher Investments,null,null,,null,null,,null,null
State Street,48.748452,-122.478837,,null,null,,48.748452,-122.478837
Western Union,null,null,,null,null,,null,null
"Susquehanna International Group, LLP (SIG)",45.393799,-71.897172,,null,null,,45.393799,-71.897172
Forex Capital Trading (ForexCT),55.698014,12.578455,,null,null,,55.698014,12.578455
Smartgroup Corporation,40.54433,-105.043544,,null,null,,40.54433,-105.043544
Indue,-12.050078,-77.080537,,null,null,,-12.050078,-77.080537
Evans & Partners,null,null,,null,null,,null,null
Vantage FX,33.959204,-117.907677,,null,null,,33.959204,-117.907677
Australian Shareholders'​ Association,null,null,,null,null,,null,null
Zeller,47.99038,9.480133,,null,null,,47.99038,9.480133
Vela (formerly Object Trading),44.2772,23.418377,,-33.84907,151.13834,,-33.84907,151.13834
Business expertise from Macquarie,-3.377569,29.372779,,null,null,,-3.377569,29.372779
Frazis Capital Partners Pty Ltd,null,null,,null,null,,null,null
Qubix,14.577609,120.99281,,null,null,,14.577609,120.99281
Mac Equity Partners,null,null,,null,null,,null,null
Thrive - Business Accounts,14.603205,120.98692,,null,null,,14.603205,120.98692
VIRIATHUS®,null,null,,null,null,,null,null
AGS Financial Group,-33.827748,151.202065,,null,null,,-33.827748,151.202065
My Plan Manager,43.367536,3.157631,,null,null,,43.367536,3.157631
Summit Fleet Leasing and Management,42.17967,-71.071009,,null,null,,42.17967,-71.071009
Intelligent Investor,51.447374,5.456446,,null,null,,51.447374,5.456446
SQM Research,-13.330273,-50.198642,,null,null,,-13.330273,-50.198642
pearler.,-25.928763,113.535968,,null,null,,-25.928763,113.535968
ROYAL,32.44571,-83.37878,,null,null,,32.44571,-83.37878
Australian National Recoveries Pty Ltd,14.560736,121.016512,,null,null,,14.560736,121.016512
Capella Capital,-23.08593,148.02206,,null,null,,-23.08593,148.02206
Radium Capital,32.481631,-106.907858,,null,null,,32.481631,-106.907858
Atlas Wealth Management,42.91861,-83.513812,,null,null,,42.91861,-83.513812
Riskinfo,null,null,,null,null,,null,null
Spenda,53.557416,9.970638,,null,null,,53.557416,9.970638
FIRSTavenue,null,null,,null,null,,null,null
ROYAL Financial Trading,42.505444,-83.146054,,null,null,,42.505444,-83.146054
HashChing,null,null,,null,null,,null,null
Bluestone APAC,1.97556,32.53861,,null,null,,1.97556,32.53861
86 400,18.664254,-91.808037,,null,null,,18.664254,-91.808037
OFX,null,null,,null,null,,null,null
AHR Private Wealth,45.425733,-75.628803,,null,null,,45.425733,-75.628803
RFi Group,40.825345,16.418565,,null,null,,40.825345,16.418565
Financial Planning Association of Australia,12.29012,76.639085,,null,null,,12.29012,76.639085
QSuper Group,24.76667,124,,null,null,,24.76667,124
Currenex,null,null,,null,null,,null,null
Cbus Super Fund,null,null,,null,null,,null,null
Latitude Financial Services,null,null,,null,null,,null,null
Monevo,null,null,,null,null,,null,null
Octet,48.980314,2.280343,,null,null,,48.980314,2.280343
Pharmaceutical Research Associates Pty Limited,22.710974,75.874599,,null,null,,22.710974,75.874599
Morrows Pty Ltd,null,null,,null,null,,null,null
Bizcap - Small Business Lending,35.488602,-120.669597,,null,null,,35.488602,-120.669597
MTAA Super,31.33113,-8.29907,,null,null,,31.33113,-8.29907
Sefa (Social Enterprise Finance Australia),-34.851131,-58.445302,,null,null,,-34.851131,-58.445302
AMP Bank Limited,28.215082,84.015764,,null,null,,28.215082,84.015764
Nissan Financial Services Australia Pty Ltd,-34.947199,138.65156,,null,null,,-34.947199,138.65156
Barwon Investment Partners,35.945989,-84.159574,,null,null,,35.945989,-84.159574
Dr Finance Specialist,null,null,,null,null,,null,null
National Mortgage Brokers,null,null,,null,null,,null,null
Zella,28.56304,-98.79308,,-37.803425,145.01105,,-37.803425,145.01105
Loandesk,null,null,,-33.84907,151.13834,,-33.84907,151.13834
The Portland House Group Pty. Ltd.,null,null,,null,null,,null,null
Keystart,null,null,,null,null,,null,null
Australian Executor Trustees Limited,null,null,,null,null,,null,null
The Hopkins Group (Australia),16.932122,121.387948,,null,null,,16.932122,121.387948
Allianz Retire+,null,null,,null,null,,null,null
Balmain NB Commercial Mortgages Ltd,-33.859213,151.181732,,null,null,,-33.859213,151.181732
Credabl,null,null,,null,null,,null,null
United Financial Services,33.916772,-117.568752,,null,null,,33.916772,-117.568752
First Rung,51.645671,-0.046358,,-33.84907,151.13834,,-33.84907,151.13834
Lygon,-37.777787,144.970777,,null,null,,-37.777787,144.970777
National Stock Exchange of Australia,28.66047,77.07733,,null,null,,28.66047,77.07733
Fundsquire,null,null,,null,null,,null,null
Catholic Super,-38.141683,144.357275,,null,null,,-38.141683,144.357275
Tanggram,null,null,,null,null,,null,null
Cardtronics Australasia,27.444967,-82.575746,,null,null,,27.444967,-82.575746
KOSEC - Kodari Securities,46.25377,13.63508,,null,null,,46.25377,13.63508
Look Who's Charging,null,null,,null,null,,null,null
Lincoln Indicators,40.8,-96.66696,,null,null,,40.8,-96.66696
Edstart,null,null,,null,null,,null,null
AccessPay Pty Ltd,-38.094211,144.368721,,null,null,,-38.094211,144.368721
Emerald Partners,47.673455,-122.331537,,null,null,,47.673455,-122.331537
Advice Lab,53.399384,-2.925028,,null,null,,53.399384,-2.925028
Mitrade Global Pty Ltd,null,null,,null,null,,null,null
etika,62.010067,-6.770617,,null,null,,62.010067,-6.770617
Tomorrow Finance,36.161428,-86.838361,,-33.84907,151.13834,,-33.84907,151.13834
MSA National,14.698543,120.995192,,null,null,,14.698543,120.995192
Xceptor,null,null,,null,null,,null,null
First State Super,-38.149632,144.359256,,null,null,,-38.149632,144.359256
Sable International - Professional services,null,null,,null,null,,null,null
BPAY,12.936331,100.891734,,null,null,,12.936331,100.891734
John Laing,13.9,120.91667,,null,null,,13.9,120.91667
Yellow Brick Road,41.140498,-74.064313,,null,null,,41.140498,-74.064313
XY Adviser,35.016881,33.745385,,null,null,,35.016881,33.745385
First Class Accounts,null,null,,null,null,,null,null
Morgans Financial Limited,51.519564,-0.085869,,null,null,,51.519564,-0.085869
Raiz Invest,null,null,,null,null,,null,null
AustralianSuper,null,null,,null,null,,null,null
TORA,29.938962,31.307228,,null,null,,29.938962,31.307228
Resource Capital Funds,48.492532,-123.416356,,null,null,,48.492532,-123.416356
"Quantifi, Inc.",1.279818,103.849155,,null,null,,1.279818,103.849155
CMC Markets,null,null,,null,null,,null,null
Australian Prudential Regulation Authority,-33.867888,151.20824,,null,null,,-33.867888,151.20824
Finantix,null,null,,null,null,,null,null
FXCM,null,null,,null,null,,null,null
Mortgage Choice,-37.842013,144.93959,,null,null,,-37.842013,144.93959
Ord Minnett,41.603984,-98.92873,,null,null,,41.603984,-98.92873
Värde Partners,55.626731,8.478043,,null,null,,55.626731,8.478043
IG,null,null,,null,null,,null,null
Muzinich & Co,null,null,,null,null,,null,null
Burford Capital,43.10292,-80.42869,,null,null,,43.10292,-80.42869
Vanguard Australia,-23.992438,134.050443,,null,null,,-23.992438,134.050443
DOCOMO Digital,36.506564,137.804703,,null,null,,36.506564,137.804703
Sunsuper,null,null,,null,null,,null,null
Cambridge Global Payments,52.209881,0.121971,,null,null,,52.209881,0.121971
Link Group (LNK),null,null,,null,null,,null,null
BT,null,null,,null,null,,null,null
Market Eye,40.633493,22.945106,,null,null,,40.633493,22.945106
MyOE,20.077326,94.473764,,null,null,,20.077326,94.473764
"One Investment Group, Australia",55.037623,82.933495,,null,null,,55.037623,82.933495
Fortnum Private Wealth,null,null,,null,null,,null,null
Cutcher & Neale,51.414934,0.187889,,null,null,,51.414934,0.187889
ADS.finance,null,null,,null,null,,null,null
Spark Financial Group,null,null,,null,null,,null,null
Spring Financial Group,null,null,,-27.470026,153.02298,,-27.470026,153.02298
INSIDE EDGE - Novated Know How,null,null,,null,null,,null,null
Union Standard International Group Pty Ltd.,48.601199,-93.408584,,null,null,,48.601199,-93.408584
Global Prime,24.978531,55.210387,,null,null,,24.978531,55.210387
Coal LSL,41.284277,-88.282647,,null,null,,41.284277,-88.282647
Jacaranda Finance,-27.471801,153.004077,,null,null,,-27.471801,153.004077
Sempo,null,null,,null,null,,null,null
Goals Based Advice Podcast,null,null,,null,null,,null,null
Remunerator - Novated Leasing & Salary Packaging,39.633515,-104.909764,,null,null,,39.633515,-104.909764
Conrad Capital Group,55.597442,12.170379,,null,null,,55.597442,12.170379
Future Assist,23.6527,57.59926,,null,null,,23.6527,57.59926
Worksorted,null,null,,null,null,,null,null
Seamless SMSF,-34.933096,138.600677,,null,null,,-34.933096,138.600677
Ironbridge Capital,52.62795,-2.48465,,-33.84907,151.13834,,-33.84907,151.13834
Credit One Finance,46.801099,7.151726,,null,null,,46.801099,7.151726
Elantis Premium Funding,null,null,,null,null,,null,null
Westpac Group Alumni,null,null,,null,null,,null,null
Lumiant Pty Ltd,null,null,,null,null,,null,null
Taurus Funds Management Pty Ltd,null,null,,-33.84907,151.13834,,-33.84907,151.13834
Wefund,null,null,,null,null,,null,null
Hewison Private Wealth,51.532181,-0.026777,,null,null,,51.532181,-0.026777
Easy Crypto,49.256657,4.034014,,null,null,,49.256657,4.034014
HoustonKemp,null,null,,null,null,,null,null
XM,null,null,,null,null,,null,null
Computershare,53.966583,-2.038885,,null,null,,53.966583,-2.038885
Tyro Payments,null,null,,null,null,,null,null
QuickFee,null,null,,null,null,,null,null
Nayax,null,null,,null,null,,null,null
Ethoca,null,null,,null,null,,null,null
Findex,-37.815264,144.957571,,null,null,,-37.815264,144.957571
Bank of Queensland,-37.835759,144.961696,,null,null,,-37.835759,144.961696
RIMES Technologies,28.65003,77.23144,,null,null,,28.65003,77.23144
Fenergo,null,null,,null,null,,null,null
BankVic,null,null,,null,null,,null,null
AFG Australian Finance Group,53.786935,-1.75908,,null,null,,53.786935,-1.75908
Centuria Capital Limited,-31.517978,-68.544108,,null,null,,-31.517978,-68.544108
The Inside Network,30.284814,-97.736338,,null,null,,30.284814,-97.736338
ANZ bluenotes,8.71246,-64.193859,,null,null,,8.71246,-64.193859
Financial Standard,40.706844,-74.011606,,null,null,,40.706844,-74.011606
eftpos Payments Australia,-33.868015,151.204998,,null,null,,-33.868015,151.204998
IVCM,null,null,,null,null,,null,null
Pacific Current Group,36.61774,-121.91662,,null,null,,36.61774,-121.91662
Netwealth - See Wealth Differently (ASX:NWL),null,null,,null,null,,null,null
OANDA,null,null,,null,null,,null,null
TransferWise,null,null,,null,null,,null,null
Macquarie Group,-33.02483,151.508087,,null,null,,-33.02483,151.508087
ISS | Institutional Shareholder Services,null,null,,null,null,,null,null
WEX,null,null,,null,null,,null,null
Braintree,null,null,,null,null,,null,null
Rothschild & Co,51.51241,-0.08911,,null,null,,51.51241,-0.08911
"Glass, Lewis & Co.",51.520561,-0.153097,,null,null,,51.520561,-0.153097
Quantitative Brokers,36.885979,-76.295234,,null,null,,36.885979,-76.295234
Q2,null,null,,null,null,,null,null
Petra Capital Pty Ltd,-32.890336,-68.841,,null,null,,-32.890336,-68.841
FMD Financial - Expert financial advisers,null,null,,null,null,,null,null
Zip Business,5.02208,-74.00481,,null,null,,5.02208,-74.00481
Zurich Life & Investments - Australia,51.51292,-0.088812,,null,null,,51.51292,-0.088812
Bartlett Group Ltd,null,null,,null,null,,null,null
Credit Union SA,42.15027,-77.05883,,null,null,,42.15027,-77.05883
OM Financial Limited,17.69842,98.35433,,null,null,,17.69842,98.35433
Esanda,3.8,10.65,,null,null,,3.8,10.65
TMGM - TradeMax Global Markets,null,null,,null,null,,null,null
N1 Holdings | SME Lender | Project Financing | Property-backed Lending Fund | Trustee & Custodian,3.049697,30.917802,,null,null,,3.049697,30.917802
Valiant Finance,null,null,,null,null,,null,null
Resimac,null,null,,null,null,,null,null
Oncore // Contractor Payment Solutions,null,null,,null,null,,null,null
Smartline Personal Mortgage Advisers,null,null,,null,null,,null,null
Finstro - Business Cash Flow Solutions,60.26667,19.93333,,null,null,,60.26667,19.93333
mozo.com.au,null,null,,null,null,,null,null
Douugh,null,null,,null,null,,null,null
Barteos,null,null,,null,null,,null,null
Willis Towers Watson Australia,-35.215334,149.183121,,null,null,,-35.215334,149.183121
Qualitas Group,null,null,,null,null,,null,null
Custom Fleet,42.359045,-71.053567,,null,null,,42.359045,-71.053567
Southeastern Asset Management,45.410614,-122.72175,,null,null,,45.410614,-122.72175
Athena Home Loans,8.504026,76.959778,,null,null,,8.504026,76.959778
Crestone Wealth Management,37.995227,-105.696824,,null,null,,37.995227,-105.696824
SilverChef,null,null,,null,null,,null,null
Azimut Group,24.76667,124,,null,null,,24.76667,124
HiFX,null,null,,null,null,,null,null
Australian Institute of Superannuation Trustees,null,null,,null,null,,null,null
Bank First,42.435802,-96.36368,,null,null,,42.435802,-96.36368
SocietyOne,null,null,,null,null,,null,null
Miles Advisory Partners,null,null,,null,null,,null,null
GLAS,40.948379,-81.475668,,null,null,,40.948379,-81.475668
IMF Bentham Limited,null,null,,null,null,,null,null
NGS Super,12.574752,-70.034363,,null,null,,12.574752,-70.034363
Hay,-34.509522,144.843538,,null,null,,-34.509522,144.843538
MKS (SWITZERLAND) SA,46.730219,7.509687,,null,null,,46.730219,7.509687
Industry Fund Services,null,null,,null,null,,null,null
BOQ Finance,-21.816762,-61.209021,,null,null,,-21.816762,-61.209021
She's on the Money,41.715372,-81.353677,,-37.803425,145.01105,,-37.803425,145.01105
Australian Catholic Superannuation,null,null,,null,null,,null,null
Recreo,-29.28184,-65.06096,,null,null,,-29.28184,-65.06096
OTHERA,9.343724,76.620806,,-33.84907,151.13834,,-33.84907,151.13834
EISS Super,48.246225,16.433211,,null,null,,48.246225,16.433211
Cointree,null,null,,null,null,,null,null
Stanford Brown,38.787352,-121.251615,,null,null,,38.787352,-121.251615
Rochford Capital,10.486633,-66.982247,,null,null,,10.486633,-66.982247
RMA Australia,null,null,,null,null,,null,null
Hantec Markets Australia,-32.055947,115.749496,,null,null,,-32.055947,115.749496
Bernie Lewis Home Loans,null,null,,null,null,,null,null
Incolink,null,null,,null,null,,null,null
Access Analytic,null,null,,null,null,,null,null
Spitfire Corporation Limited,13.159403,74.801994,,null,null,,13.159403,74.801994
Better Mortgage Management Pty Ltd,null,null,,null,null,,null,null
recoveriescorp,null,null,,null,null,,null,null
Bridges Financial Services,33.916772,-117.568752,,null,null,,33.916772,-117.568752
Atlantic Partners Asia,null,null,,null,null,,null,null
Zipmex,null,null,,null,null,,null,null
Hubbe,49.801492,9.004243,,null,null,,49.801492,9.004243
Perpetual NFP and Philanthropy,-35.284884,149.117716,,null,null,,-35.284884,149.117716
Defence Health Ltd,null,null,,null,null,,null,null
Moula,11.4547,16.1952,,null,null,,11.4547,16.1952
VicSuper,-38.146424,144.361469,,null,null,,-38.146424,144.361469
Spaceship,28.375269,-81.549395,,null,null,,28.375269,-81.549395
Capify Australia,-23.992438,134.050443,,null,null,,-23.992438,134.050443
BMW Group Financial Services Australia,51.292153,-0.800817,,null,null,,51.292153,-0.800817
Queensland Treasury Corporation,null,null,,null,null,,null,null
People's Choice Credit Union,43.408206,-70.742814,,null,null,,43.408206,-70.742814
Slyp,-28.430199,24.800092,,null,null,,-28.430199,24.800092
Link Market Services,null,null,,null,null,,null,null
SMSF Association,null,null,,null,null,,null,null
BourkeHood,null,null,,null,null,,null,null
Colonial First State,38.978849,-75.46014,,null,null,,38.978849,-75.46014
Marquette Partners,46.548373,-87.3951,,null,null,,46.548373,-87.3951
Praemium,null,null,,null,null,,null,null
Omni Bridgeway,37.432326,-96.76878,,null,null,,37.432326,-96.76878
"Phillips & Cohen Associates, Ltd.",null,null,,null,null,,null,null
"GPS Capital Markets, Inc.",null,null,,null,null,,null,null
Zurich Financial Services Australia,null,null,,null,null,,null,null
Financial Services Council,null,null,,null,null,,null,null
Plenary Group,-37.825137,144.953108,,null,null,,-37.825137,144.953108
Eclipx Group,37.872661,-122.273292,,null,null,,37.872661,-122.273292
Compliance & Risk Management Recruitment P/L,14.539389,121.011525,,null,null,,14.539389,121.011525
FP Markets (First Prudential Markets),null,null,,null,null,,null,null
BetaShares ETFs,null,null,,null,null,,null,null
Edison Group,40.51872,-74.4121,,null,null,,40.51872,-74.4121
GO Markets,10.840754,106.660342,,null,null,,10.840754,106.660342
x15ventures,null,null,,null,null,,null,null
Lendi,null,null,,null,null,,null,null
BrickX,null,null,,null,null,,null,null
Morris Finance,null,null,,null,null,,null,null
PayitLater,null,null,,null,null,,null,null
Centric Wealth,42.955888,-85.64508,,null,null,,42.955888,-85.64508
Banjo - Business Loans,null,null,,null,null,,null,null
mx51,null,null,,null,null,,null,null
Underhill consulting,44.538655,-72.886126,,null,null,,44.538655,-72.886126
loans.com.au,null,null,,null,null,,null,null
Altus Financial,34.65114,-99.322294,,null,null,,34.65114,-99.322294
Sustainable Australia Fund,43.452061,-80.492691,,null,null,,43.452061,-80.492691
Moneysoft AU,null,null,,null,null,,null,null
Bell Direct,33.966371,-118.155316,,null,null,,33.966371,-118.155316
Clean Energy Finance Corporation,40.449201,-3.467762,,null,null,,40.449201,-3.467762
HESTA,-22.19586,119.02897,,null,null,,-22.19586,119.02897
illion,53.466073,-9.670759,,null,null,,53.466073,-9.670759
Aussie Digital,51.310008,6.387894,,null,null,,51.310008,6.387894
Octopus Investments,51.237628,6.047279,,null,null,,51.237628,6.047279
Calder Associates,30.098955,-94.130738,,null,null,,30.098955,-94.130738
Aussie,-27.677423,152.903325,,null,null,,-27.677423,152.903325
La Trobe Financial,40.706844,-74.011606,,null,null,,40.706844,-74.011606
Indigenous Business Australia,10.828921,122.250256,,null,null,,10.828921,122.250256
CloudBanking,null,null,,null,null,,null,null
RFC Ambrian Limited,null,null,,null,null,,null,null
The Industry Spread,null,null,,null,null,,null,null
Express Lending,11.773366,124.882305,,null,null,,11.773366,124.882305
Send,51.28875,-0.52666,,null,null,,51.28875,-0.52666
Spark Plus,41.147608,-81.348314,,null,null,,41.147608,-81.348314
Distinct Financial,40.706844,-74.011606,,-37.803425,145.01105,,-37.803425,145.01105
Sniip,null,null,,null,null,,null,null
Catalyst Group,51.449722,5.496365,,null,null,,51.449722,5.496365
First Mortgage Services,54.595275,-5.866624,,null,null,,54.595275,-5.866624
Salter Brothers,39.905839,-79.005849,,null,null,,39.905839,-79.005849
Plenti,40.41213,-3.69661,,null,null,,40.41213,-3.69661
CAFBA,47.219556,7.199953,,null,null,,47.219556,7.199953
Cassini Systems,null,null,,null,null,,null,null
MVision Private Equity Advisers,45.425733,-75.628803,,null,null,,45.425733,-75.628803
Count Financial,45.261806,-122.696315,,null,null,,45.261806,-122.696315
Mainstream,44.9695,-69.50699,,null,null,,44.9695,-69.50699
JANA Investment Advisers,45.110938,15.5867,,null,null,,45.110938,15.5867
LGIAsuper,null,null,,null,null,,null,null
Uganda Development Bank,27.707279,85.31772,,null,null,,27.707279,85.31772
City Index,null,null,,null,null,,null,null
Emerging Payments Association Asia,null,null,,null,null,,null,null
Maia Financial,41.23421,-8.617247,,null,null,,41.23421,-8.617247
Superhero,-6.910922,107.630562,,null,null,,-6.910922,107.630562
eChoice,null,null,,null,null,,null,null
Ledge Finance Ltd,26.896996,75.739053,,null,null,,26.896996,75.739053
Argonaut,33.165905,-107.70059,,null,null,,33.165905,-107.70059
Mutual Trust Pty Ltd,40.23674,-79.49754,,null,null,,40.23674,-79.49754
Alex,null,null,,null,null,,null,null
E.L. & C. Baillieu Limited,47.49265,8.8668,,null,null,,47.49265,8.8668
NAB Broker,47.545293,7.950892,,null,null,,47.545293,7.950892
Ruby Connection,-26.614215,152.971462,,null,null,,-26.614215,152.971462
Epoch Capital,4.197923,101.258592,,null,null,,4.197923,101.258592
