Name,Address_0,Latitude_0,Longitude_0,place_id,,,,Address_0,Latitude_0,Longitude_0,,C_A,C_T,C_G
Kyriacou Architects,null,null,null,null,,,,"Level 3, 351-357 Elizabeth Street, Melbourne, Victoria, 3000, AU",-37.803425,145.01105,,"Level 3, 351-357 Elizabeth Street, Melbourne, Victoria, 3000, AU",-37.803425,145.01105
Taylor Brammer Landscape Architects,null,null,null,null,,,,null,null,null,,null,null,null
T-A SQUARE,null,null,null,null,,,,"8 Shelley Street, Richmond, Victoria, 3121, AU",-37.803425,145.01105,,"8 Shelley Street, Richmond, Victoria, 3121, AU",-37.803425,145.01105
Dreamscapes Architects Pty Ltd,null,null,null,null,,,,null,null,null,,null,null,null
STAFFORD Architecture,null,null,null,null,,,,null,null,null,,null,null,null
B Planned & Surveyed Pty Ltd,null,null,null,null,,,,null,null,null,,null,null,null
Sam Crawford Architects,null,null,null,null,,,,"2, Newtown, New South Wales, 2042, AU",-33.84907,151.13834,,"2, Newtown, New South Wales, 2042, AU",-33.84907,151.13834
Roxby Architects,null,null,null,null,,,,"1/20 Jersey Street, Perth, WA, 6014, AU",-31.939821,115.8162,,"1/20 Jersey Street, Perth, WA, 6014, AU",-31.939821,115.8162
MARTIN FRIEDRICH ARCHITECTS,null,null,null,null,,,,"150A Barkly Street, Saint Kilda, Victoria, 3182, AU",-37.803425,145.01105,,"150A Barkly Street, Saint Kilda, Victoria, 3182, AU",-37.803425,145.01105
ArtMade Architects,null,null,null,null,,,,null,null,null,,null,null,null
PIE Solutions,null,null,null,null,,,,"60 Brandl St, Brisbane, Queensland, 4113, AU",-27.47126,153.01831,,"60 Brandl St, Brisbane, Queensland, 4113, AU",-27.47126,153.01831
Progressive Office Furniture,null,null,null,null,,,,"3/124 Canterbury Road, Kilsyth, Victoria, 3137, AU",-37.803425,145.01105,,"3/124 Canterbury Road, Kilsyth, Victoria, 3137, AU",-37.803425,145.01105
Cox Architecture,null,null,null,null,,,,null,null,null,,null,null,null
dwp | design worldwide partnership,null,null,null,null,,,,null,null,null,,null,null,null
Architectus,null,null,null,null,,,,null,null,null,,null,null,null
Architecture BVN,null,null,null,null,,,,null,null,null,,null,null,null
Plus Architecture Pty Ltd,null,null,null,null,,,,null,null,null,,null,null,null
Elenberg Fraser,null,null,null,null,,,,null,null,null,,null,null,null
Bates Smart,null,null,null,null,,,,null,null,null,,null,null,null
Australian Institute of Architects,null,null,null,null,,,,null,null,null,,null,null,null
Interior Design & Decorating - Elle Decoration,null,null,null,null,,,,null,null,null,,null,null,null
Gray Puksand,null,null,null,null,,,,null,null,null,,null,null,null
Council on Tall Buildings and Urban Habitat (CTBUH) - Australia Chapter,null,null,null,null,,,,null,null,null,,null,null,null
Glossop Town Planning,null,null,null,null,,,,null,null,null,,null,null,null
R ARCHITECTURE,null,null,null,null,,,,null,null,null,,null,null,null
Shifting Media,null,null,null,null,,,,null,null,null,,null,null,null
Certified Energy,null,null,null,null,,,,null,null,null,,null,null,null
Merit Interiors,null,null,null,null,,,,null,null,null,,null,null,null
Decibel Architecture,null,null,null,null,,,,null,null,null,,null,null,null
Calderflower,null,null,null,null,,,,"Level 2, 140 Myrtle Sreet, Chippendale, NSW, 2008, AU",-33.84907,151.13834,,"Level 2, 140 Myrtle Sreet, Chippendale, NSW, 2008, AU",-33.84907,151.13834
AriiSmits - Corporate Interior Design,null,null,null,null,,,,"Level 31, 76 Eagle Street, Brisbane, QLD, 4000, AU",-27.47126,153.01831,,"Level 31, 76 Eagle Street, Brisbane, QLD, 4000, AU",-27.47126,153.01831
Mayoh Architects,null,null,null,null,,,,null,null,null,,null,null,null
Sync Design Pty Ltd,null,null,null,null,,,,"294 Rathdowne Street, Carlton North, VIC, 3054, AU",-37.803425,145.01105,,"294 Rathdowne Street, Carlton North, VIC, 3054, AU",-37.803425,145.01105
LUNANCE,null,null,null,null,,,,"137 Reservoir street, Surry Hills, NSW, 2010, AU",-33.84907,151.13834,,"137 Reservoir street, Surry Hills, NSW, 2010, AU",-33.84907,151.13834
Loucas Zahos Architects,null,null,null,null,,,,"L34, 345 Queen St, Brisbane, QLD, 4000, AU",-27.47126,153.01831,,"L34, 345 Queen St, Brisbane, QLD, 4000, AU",-27.47126,153.01831
Silvester Fuller,null,null,null,null,,,,"12 Little Riley St, Surry Hills, New South Wales, 2010, AU",-33.84907,151.13834,,"12 Little Riley St, Surry Hills, New South Wales, 2010, AU",-33.84907,151.13834
Seedesign Studio,null,null,null,null,,,,null,null,null,,null,null,null
Norrsken Ko.,null,null,null,null,,,,"204/166 Glebe Point Rd, Glebe, New South Wales, 2037, AU",-33.84907,151.13834,,"204/166 Glebe Point Rd, Glebe, New South Wales, 2037, AU",-33.84907,151.13834
integrated Planning and Design (iPD),null,null,null,null,,,,null,null,null,,null,null,null
m3architecture,null,null,null,null,,,,null,null,null,,null,null,null
Agreena Design,null,null,null,null,,,,null,null,null,,null,null,null
Nemco Design,null,null,null,null,,,,null,null,null,,null,null,null
Architects Nicholas + Associates,null,null,null,null,,,,"6/1 Mary's Place, Surry Hills, NSW, 2010, AU",-33.84907,151.13834,,"6/1 Mary's Place, Surry Hills, NSW, 2010, AU",-33.84907,151.13834
MOAA - Architecture & Interior Design,null,null,null,null,,,,null,null,null,,null,null,null
ABM Architects,null,null,null,null,,,,null,null,null,,null,null,null
Realserve Pty Ltd,null,null,null,null,,,,null,null,null,,null,null,null
HODGKISON,null,null,null,null,,,,null,null,null,,null,null,null
Property Projects Australia,null,null,null,null,,,,null,null,null,,null,null,null
Candalepas Associates,null,null,null,null,,,,"309 Sussex St, Sydney, New South Wales, 2000, AU",-33.84907,151.13834,,"309 Sussex St, Sydney, New South Wales, 2000, AU",-33.84907,151.13834
McIldowie Partners Architects,null,null,null,null,,,,null,null,null,,null,null,null
NSW Architects Registration Board,null,null,null,null,,,,null,null,null,,null,null,null
Novum,null,null,null,null,,,,null,null,null,,null,null,null
Tim Stewart Architects,null,null,null,null,,,,"110 Gotha St, Fortitude Valley, Queensland, 4006, AU",-27.47126,153.01831,,"110 Gotha St, Fortitude Valley, Queensland, 4006, AU",-27.47126,153.01831
Sibling Architecture,null,null,null,null,,,,"Level 04 / 252 Swanston St, Melbourne, Victoria, 3000, AU",-37.803425,145.01105,,"Level 04 / 252 Swanston St, Melbourne, Victoria, 3000, AU",-37.803425,145.01105
WOWOWA Architecture,null,null,null,null,,,,null,null,null,,null,null,null
Nordon Jago Architects,null,null,null,null,,,,null,null,null,,null,null,null
KPA Architects,null,null,null,null,,,,null,null,null,,null,null,null
BowerBird,null,null,null,null,,,,null,null,null,,null,null,null
David HIcks Design,null,null,null,null,,,,"P.O.Box 6110 Chapel Street North, South Yarra, Victoria, 3141, AU",-37.803425,145.01105,,"P.O.Box 6110 Chapel Street North, South Yarra, Victoria, 3141, AU",-37.803425,145.01105
Design Matters National,null,null,null,null,,,,null,null,null,,null,null,null
The NRA Collaborative,null,null,null,null,,,,null,null,null,,null,null,null
Crosier Scott Architects,null,null,null,null,,,,null,null,null,,null,null,null
Design by Tradelink,null,null,null,null,,,,null,null,null,,null,null,null
Brown Falconer,null,null,null,null,,,,null,null,null,,null,null,null
Wurkspace7 Corporate Transformations,null,null,null,null,,,,null,null,null,,null,null,null
Hunt Architects,null,null,null,null,,,,null,null,null,,null,null,null
JCA Land Consultants,null,null,null,null,,,,null,null,null,,null,null,null
Evoke Projects,null,null,null,null,,,,null,null,null,,null,null,null
URPS,null,null,null,null,,,,null,null,null,,null,null,null
EJE Architecture,null,null,null,null,,,,null,null,null,,null,null,null
BRM,null,null,null,null,,,,null,null,null,,null,null,null
Tenders Consulting Ltd.,null,null,null,null,,,,"Artarmon, Sydney, null, null, AU",-33.84907,151.13834,,"Artarmon, Sydney, null, null, AU",-33.84907,151.13834
Ethos Urban,null,null,null,null,,,,null,null,null,,null,null,null
DesignInc Sydney,null,null,null,null,,,,null,null,null,,null,null,null
Lyons,null,null,null,null,,,,null,null,null,,null,null,null
"PORCELANOSA GRUPO Kitchens, Bathrooms, Wardrobes",null,null,null,null,,,,null,null,null,,null,null,null
Watson Young Architects,null,null,null,null,,,,null,null,null,,null,null,null
Rothelowman,null,null,null,null,,,,null,null,null,,null,null,null
"Koichi Takada Architects, Sydney Australia",null,null,null,null,,,,null,null,null,,null,null,null
fjmt studio,null,null,null,null,,,,null,null,null,,null,null,null
i2C Architects,null,null,null,null,,,,null,null,null,,null,null,null
Scott Carver,null,null,null,null,,,,null,null,null,,null,null,null
With_Architecture Studio,null,null,null,null,,,,null,null,null,,null,null,null
RBA Architects and Conservation Consultants,null,null,null,null,,,,null,null,null,,null,null,null
Moull Murray Architects,null,null,null,null,,,,"Bay Street, Melbourne, VIC, 3186, AU",-37.803425,145.01105,,"Bay Street, Melbourne, VIC, 3186, AU",-37.803425,145.01105
Bateman Architects,null,null,null,null,,,,null,null,null,,null,null,null
Slavin Architects,null,null,null,null,,,,null,null,null,,null,null,null
Sims White Architects,null,null,null,null,,,,null,null,null,,null,null,null
ODO,null,null,null,null,,,,null,null,null,,null,null,null
Towill Design,null,null,null,null,,,,null,null,null,,null,null,null
LARKI,null,null,null,null,,,,null,null,null,,null,null,null
Integrated Architectural Solutions,null,null,null,null,,,,"3A1, OPL Building, 100 C. Palanca St, Legaspi Village, Makati City, 1229, PH",14.519008,121.01118,,"3A1, OPL Building, 100 C. Palanca St, Legaspi Village, Makati City, 1229, PH",14.519008,121.01118
Edmiston Jones,null,null,null,null,,,,null,null,null,,null,null,null
The Labs,null,null,null,null,,,,null,null,null,,null,null,null
PJ Burns Builder pty ltd,null,null,null,null,,,,"Unit 15/21 Nicklin Way, Minyama, QLD, 4575, AU",-26.700788,153.1243,,"Unit 15/21 Nicklin Way, Minyama, QLD, 4575, AU",-26.700788,153.1243
Cadonia,null,null,null,null,,,,null,null,null,,null,null,null
Raunik Design Group Architects,null,null,null,null,,,,"44 Ashmore Rd, Bundall, Queensland, 4217, AU",-27.994457,153.40938,,"44 Ashmore Rd, Bundall, Queensland, 4217, AU",-27.994457,153.40938
Williams Ross Architects,null,null,null,null,,,,null,null,null,,null,null,null
HPC Urban,null,null,null,null,,,,null,null,null,,null,null,null
MD&A Architects,null,null,null,null,,,,"56 Euston Road, Sydney, NSW, 2015, AU",-33.84907,151.13834,,"56 Euston Road, Sydney, NSW, 2015, AU",-33.84907,151.13834
Kennedy Associates Architects,null,null,null,null,,,,null,null,null,,null,null,null
Thexton Smith,null,null,null,null,,,,null,null,null,,null,null,null
Terren,null,null,null,null,,,,null,null,null,,null,null,null
KruseGolf - course architects,null,null,null,null,,,,"1, Sydney, null, null, AU",-33.84907,151.13834,,"1, Sydney, null, null, AU",-33.84907,151.13834
EIW Architects,null,null,null,null,,,,null,null,null,,null,null,null
Myles Baldwin Design,null,null,null,null,,,,"6-8 Maddison Lane, Redfern, NSW, 2016, AU",-33.84907,151.13834,,"6-8 Maddison Lane, Redfern, NSW, 2016, AU",-33.84907,151.13834
ORO design & architecture,null,null,null,null,,,,"20-28 Maddox St, Alexandria, New South Wales, 2015, AU",-33.84907,151.13834,,"20-28 Maddox St, Alexandria, New South Wales, 2015, AU",-33.84907,151.13834
Asco Group,null,null,null,null,,,,null,null,null,,null,null,null
tristanpeirce Landscape Architecture,null,null,null,null,,,,null,null,null,,null,null,null
Architecture Matters Pty Ltd,null,null,null,null,,,,null,null,null,,null,null,null
SMI National,null,null,null,null,,,,null,null,null,,null,null,null
lahznimmo architects,null,null,null,null,,,,"Suite 404, Flourmill Studios, Newtown, Sydney, NSW, 2042, AU",-33.84907,151.13834,,"Suite 404, Flourmill Studios, Newtown, Sydney, NSW, 2042, AU",-33.84907,151.13834
Ascot Commercial Group,null,null,null,null,,,,null,null,null,,null,null,null
Reddog Architects,null,null,null,null,,,,"6 Prospect Street, Fortitude Valley, Queensland, 4006, AU",-27.47126,153.01831,,"6 Prospect Street, Fortitude Valley, Queensland, 4006, AU",-27.47126,153.01831
Echelon Planning Pty Ltd,null,null,null,null,,,,null,null,null,,null,null,null
Konzepte,null,null,null,null,,,,null,null,null,,null,null,null
Global Wind Technology Services,null,null,null,null,,,,"505, 434 St. Kilda Road, Melbourne, Victoria, 3004, AU",-37.803425,145.01105,,"505, 434 St. Kilda Road, Melbourne, Victoria, 3004, AU",-37.803425,145.01105
CHRISTOU Design Group,null,null,null,null,,,,"33 Spencer Place, Richmond, Victoria, 3121, AU",-37.803425,145.01105,,"33 Spencer Place, Richmond, Victoria, 3121, AU",-37.803425,145.01105
GCCV,null,null,null,null,,,,null,null,null,,null,null,null
Urbanism,null,null,null,null,,,,null,null,null,,null,null,null
PELLE Architects,null,null,null,null,,,,null,null,null,,null,null,null
Archilux,null,null,null,null,,,,"Level 1 433 Logan Road, Stones Corner, Queensland, 4120, AU",-27.47126,153.01831,,"Level 1 433 Logan Road, Stones Corner, Queensland, 4120, AU",-27.47126,153.01831
Rob Mills Architecture & Interiors,null,null,null,null,,,,null,null,null,,null,null,null
Ridley,null,null,null,null,,,,null,null,null,,null,null,null
PBD Architects,null,null,null,null,,,,null,null,null,,null,null,null
Architecture & Design (Australia),null,null,null,null,,,,null,null,null,,null,null,null
Springfield City Group,null,null,null,null,,,,null,null,null,,null,null,null
Hillam Architects,null,null,null,null,,,,null,null,null,,null,null,null
Arney Fender Katsalidis,null,null,null,null,,,,null,null,null,,null,null,null
S2F,null,null,null,null,,,,null,null,null,,null,null,null
JEB Group,null,null,null,null,,,,null,null,null,,null,null,null
Molonglo,null,null,null,null,,,,null,null,null,,null,null,null
Spectrum Floors (Aust) Pty. Ltd.,null,null,null,null,,,,null,null,null,,null,null,null
CADWAY,null,null,null,null,,,,"Level 5 123 Epping Road, Macquarie Park, New South Wales, 2113, AU",-33.84907,151.13834,,"Level 5 123 Epping Road, Macquarie Park, New South Wales, 2113, AU",-33.84907,151.13834
TONIC Architecture + Design,null,null,null,null,,,,null,null,null,,null,null,null
Town Planning Group,null,null,null,null,,,,null,null,null,,null,null,null
HPI - Health Projects International,null,null,null,null,,,,null,null,null,,null,null,null
Contreras Earl Architecture,null,null,null,null,,,,null,null,null,,null,null,null
Planning Solutions,null,null,null,null,,,,null,null,null,,null,null,null
City Collective,null,null,null,null,,,,null,null,null,,null,null,null
CLOUSTON Associates,null,null,null,null,,,,null,null,null,,null,null,null
ELK Designs,null,null,null,null,,,,null,null,null,,null,null,null
CrowdSpot,null,null,null,null,,,,null,null,null,,null,null,null
Kirby Architects,null,null,null,null,,,,null,null,null,,null,null,null
Council Approval Group (previously Council Approval Experts),null,null,null,null,,,,null,null,null,,null,null,null
Figgis + Jefferson Tepa - Architects,null,null,null,null,,,,"220 Willoughby Road, Sydney, NSW, 2065, AU",-33.84907,151.13834,,"220 Willoughby Road, Sydney, NSW, 2065, AU",-33.84907,151.13834
Buckwell + Partners,null,null,null,null,,,,null,null,null,,null,null,null
maarch* *Mark Aronson Architecture,null,null,null,null,,,,"41 Hampden Road, Perth, Western Australia, 6009, AU",-31.939821,115.8162,,"41 Hampden Road, Perth, Western Australia, 6009, AU",-31.939821,115.8162
ae design partnership,null,null,null,null,,,,"3/780 Darling St, Rozelle, NSW, 2039, AU",-33.84907,151.13834,,"3/780 Darling St, Rozelle, NSW, 2039, AU",-33.84907,151.13834
Searle x Waldron Architecture,null,null,null,null,,,,"107 Grey St, St. Kilda, Victoria, 3182, AU",-37.803425,145.01105,,"107 Grey St, St. Kilda, Victoria, 3182, AU",-37.803425,145.01105
Gardiner Architects AU,null,null,null,null,,,,null,null,null,,null,null,null
Wolveridge Architects Pty Ltd,null,null,null,null,,,,null,null,null,,null,null,null
UPS Urban Planning Services,null,null,null,null,,,,null,null,null,,null,null,null
element,null,null,null,null,,,,null,null,null,,null,null,null
DC8 Studio,null,null,null,null,,,,null,null,null,,null,null,null
Ammache Architects Pty Ltd,null,null,null,null,,,,null,null,null,,null,null,null
Perfect Practice,null,null,null,null,,,,null,null,null,,null,null,null
Walter Brooke,null,null,null,null,,,,null,null,null,,null,null,null
Affinity Fire Engineering,null,null,null,null,,,,null,null,null,,null,null,null
Architects Australia,null,null,null,null,,,,"Lvl 4, Northpoint Building, Brisbane, Queensland, 4000, AU",-27.47126,153.01831,,"Lvl 4, Northpoint Building, Brisbane, Queensland, 4000, AU",-27.47126,153.01831
Squillace Architects,null,null,null,null,,,,"Level 2, Melbourne, Victoria, 3000, AU",-37.803425,145.01105,,"Level 2, Melbourne, Victoria, 3000, AU",-37.803425,145.01105
Darkon,null,null,null,null,,,,null,null,null,,null,null,null
JPR Architects,null,null,null,null,,,,"Level 4, 50 Stanley Street, East Sydney, New South Wales, 2010, AU",-33.84907,151.13834,,"Level 4, 50 Stanley Street, East Sydney, New South Wales, 2010, AU",-33.84907,151.13834
ASDF arquitectura,null,null,null,null,,,,null,null,null,,null,null,null
WEBB PLUS,null,null,null,null,,,,null,null,null,,null,null,null
Russell & Yelland,null,null,null,null,,,,null,null,null,,null,null,null
NTF Architecture Pty Ltd,null,null,null,null,,,,null,null,null,,null,null,null
JWard Group,null,null,null,null,,,,"10 Help Street, Chatswood, Sydney, NSW, 2067, AU",-33.84907,151.13834,,"10 Help Street, Chatswood, Sydney, NSW, 2067, AU",-33.84907,151.13834
WAX Design,null,null,null,null,,,,null,null,null,,null,null,null
6ty° Architecture | Planning | Surveying | Engineering,null,null,null,null,,,,null,null,null,,null,null,null
ADG Architects (Australia),null,null,null,null,,,,"Level 3 107-109 Mann Street., Gosford, NSW, 2250, AU",-33.84907,151.13834,,"Level 3 107-109 Mann Street., Gosford, NSW, 2250, AU",-33.84907,151.13834
MONDO ARCHITECTS,null,null,null,null,,,,"40 ASTOR TERRACE, SPRING HILL, QLD, 4000, AU",-27.47126,153.01831,,"40 ASTOR TERRACE, SPRING HILL, QLD, 4000, AU",-27.47126,153.01831
Normark Landscapes Pty Ltd,null,null,null,null,,,,"223 Buckley Street, Essendon, null, 3040, AU",-37.803425,145.01105,,"223 Buckley Street, Essendon, null, 3040, AU",-37.803425,145.01105
FYI Design Pty Ltd,null,null,null,null,,,,"Level 18, 324 Queen Street, Brisbane, QLD, 4000, AU",-27.47126,153.01831,,"Level 18, 324 Queen Street, Brisbane, QLD, 4000, AU",-27.47126,153.01831
smartform architecture,null,null,null,null,,,,null,null,null,,null,null,null
V-Mark Survey,null,null,null,null,,,,"18/75 Pacific Highway, Waitara, New South Wales, 2077, AU",-33.84907,151.13834,,"18/75 Pacific Highway, Waitara, New South Wales, 2077, AU",-33.84907,151.13834
Cradle Design,null,null,null,null,,,,null,null,null,,null,null,null
Daryl Pelchen Architects,null,null,null,null,,,,"69 Station Street, Malvern, Victoria, 3144, AU",-37.861393,145.02832,,"69 Station Street, Malvern, Victoria, 3144, AU",-37.861393,145.02832
Pollen Studio Pty Ltd,null,null,null,null,,,,null,null,null,,null,null,null
Pitch Architecture & Design,null,null,null,null,,,,null,null,null,,null,null,null
JMD design,null,null,null,null,,,,"190 James St, Sydney, New South Wales, 2016, AU",-33.84907,151.13834,,"190 James St, Sydney, New South Wales, 2016, AU",-33.84907,151.13834
Lacoste+Stevenson Architects,null,null,null,null,,,,"69 Reservoir Street, Surry Hills, NSW, 2010, AU",-33.84907,151.13834,,"69 Reservoir Street, Surry Hills, NSW, 2010, AU",-33.84907,151.13834
The Anganwadi Project,"Palasi, West Bengal 712303, India",23.0091841,88.1116235,ChIJJz-qZz5e-DkRrYtxg388Gys,,,,null,null,null,,"Palasi, West Bengal 712303, India",23.0091841,88.1116235
The Great Indoors Creative Group,"69 Ubi Road,Oxley Bizhub 1, #06-27, Singapore 408731",1.3318574,103.8902635,ChIJ33hm5WoZ2jEROA_eW50H4hE,,,,null,null,null,,"69 Ubi Road,Oxley Bizhub 1, #06-27, Singapore 408731",1.3318574,103.8902635
Bollig Design Group,null,null,null,null,,,,null,null,null,,null,null,null
BuildBIM Chile,null,null,null,null,,,,null,null,null,,null,null,null
Excel Home Solutions,null,null,null,null,,,,null,null,null,,null,null,null
PLANZONE Sydney,null,null,null,null,,,,null,null,null,,null,null,null
MCHP Architects Pty Ltd,null,null,null,null,,,,"46 Albany St, St. Leonards, New South Wales, 2065, AU",-33.84907,151.13834,,"46 Albany St, St. Leonards, New South Wales, 2065, AU",-33.84907,151.13834
Perkins Architects,"153 High St, Prahran VIC 3181, Australia",-37.851402,144.992563,ChIJE3Brvzpo1moRMqTSYDKDrbY,,,,"null, null, null, null, AU",-25.574999,134.3547,,"null, null, null, null, AU",-25.574999,134.3547
S3 Architects,null,null,null,null,,,,"Level 5, Brisbane, QLD, 4000, AU",-27.47126,153.01831,,"Level 5, Brisbane, QLD, 4000, AU",-27.47126,153.01831
BPSM Architects,null,null,null,null,,,,null,null,null,,null,null,null
Gresley Abas Architects,null,null,null,null,,,,null,null,null,,null,null,null
CplusC Architectural Workshop,"62 Ivy St, Darlington NSW 2008, Australia",-33.889881,151.195844,ChIJP7siNBeuEmsR8w0XoSXAzG8,,,,"62 Ivy Street, Sydney, NSW, 2008, AU",-33.84907,151.13834,,"62 Ivy Street, Sydney, NSW, 2008, AU",-33.84907,151.13834
Maison Co,null,null,null,null,,,,null,null,null,,null,null,null
Ason Group,null,null,null,null,,,,null,null,null,,null,null,null
DAH ARCHITECTURE,null,null,null,null,,,,null,null,null,,null,null,null
Glowing Structures,null,null,null,null,,,,null,null,null,,null,null,null
Collins and Turner Architects,null,null,null,null,,,,"Studio 17, Surry Hills, NSW, 2010, AU",-33.84907,151.13834,,"Studio 17, Surry Hills, NSW, 2010, AU",-33.84907,151.13834
Architects for Peace,null,null,null,null,,,,null,null,null,,null,null,null
Mark Shapiro Architects,null,null,null,null,,,,null,null,null,,null,null,null
Gerard Coutts & Associates,"208/348 Canterbury Rd, Surrey Hills VIC 3127, Australia",-37.8259693,145.0956739,ChIJq99Zw81D1moRQhgJjUJ22aI,,,,null,null,null,,"208/348 Canterbury Rd, Surrey Hills VIC 3127, Australia",-37.8259693,145.0956739
BBC Consulting Planners,null,null,null,null,,,,"55 Mountain Street, Broadway, New South Wales, 2007, AU",-33.84907,151.13834,,"55 Mountain Street, Broadway, New South Wales, 2007, AU",-33.84907,151.13834
Crawford Architects,null,null,null,null,,,,"80 Mount Street, North Sydney, NSW, 2060, AU",-33.84907,151.13834,,"80 Mount Street, North Sydney, NSW, 2060, AU",-33.84907,151.13834
Bild Architecture,null,null,null,null,,,,"36 Cobden St, North Melbourne, VIC, 3051, AU",-37.803425,145.01105,,"36 Cobden St, North Melbourne, VIC, 3051, AU",-37.803425,145.01105
MBBD,null,null,null,null,,,,"34 View St, Woollahra, nsw, 2029, AU",-33.84907,151.13834,,"34 View St, Woollahra, nsw, 2029, AU",-33.84907,151.13834
Tony Owen Partners,null,null,null,null,,,,null,null,null,,null,null,null
studio dàss,"53, Ban Suan, Chon Buri District, Chon Buri 20000, Thailand",13.3460122,100.9783705,ChIJWZVAMDxLHTERpE1c9a0IXgA,,,,null,null,null,,"53, Ban Suan, Chon Buri District, Chon Buri 20000, Thailand",13.3460122,100.9783705
ecodesign Pty Ltd,null,null,null,null,,,,null,null,null,,null,null,null
Bureau SRH,"3/2 Verona St, Paddington NSW 2021, Australia",-33.882677,151.2197357,ChIJB72BjRquEmsRpdIFrvHa5GA,,,,"Suite 3/ 2 Verona Street, Sydney, Australia, NSW, 2021, AU",-25.574999,134.3547,,"Suite 3/ 2 Verona Street, Sydney, Australia, NSW, 2021, AU",-25.574999,134.3547
KEYLAN Consulting Pty Ltd,null,null,null,null,,,,null,null,null,,null,null,null
Development Planning Strategies,null,null,null,null,,,,"28 Brown Street, East Perth, WA, 2004, AU",-25.574999,134.3547,,"28 Brown Street, East Perth, WA, 2004, AU",-25.574999,134.3547
106 Architects,null,null,null,null,,,,null,null,null,,null,null,null
DnA Architects,null,null,null,null,,,,null,null,null,,null,null,null
RUBI Architects,null,null,null,null,,,,null,null,null,,null,null,null
Hachem,null,null,null,null,,,,null,null,null,,null,null,null
Structural Steel Detailing,null,null,null,null,,,,null,null,null,,null,null,null
Carter Grange Homes,null,null,null,null,,,,null,null,null,,null,null,null
METIER3 Architects,null,null,null,null,,,,null,null,null,,null,null,null
BKK Architects,null,null,null,null,,,,null,null,null,,null,null,null
NDYLIGHT,null,null,null,null,,,,null,null,null,,null,null,null
JDH Architects,null,null,null,null,,,,null,null,null,,null,null,null
Technē Architecture + Interior Design,null,null,null,null,,,,null,null,null,,null,null,null
Arkhefield,null,null,null,null,,,,null,null,null,,null,null,null
Sanderson Group,null,null,null,null,,,,null,null,null,,null,null,null
Reid Campbell,null,null,null,null,,,,null,null,null,,null,null,null
peckvonhartel,null,null,null,null,,,,null,null,null,,null,null,null
Hansen Partnership,null,null,null,null,,,,null,null,null,,null,null,null
Tzannes,null,null,null,null,,,,null,null,null,,null,null,null
Ratio Consultants,null,null,null,null,,,,null,null,null,,null,null,null
Fulton Trotter Architects,null,null,null,null,,,,null,null,null,,null,null,null
CoDesign Studio,null,null,null,null,,,,null,null,null,,null,null,null
Buckley Vann Planning + Development,null,null,null,null,,,,null,null,null,,null,null,null
Taylor Robinson Chaney Broderick (TRCB),null,null,null,null,,,,null,null,null,,null,null,null
Design Confidence,null,null,null,null,,,,null,null,null,,null,null,null
Jackson Architecture,null,null,null,null,,,,null,null,null,,null,null,null
Urban Enterprise,null,null,null,null,,,,null,null,null,,null,null,null
IGS Group (IGS BIM Solutions),null,null,null,null,,,,null,null,null,,null,null,null
Fratelle,null,null,null,null,,,,null,null,null,,null,null,null
CHROFI,null,null,null,null,,,,null,null,null,,null,null,null
Richard Kirk Architect,null,null,null,null,,,,null,null,null,,null,null,null
TERROIR,null,null,null,null,,,,null,null,null,,null,null,null
Mosaic Insights,null,null,null,null,,,,null,null,null,,null,null,null
McKay Architects,null,null,null,null,,,,"null, null, null, 2750, AU",-33.84907,151.13834,,"null, null, null, 2750, AU",-33.84907,151.13834
CLE Town Planning + Design,null,null,null,null,,,,null,null,null,,null,null,null
McNally Architects Pty Ltd,null,null,null,null,,,,null,null,null,,null,null,null
Gabbert Design,null,null,null,null,,,,null,null,null,,null,null,null
Orbit Solutions Pty Ltd,null,null,null,null,,,,null,null,null,,null,null,null
Away Digital,null,null,null,null,,,,null,null,null,,null,null,null
Burling Brown Architects,null,null,null,null,,,,"Level 1, 17 Short Street, Southport, QLD, 4215, AU",-27.994457,153.40938,,"Level 1, 17 Short Street, Southport, QLD, 4215, AU",-27.994457,153.40938
SGI Architectural,null,null,null,null,,,,"71-75 Marigold St, Revesby, New South Wales, 2212, AU",-33.84907,151.13834,,"71-75 Marigold St, Revesby, New South Wales, 2212, AU",-33.84907,151.13834
Stack Studio,null,null,null,null,,,,null,null,null,,null,null,null
ContextBD,null,null,null,null,,,,null,null,null,,null,null,null
the bowman bureau,null,null,null,null,,,,"Level 1, Fitzroy, Vic, 3065, AU",-37.803425,145.01105,,"Level 1, Fitzroy, Vic, 3065, AU",-37.803425,145.01105
Genesin Studio,null,null,null,null,,,,"25 Franklin St, Adelaide, South Australia, 5000, AU",-34.897945,138.59166,,"25 Franklin St, Adelaide, South Australia, 5000, AU",-34.897945,138.59166
dion seminara architecture,null,null,null,null,,,,null,null,null,,null,null,null
The Planning Place,null,null,null,null,,,,"Unit 7 / 273 Abbotsford Rd, Brisbane, Queensland, 4006, AU",-27.47126,153.01831,,"Unit 7 / 273 Abbotsford Rd, Brisbane, Queensland, 4006, AU",-27.47126,153.01831
MODUS Architects,null,null,null,null,,,,"null, Melbourne, Victoria, 3000, AU",-37.803425,145.01105,,"null, Melbourne, Victoria, 3000, AU",-37.803425,145.01105
Xsquared Architects,null,null,null,null,,,,null,null,null,,null,null,null
carabiner,null,null,null,null,,,,null,null,null,,null,null,null
