Name,Latitude,Longitude,,Latitude_0,Longitude_0,,C_T,C_G
The Office Group Brisbane,52.855535,-1.230522,,-27.47126,153.01831,,-27.47126,153.01831
innx.hub,null,null,,null,null,,null,null
Redlands Business Park,48.138316,16.491634,,-27.47126,153.01831,,-27.47126,153.01831
Index Retail Property,38.623098,-94.154814,,null,null,,38.623098,-94.154814
Spacenow,null,null,,null,null,,null,null
101 Collins Street,-37.815195,144.97091,,null,null,,-37.815195,144.97091
AssetWize,null,null,,null,null,,null,null
Spectrum Property & Projects,51.169098,6.70454,,null,null,,51.169098,6.70454
The Office Providers,44.030706,-92.461577,,null,null,,44.030706,-92.461577
Lpc Cresa (Australia & New Zealand),49.239745,-123.130356,,null,null,,49.239745,-123.130356
Tiga Commercial,13.6331,123.4968,,null,null,,13.6331,123.4968
United Co.,3.420497,-73.166783,,null,null,,3.420497,-73.166783
NAI Harcourts,null,null,,null,null,,null,null
Casa en Casa,6.852034,29.674121,,null,null,,6.852034,29.674121
Exim Property and Projects,51.169098,6.70454,,null,null,,51.169098,6.70454
deskworx,null,null,,-37.803425,145.01105,,-37.803425,145.01105
Build Partners,41.818398,-72.266479,,-25.574999,134.3547,,-25.574999,134.3547
The Block Arcade,-37.562412,143.855101,,-37.803425,145.01105,,-37.803425,145.01105
Property Maintenance & Compliance Services Pty Ltd,null,null,,-37.803425,145.01105,,-37.803425,145.01105
PPG Commercial Property,51.236657,-0.203675,,-33.84907,151.13834,,-33.84907,151.13834
Mucro Refrigeration,45.620316,7.944661,,null,null,,45.620316,7.944661
The Boarding Office Pty Ltd,-26.62656,152.958693,,-26.690546,153.09708,,-26.690546,153.09708
Fortune Business & Property Brokers,null,null,,null,null,,null,null
HARBOURS  GROUP  AUSTRALIA,null,null,,-27.994457,153.40938,,-27.994457,153.40938
IKONN Property Services,-45.867591,170.514347,,-33.84907,151.13834,,-33.84907,151.13834
Total Plumbing Concepts,44.424851,-79.644631,,-37.803425,145.01105,,-37.803425,145.01105
Mosman Professional Centre,39.760969,-89.64603,,-33.84907,151.13834,,-33.84907,151.13834
CYAN POWER LIMITED,null,null,,null,null,,null,null
Centro Asset Management Pty Limited,null,null,,null,null,,null,null
Laing+Simmons Commercial Property,51.236657,-0.203675,,null,null,,51.236657,-0.203675
Link Corporate AU,38.893442,-120.997647,,-37.803425,145.01105,,-37.803425,145.01105
Lightning Bult Electrical and Plumbing Pty Ltd,15.519645,73.76803,,null,null,,15.519645,73.76803
Krogsdam Design Inc (KDI),null,null,,-33.84907,151.13834,,-33.84907,151.13834
JL Property NT,24.872264,121.560334,,-12.428205,130.85509,,-12.428205,130.85509
Ethical Property Australia,51.456945,-2.597077,,-35.28078,149.1314,,-35.28078,149.1314
Neighbourhood,32.670437,-114.62965,,null,null,,32.670437,-114.62965
Think Commercial,45.739268,-110.850076,,null,null,,45.739268,-110.850076
CoHouse Studios,43.046792,-87.925608,,-33.84907,151.13834,,-33.84907,151.13834
ANK CORP,39.91987,32.85427,,null,null,,39.91987,32.85427
WERKEDGE,null,null,,null,null,,null,null
Workplex,null,null,,null,null,,null,null
The Wharf Company,50.984469,-0.735724,,-33.84907,151.13834,,-33.84907,151.13834
Notrom Group,24.76667,124,,null,null,,24.76667,124
Norman Property Partners,35.224197,-97.297922,,null,null,,35.224197,-97.297922
Everest Commercial Property & Business Brokers,51.493298,-0.208943,,null,null,,51.493298,-0.208943
Tax Depreciation Quantity Surveyors,null,null,,null,null,,null,null
APD Commercial,-27.380176,-55.884011,,-31.939821,115.8162,,-31.939821,115.8162
Auto Metal,35.123554,-90.075123,,null,null,,35.123554,-90.075123
480 Queen,-27.464522,153.030749,,-27.47126,153.01831,,-27.47126,153.01831
Cornerstone Parking,40.580928,-122.390073,,-27.47126,153.01831,,-27.47126,153.01831
RBC Holdings,null,null,,-27.47126,153.01831,,-27.47126,153.01831
Zinnia Group,24.76667,124,,-33.940075,150.73283,,-33.940075,150.73283
commerford commercial,-33.877063,151.233518,,-33.84907,151.13834,,-33.84907,151.13834
Third Spaces,59.74632,10.774971,,null,null,,59.74632,10.774971
Revolver Creative - Melbourne,-37.804454,144.948742,,-37.803425,145.01105,,-37.803425,145.01105
Power Jeffrey & Co,51.531978,-0.04232,,null,null,,51.531978,-0.04232
Dowling Commercial,29.980599,-94.011453,,null,null,,29.980599,-94.011453
F.Hannan Properties Pty Ltd,-26.147835,28.043947,,-33.84907,151.13834,,-33.84907,151.13834
Squeaky Clean Professional Window Cleaners,null,null,,-37.803425,145.01105,,-37.803425,145.01105
B17 Workspaces,39.721799,-104.974275,,null,null,,39.721799,-104.974275
CPN Commercial Group Pty Ltd,null,null,,-37.803425,145.01105,,-37.803425,145.01105
Four Walls Commercial,28.415519,84.022322,,null,null,,28.415519,84.022322
Urban Bio,13,77.58333,,null,null,,13,77.58333
Ayers Real Estate,36.344887,-84.162854,,-31.939821,115.8162,,-31.939821,115.8162
Barton Molloy Property,null,null,,-35.27099,149.19576,,-35.27099,149.19576
PCC Property Group,45.537027,-122.779779,,-33.84907,151.13834,,-33.84907,151.13834
Desq,52.352856,5.491389,,null,null,,52.352856,5.491389
The Workstation,53.377055,-1.465737,,-27.47126,153.01831,,-27.47126,153.01831
Milestone Property Management,52.539508,-2.012394,,-27.47126,153.01831,,-27.47126,153.01831
Breakthrough Cleaning Services,40.709821,-74.00912,,null,null,,40.709821,-74.00912
OfficeOurs,null,null,,null,null,,null,null
Bloomberg Incorporation Limited,null,null,,-27.47126,153.01831,,-27.47126,153.01831
Kozmo Consulting,56.339914,46.589148,,null,null,,56.339914,46.589148
Lucas Commercial,-20.15967,-64.93116,,-26.690546,153.09708,,-26.690546,153.09708
Argus Apartments Darwin,43.046376,16.090557,,null,null,,43.046376,16.090557
Metro Commercial Partners,41.222489,-95.837824,,null,null,,41.222489,-95.837824
KaGo Capital,null,null,,null,null,,null,null
Lakehouse Corporate Space,null,null,,-27.994457,153.40938,,-27.994457,153.40938
360 William Street,null,null,,-37.803425,145.01105,,-37.803425,145.01105
JDS CHILDCARE SALES PTY LTD,null,null,,null,null,,null,null
PandahomeAustralia,null,null,,-33.84907,151.13834,,-33.84907,151.13834
Greenlees Property,38.745807,-121.217001,,-36.523556,149.97661,,-36.523556,149.97661
Liddiard House,51.513159,-0.208001,,-37.803425,145.01105,,-37.803425,145.01105
METRUS LIMITED,13.704396,-89.214241,,null,null,,13.704396,-89.214241
The Workstores,null,null,,null,null,,null,null
businessesview.com.au,null,null,,null,null,,null,null
Partner Commercial Property,38.850395,-94.381998,,null,null,,38.850395,-94.381998
Negotia Group Business Brokers and Business Valuers,42.300467,-74.555002,,-27.000006,153.07016,,-27.000006,153.07016
Achiever Business Brokers,null,null,,null,null,,null,null
Epic Office Share - Dynamic Co-Sharing Office Spaces,null,null,,-37.803425,145.01105,,-37.803425,145.01105
Cleanomics,null,null,,null,null,,null,null
Cleaneroo Commercial Services,44.964479,-93.188834,,-33.84907,151.13834,,-33.84907,151.13834
Liberty Leasing Australia,39.257248,-94.419528,,null,null,,39.257248,-94.419528
Positive Energy Places,45.24915,19.837472,,null,null,,45.24915,19.837472
Paclib,null,null,,-25.574999,134.3547,,-25.574999,134.3547
Workbee North Sydney,null,null,,null,null,,null,null
AMS Property,52.37243,4.89973,,-26.70162,153.01706,,-26.70162,153.01706
Xact Property Group,45.537027,-122.779779,,null,null,,45.537027,-122.779779
Transworld Business Advisors Brisbane,39.578096,-76.368837,,null,null,,39.578096,-76.368837
Costi Property Group,45.5,28.01667,,-33.84907,151.13834,,-33.84907,151.13834
"NewportNet - Coworking, Fast Internet & Flexible Desk Space",null,null,,-33.84907,151.13834,,-33.84907,151.13834
Tangent Property Group,44.546921,-123.112027,,null,null,,44.546921,-123.112027
Astute Property Solutions Pty Ltd,null,null,,-37.803425,145.01105,,-37.803425,145.01105
Workplace Space Planning Solutions,28.523602,-80.681459,,-27.994457,153.40938,,-27.994457,153.40938
GP&DENTAL BROKERS,53.388808,14.040159,,-27.47126,153.01831,,-27.47126,153.01831
Stack Commercial,54.188141,7.869733,,null,null,,54.188141,7.869733
Work by Amber,43.650231,-79.381276,,-37.803425,145.01105,,-37.803425,145.01105
Blue Hill Advisors,40.332301,-98.4485,,-33.84907,151.13834,,-33.84907,151.13834
At Palm Beach - Co working Space - @PB,12.901015,77.586,,-27.994457,153.40938,,-27.994457,153.40938
Spot 161,40.208397,-76.161716,,-27.47126,153.01831,,-27.47126,153.01831
MARKSMAN HOMES PTY LTD,null,null,,null,null,,null,null
Brisbane Shutters,-27.469309,153.026164,,-27.47126,153.01831,,-27.47126,153.01831
Morta Projects,39.832377,-86.112028,,-27.994457,153.40938,,-27.994457,153.40938
A Safeway Group Painters Works of Craftmanship,null,null,,-33.84907,151.13834,,-33.84907,151.13834
One Roof,53.036916,-1.201241,,-37.803425,145.01105,,-37.803425,145.01105
ResolveXO,null,null,,null,null,,null,null
Aegis Property Group,45.537027,-122.779779,,null,null,,45.537027,-122.779779
Renew Adelaide,39.928301,-75.17122,,null,null,,39.928301,-75.17122
RetPro,null,null,,null,null,,null,null
Tree of Knowledge (TOK) Brisbane,null,null,,null,null,,null,null
Space&Co.,48.169632,17.074363,,null,null,,48.169632,17.074363
Sentia Real Estate,null,null,,null,null,,null,null
Georgiou Developments,35.36225,24.26013,,-31.939821,115.8162,,-31.939821,115.8162
GormanKelly,null,null,,null,null,,null,null
Justbooked,null,null,,null,null,,null,null
ABS Business Sales,13.708967,100.479007,,-26.668592,153.10637,,-26.668592,153.10637
M5 Industrial Property Services,null,null,,-33.84907,151.13834,,-33.84907,151.13834
Beevo,54.08698,-1.971237,,null,null,,54.08698,-1.971237
Firefly Funds Management Pty Ltd,null,null,,null,null,,null,null
Vision Brokers & Advisors,25.079172,55.149375,,null,null,,25.079172,55.149375
Harmony,39.69539,-75.69271,,-34.897945,138.59166,,-34.897945,138.59166
Maylake Properties and GCBizHub,13.154638,-61.224336,,null,null,,13.154638,-61.224336
Kathedral,41.593703,-93.642229,,-33.84907,151.13834,,-33.84907,151.13834
LinkAtLangley,null,null,,null,null,,null,null
Sigma Business Sales,11.4214,122.6662,,null,null,,11.4214,122.6662
Lpc Cresa Coworking Consultancy,null,null,,null,null,,null,null
Salinger & Co,53.137929,8.237973,,-33.84907,151.13834,,-33.84907,151.13834
CODA Commercial Interiors Pty Ltd,null,null,,-33.84907,151.13834,,-33.84907,151.13834
Ashdown Property Group,33.670976,-94.131262,,-27.47126,153.01831,,-27.47126,153.01831
Allure Retail,null,null,,null,null,,null,null
LINK Business Brokers Gold Coast,null,null,,null,null,,null,null
Multi Storage,38.64919,-121.157503,,-31.939821,115.8162,,-31.939821,115.8162
Crown Commercial Real Estate,43.866391,-121.433913,,-33.84907,151.13834,,-33.84907,151.13834
NAI Harcourts Metro,9.404974,7.607418,,-31.939821,115.8162,,-31.939821,115.8162
Central House,null,null,,-37.803425,145.01105,,-37.803425,145.01105
WP Real Estate,null,null,,null,null,,null,null
Sohovian,null,null,,null,null,,null,null
Archipelago Consulting Group,12.639279,-8.030181,,null,null,,12.639279,-8.030181
The Engineering Factory,23.926198,90.444272,,null,null,,23.926198,90.444272
Accord Retail Leasing Pty Ltd,53.83967,-113.403272,,null,null,,53.83967,-113.403272
Campbell Scholtens Property Consultants,37.280113,-121.953618,,-33.84907,151.13834,,-33.84907,151.13834
Transworld Business Advisors Australia,39.578096,-76.368837,,null,null,,39.578096,-76.368837
Nexus Retail Group,38.984164,-94.67297,,null,null,,38.984164,-94.67297
Crest Corporate,null,null,,-37.803425,145.01105,,-37.803425,145.01105
Territory Business Sales,null,null,,null,null,,null,null
Diamond Realty WA,38.692203,-120.838007,,-31.939821,115.8162,,-31.939821,115.8162
Comelli Commercial,45.828977,13.328765,,-34.403324,150.86966,,-34.403324,150.86966
Reading Property,51.45293,-0.982898,,-37.803425,145.01105,,-37.803425,145.01105
Saxon Consulting,46.150284,7.174381,,null,null,,46.150284,7.174381
Girdis Group Of Companies,35.124239,33.923112,,null,null,,35.124239,33.923112
74 CASTLEREAGH,-34.223894,150.588025,,-33.84907,151.13834,,-33.84907,151.13834
Aussiehome.com Pty Ltd.,-38.094211,144.368721,,null,null,,-38.094211,144.368721
United Co. Coworking,39.715956,-96.999668,,null,null,,39.715956,-96.999668
IRED Corporation Pty Ltd,null,null,,-31.939821,115.8162,,-31.939821,115.8162
Kingston Development Group Pty. Ltd.,26.603754,-81.642151,,null,null,,26.603754,-81.642151
Mayfair Iconic Properties,33.872951,-118.124643,,null,null,,33.872951,-118.124643
100 Creek St,null,null,,null,null,,null,null
ProRealty Property Consultants,null,null,,null,null,,null,null
Cookitoo,null,null,,-33.84907,151.13834,,-33.84907,151.13834
Dawkins Occhiuto Pty Ltd,null,null,,null,null,,null,null
HerdCoworking,null,null,,null,null,,null,null
Business for Sale Finder,15.176492,120.53032,,null,null,,15.176492,120.53032
Savvy Business Sales,33.237209,131.608468,,null,null,,33.237209,131.608468
Zupp Property Group,45.537027,-122.779779,,-27.994457,153.40938,,-27.994457,153.40938
Arise Developments (WA) Pty Ltd,-30.516548,151.650513,,-31.939821,115.8162,,-31.939821,115.8162
Gemini Commercial Services,null,null,,-37.803425,145.01105,,-37.803425,145.01105
Ace Brokers,null,null,,-33.84907,151.13834,,-33.84907,151.13834
Active Commercial,null,null,,-25.574999,134.3547,,-25.574999,134.3547
DixonGroup,null,null,,-12.428205,130.85509,,-12.428205,130.85509
Sydney Budget Services,28.567134,-81.734601,,null,null,,28.567134,-81.734601
Flockd Coworking Space,32.51596,-117.000392,,-27.994457,153.40938,,-27.994457,153.40938
Remax Commercial Gold Coast,39.200289,-121.064492,,null,null,,39.200289,-121.064492
Orlani,16.751908,120.885942,,-33.84907,151.13834,,-33.84907,151.13834
TaylorTaylor,null,null,,-37.803425,145.01105,,-37.803425,145.01105
The InteRisk Group,40.113342,-88.239009,,null,null,,40.113342,-88.239009
Tree of Knowledge (TOK) Sunshine Coast,49.034881,-122.801433,,null,null,,49.034881,-122.801433
BSPACE Serviced Offices,47.91749,106.914954,,null,null,,47.91749,106.914954
FLEXISPACE by Charter Hall + InterOffice,37.857629,-122.480222,,null,null,,37.857629,-122.480222
The Foundry Cowork,-15.761899,-47.935189,,null,null,,-15.761899,-47.935189
CPG Southern Sydney,-25.05441,152.535923,,null,null,,-25.05441,152.535923
Wolfstep Projects Pty Ltd,null,null,,null,null,,null,null
Ray White Commercial Eastern Suburbs,null,null,,-33.84907,151.13834,,-33.84907,151.13834
COHUTT,34.952533,-84.961168,,null,null,,34.952533,-84.961168
PP&E Valuations Pty Ltd,null,null,,-37.803425,145.01105,,-37.803425,145.01105
Property Professionals Hub,-33.285988,151.424269,,-27.47126,153.01831,,-27.47126,153.01831
Weston Property Developments,51.340211,-2.972209,,-31.939821,115.8162,,-31.939821,115.8162
Kelvin Nickalls & Associates,null,null,,null,null,,null,null
Bendell Property Consultancy,12.9679,77.592551,,-37.803425,145.01105,,-37.803425,145.01105
i4Tradies for Organisations,41.511004,-81.605525,,null,null,,41.511004,-81.605525
Dundowran Industrial Park HERVEY BAY FRASER COAST QLD,-20,145,,-27.947868,153.39827,,-27.947868,153.39827
Haoslseo,null,null,,-25.574999,134.3547,,-25.574999,134.3547
The Connective,-37.92114,145.058034,,-33.84907,151.13834,,-33.84907,151.13834
Epping Hills,-33.917381,18.561764,,-37.586445,145.03334,,-37.586445,145.03334
depo8 coworking,48.770954,9.157058,,-37.803425,145.01105,,-37.803425,145.01105
Crombus Property Group Pty Ltd,null,null,,null,null,,null,null
PK Holdings Pty Ltd.,-26.627681,27.934722,,null,null,,-26.627681,27.934722
MJB AGENCIES LTD,52.47733,-1.883763,,null,null,,52.47733,-1.883763
ROMA STREET OPERATIONS PTY LIMITED,null,null,,null,null,,null,null
Apex Property Consulting Pty Ltd,35.73265,-78.85029,,-27.47126,153.01831,,-27.47126,153.01831
Saxby Advisory,-30.707151,152.920975,,null,null,,-30.707151,152.920975
Collins Acquisitions,40.542844,-105.06543,,-37.803425,145.01105,,-37.803425,145.01105
Lakes Business Park,48.138316,16.491634,,-33.84907,151.13834,,-33.84907,151.13834
Blueprint Squared,40.676865,-73.980329,,-34.897945,138.59166,,-34.897945,138.59166
INTERMARC GLOBAL,17.43743,78.405765,,-33.84907,151.13834,,-33.84907,151.13834
PD Corp RE,27.734637,-97.313642,,-37.803425,145.01105,,-37.803425,145.01105
Hodge Holdings,32.27682,-92.72349,,null,null,,32.27682,-92.72349
WeCo,49.274137,8.695915,,-33.84907,151.13834,,-33.84907,151.13834
CHEN & Chen Consulting,30.652751,104.068108,,-33.84907,151.13834,,-33.84907,151.13834
Post Office Brokers,23.80726,90.18104,,null,null,,23.80726,90.18104
The Underground Campus,44.22694,-76.493752,,-27.47126,153.01831,,-27.47126,153.01831
Arthur Litis Nominees Pty Ltd,48.432556,-89.311192,,-31.939821,115.8162,,-31.939821,115.8162
Bell Properties,33.966371,-118.155316,,-33.84907,151.13834,,-33.84907,151.13834
Quietspace,null,null,,null,null,,null,null
Co.Space Century,40.793776,-77.855203,,null,null,,40.793776,-77.855203
Nest Property,45.441891,-122.828769,,-41.437016,147.13939,,-41.437016,147.13939
United Co. Virtual Office,33.608743,-117.868414,,null,null,,33.608743,-117.868414
United Co. Meetings & Venue Hire,null,null,,null,null,,null,null
StumpJump,42.460269,-71.279778,,-37.803425,145.01105,,-37.803425,145.01105
Burgess Rawson Canberra,-43.30016,-65.10228,,null,null,,-43.30016,-65.10228
LINK Business Brokers Sunshine Coast,33.921048,-84.317245,,null,null,,33.921048,-84.317245
RAWA Strategic Property Partners,-8.5971,116.141902,,-33.84907,151.13834,,-33.84907,151.13834
ICC Development Group,52.850833,-1.33782,,null,null,,52.850833,-1.33782
Merchant Business Brokers,33.921048,-84.317245,,null,null,,33.921048,-84.317245
Inspire Cowork,48.770954,9.157058,,null,null,,48.770954,9.157058
Raine & Horne Commercial Macarthur,-25.2845,152.856275,,null,null,,-25.2845,152.856275
CRSCommercial,null,null,,null,null,,null,null
Primewest Property Investors,null,null,,-31.939821,115.8162,,-31.939821,115.8162
Business Brokers Victoria,33.921048,-84.317245,,null,null,,33.921048,-84.317245
thinkMESH,null,null,,-33.84907,151.13834,,-33.84907,151.13834
Elouera Group,24.76667,124,,-27.47126,153.01831,,-27.47126,153.01831
Barrington & Co,null,null,,-27.47126,153.01831,,-27.47126,153.01831
SIRE Management Rights,36.148958,-86.790308,,null,null,,36.148958,-86.790308
Beyond Business Sales,47.801311,13.044629,,-37.803425,145.01105,,-37.803425,145.01105
Robert Stevens COMMERCIAL Real Estate,43.866391,-121.433913,,-36.09821,146.91026,,-36.09821,146.91026
Gosnells Real Estate,37.380639,-122.074397,,-31.939821,115.8162,,-31.939821,115.8162
The New Common,53.100552,-1.336143,,-32.92528,151.7527,,-32.92528,151.7527
John Wimberley & Associates,42.344998,-71.087306,,-27.47126,153.01831,,-27.47126,153.01831
Luxem Group,50.33333,7.1,,-31.939821,115.8162,,-31.939821,115.8162
WhatPriceMyBusiness Pty Ltd,-38.094211,144.368721,,-27.000006,153.07016,,-27.000006,153.07016
Work Nation,-35.298084,149.144761,,null,null,,-35.298084,149.144761
Levi's Property Shop,37.093126,-8.227601,,-33.84907,151.13834,,-33.84907,151.13834
First Home Tribe,37.705244,-121.902244,,null,null,,37.705244,-121.902244
STRONACH CONSTRUCTIONS NEWCASTLE PTY LIMITED,-32.91288,151.733298,,null,null,,-32.91288,151.733298
Desane Group Holdings Limited,null,null,,null,null,,null,null
Miglic Dean Pty Ltd,null,null,,null,null,,null,null
Jape Homemaker Village,-12.391227,130.857353,,-12.428205,130.85509,,-12.428205,130.85509
Intelligent Property Solutions Pty Ltd,null,null,,-33.84907,151.13834,,-33.84907,151.13834
Madsen Property,38.745807,-121.217001,,-27.47126,153.01831,,-27.47126,153.01831
Rubato Upstairs,48.911759,5.381909,,null,null,,48.911759,5.381909
Property Logix,34.609494,-118.147148,,-33.84907,151.13834,,-33.84907,151.13834
EmpyreanPtyLtd,null,null,,-33.84907,151.13834,,-33.84907,151.13834
The Strand 365,52.922937,-1.4796,,-19.257622,146.81787,,-19.257622,146.81787
Mazis Consulting,49.880915,1.763379,,-37.803425,145.01105,,-37.803425,145.01105
Hourglass Enterprises,26.562166,-81.874974,,null,null,,26.562166,-81.874974
Fivex Property Group,45.537027,-122.779779,,null,null,,45.537027,-122.779779
Airey Industrial,-33.868002,151.072691,,null,null,,-33.868002,151.072691
The Kalis Grouo,48.202228,-114.33653,,null,null,,48.202228,-114.33653
McLennan Advisory and Consulting,null,null,,null,null,,null,null
Go Commercial Sales,10.840754,106.660342,,-16.922783,145.77031,,-16.922783,145.77031
THE BATTERY CO-WORKING SPACE HOBART,null,null,,-42.876358,147.3237,,-42.876358,147.3237
GarBusnes,null,null,,-25.574999,134.3547,,-25.574999,134.3547
20 Collins,35.430003,-83.444474,,-37.803425,145.01105,,-37.803425,145.01105
Ancorpoint,null,null,,-33.84907,151.13834,,-33.84907,151.13834
Elite Commercial Property,51.394304,-0.238613,,-33.84907,151.13834,,-33.84907,151.13834
Specialised Inspections,53.293371,-6.430961,,-37.803425,145.01105,,-37.803425,145.01105
VANN INVESTMENTS PTY LTD,35.169089,-78.39846,,null,null,,35.169089,-78.39846
Catylis Pty Limited,-32.813072,151.634203,,null,null,,-32.813072,151.634203
Philip J Davies Holdings Plc,51.511317,-0.147489,,null,null,,51.511317,-0.147489
Tilt Commercial,43.4423,-71.58896,,null,null,,43.4423,-71.58896
PropertyFox Pty Ltd,-38.094211,144.368721,,null,null,,-38.094211,144.368721
ABS Business Sales,null,null,,null,null,,null,null
LJ Hooker Commercial South Sydney | Inner West,45.807668,15.942376,,null,null,,45.807668,15.942376
Chifley,-33.969057,151.238498,,null,null,,-33.969057,151.238498
Pivot City Innovation District,null,null,,null,null,,null,null
Hamilton Group,null,null,,null,null,,null,null
Franklin Shanks,null,null,,null,null,,null,null
Benchmark Business Sales & Valuations,51.068136,-114.015844,,null,null,,51.068136,-114.015844
The Construction Training Centre,52.475693,-2.109566,,null,null,,52.475693,-2.109566
Global Intertrade Pty Ltd,null,null,,null,null,,null,null
Corporate House Serviced Offices,-27.504213,153.043742,,null,null,,-27.504213,153.043742
Loreto Group,-3.850121,-75.361017,,null,null,,-3.850121,-75.361017
IDEAL SPACE - SERVICED OFFICE,48.817434,-124.06923,,null,null,,48.817434,-124.06923
Network Infinity Business Brokers,null,null,,null,null,,null,null
LK Business Brokers (LKBB),40.773201,-111.933984,,null,null,,40.773201,-111.933984
Nivcorp Property Finance,52.535227,-0.979993,,null,null,,52.535227,-0.979993
The Creative Fringe,41.037681,-83.650877,,null,null,,41.037681,-83.650877
Flexioffices Asia Pacific,null,null,,null,null,,null,null
Collins Bateman Commercial Property Services,null,null,,null,null,,null,null
Raine & Horne Commercial Penrith,-25.2845,152.856275,,null,null,,-25.2845,152.856275
Reddzebra,null,null,,null,null,,null,null
First National Commercial,-45.342073,166.896063,,null,null,,-45.342073,166.896063
Practice Sale Search,53.419601,-2.332362,,null,null,,53.419601,-2.332362
Guava Lime,-33.887033,151.067597,,-27.47126,153.01831,,-27.47126,153.01831
iParks Property Group,45.537027,-122.779779,,-27.47126,153.01831,,-27.47126,153.01831
Absolute Business Brokers,33.921048,-84.317245,,-37.803425,145.01105,,-37.803425,145.01105
Salon Lane,25.89663,78.759652,,null,null,,25.89663,78.759652
Yeperenye Shopping Centre,-23.700664,133.879922,,null,null,,-23.700664,133.879922
Benchmark Corporate,41.909518,-87.634943,,null,null,,41.909518,-87.634943
