S/T name,SA2 name,Latitude,Longitude
Queensland,Manly West,-27.467215,153.168295
Queensland,Murarrie,-27.449924,153.102384
Queensland,Tingalpa,-27.480603,153.114511
Queensland,Wakerley,-27.481814,153.146621
Queensland,Wynnum,-27.439406,153.174385
Queensland,"Wynnum West , Hemmant",-27.456083,153.152391
Queensland,Bald Hills,-27.311605,153.010266
Queensland,Bridgeman Downs,-27.364048,152.994862
Queensland,Carseldine,-27.34623,153.015846
Queensland,Everton Park,-27.40203,152.988181
Queensland,McDowall,-27.387902,152.98737
Queensland,Aspley,-27.35839,153.014669
Queensland,Chermside,-27.384904,153.029075
Queensland,Chermside West,-27.383772,153.012504
Queensland,Geebung,-27.372628,153.048227
Queensland,"Kedron , Gordon Park",null,null
Queensland,Stafford,-27.408306,153.012841
Queensland,Stafford Heights,-27.396726,153.00921
Queensland,Wavell Heights,-27.39547,153.041868
Queensland,Boondall,-27.344706,153.070093
Queensland,Brisbane Airport,-27.469309,153.026164
Queensland,"Eagle Farm , Pinkenba",-27.43236,153.097198
Queensland,"Northgate , Virginia",-27.391767,153.062728
Queensland,"Nudgee , Banyo",-27.372843,153.095869
Queensland,Nundah,null,null
Queensland,Bracken Ridge,-27.319577,153.02935
Queensland,Brighton ,-27.295213,153.064451
Queensland,Deagon,-27.327881,153.059454
Queensland,"Sandgate , Shorncliffe",-27.315778,153.069505
Queensland,"Taigum , Fitzgibbon",-27.342423,153.046653
Queensland,Zillmere,-27.360743,153.043099
Queensland,Camp Hill,-27.49401,153.078816
Queensland,Cannon Hill,-27.471724,153.091736
Queensland,Carina,-27.488511,153.094097
Queensland,Carina Heights,-27.499984,153.098231
Queensland,Carindale,-27.502855,153.102372
Queensland,Annerley,-27.514493,153.029836
Queensland,Coorparoo,null,null
Queensland,"Fairfield , Dutton Park",-27.506152,153.017986
Queensland,Greenslopes,-27.508439,153.0459
Queensland,Holland Park,-27.521162,153.072471
Queensland,Holland Park West,-27.520893,153.061925
Queensland,Woolloongabba,-27.486563,153.037102
Queensland,Yeronga,-27.51087,153.011197
Queensland,Eight Mile Plains,-27.582727,153.094504
Queensland,Macgregor ,-27.563189,153.078544
Queensland,Mansfield ,null,null
Queensland,Mount Gravatt,-27.537286,153.076779
Queensland,"Rochedale , Burbank",-27.57038,153.12257
Queensland,Upper Mount Gravatt,-27.553982,153.081647
Queensland,Wishart,-27.553947,153.099333
Queensland,Coopers Plains,-27.568237,153.035259
Queensland,Moorooka,-21.41215,141.24963
Queensland,Robertson,null,null
Queensland,"Salisbury , Nathan",-27.544197,153.029251
Queensland,Tarragindi,-27.540963,153.043404
Queensland,Algester,-27.61886,153.030074
Queensland,"Calamvale , Stretton",-27.623402,153.044184
Queensland,"Pallara , Willawong",-27.619681,153.004089
Queensland,"Parkinson , Drewvale",-27.638929,153.027649
Queensland,"Rocklea , Acacia Ridge",-27.546359,153.012273
Queensland,Kuraby,-27.602893,153.089138
Queensland,Runcorn,null,null
Queensland,Sunnybank,-27.579412,153.060147
Queensland,Sunnybank Hills,-27.598013,153.053749
Queensland,"Jindalee , Mount Ommaney",-27.533336,152.937868
Queensland,"Middle Park , Jamboree Heights",-27.556014,152.922391
Queensland,Riverhills,-27.563881,152.885875
Queensland,"Seventeen Mile Rocks , Sinnamon Park",-27.547138,152.958676
Queensland,Westlake,-27.5512,152.914776
Queensland,"Bellbowrie , Moggill",-27.558774,152.885037
Queensland,"Brookfield , Kenmore Hills",-27.477304,152.9042
Queensland,Chapel Hill,-27.494455,152.954349
Queensland,Fig Tree Pocket,-27.523622,152.959404
Queensland,Kenmore,-27.512988,152.937278
Queensland,"Pinjarra Hills , Pullenvale",null,null
Queensland,"Chelmer , Graceville",-27.514273,152.977766
Queensland,Corinda,-27.541286,152.985016
Queensland,Indooroopilly,-27.502624,152.975432
Queensland,Sherwood,-27.531316,152.981224
Queensland,St Lucia,-22.59683,140.50383
Queensland,Taringa,-27.492761,152.980038
Queensland,Enoggera,-27.426437,152.9986
Queensland,Enoggera Reservoir,-27.431786,152.876035
Queensland,Keperra,-27.410447,152.952652
Queensland,Mitchelton,-27.413206,152.972721
Queensland,"Mount Coot,tha",-27.473592,152.953489
Queensland,The Gap,-20.726099,139.500051
Queensland,"Upper Kedron , Ferny Grove",-27.418642,152.917345
Queensland,Brisbane City,-27.469309,153.026164
Queensland,Fortitude Valley,-27.458535,153.035375
Queensland,Highgate Hill,-27.493485,153.018928
Queensland,Kangaroo Point,null,null
Queensland,New Farm,-27.467397,153.043339
Queensland,South Brisbane,-27.478959,153.018217
Queensland,Spring Hill,-27.459385,153.024486
Queensland,West End,-27.483556,153.006128
Queensland,Balmoral,-22.98305,150.25868
Queensland,Bulimba,-27.450627,153.057679
Queensland,East Brisbane,-27.484138,153.053121
Queensland,Hawthorne,-27.468163,153.054667
Queensland,"Morningside , Seven Hills",-27.468037,153.071677
Queensland,Norman Park,-27.480097,153.061962
Queensland,Albion,-27.430519,153.04305
Queensland,Alderley,-27.425514,153.00258
Queensland,Ascot,-27.430681,153.066535
Queensland,Clayfield,-27.419432,153.062725
Queensland,Grange,null,null
Queensland,Hamilton ,-27.437622,153.060796
Queensland,Hendra,-27.413874,153.078735
Queensland,"Kelvin Grove , Herston",-27.452528,153.009344
Queensland,Newmarket,-27.436709,153.007488
Queensland,"Newstead , Bowen Hills",-27.45117,153.043375
Queensland,Wilston,-27.434741,153.018749
Queensland,Windsor,-27.43799,153.027648
Queensland,"Wooloowin , Lutwyche",-27.422803,153.046946
Queensland,Ashgrove,-27.439066,152.990295
Queensland,Auchenflower,-27.477156,152.997025
Queensland,Bardon,-27.458657,152.986278
Queensland,"Paddington , Milton",-27.459605,152.999808
Queensland,Red Hill,-21.69409,148.06088
Queensland,Toowong,-27.478375,152.978758
Queensland,Brinsmead,-16.899202,145.714291
Queensland,"Clifton Beach , Kewarra Beach",-16.770829,145.667093
Queensland,"Freshwater , Stratford",-16.882402,145.71646
Queensland,Redlynch,null,null
Queensland,"Trinity Beach , Smithfield",null,null
Queensland,"Yorkeys Knob , Machans Beach",-16.826412,145.719885
Queensland,Bentley Park,-17.006827,145.721705
Queensland,Cairns City,-16.922929,145.775689
Queensland,"Earlville , Bayview Heights",-16.948139,145.730079
Queensland,Edmonton,-17.025702,145.738149
Queensland,"Gordonvale , Trinity",-17.101669,145.775923
Queensland,"Kanimbla , Mooroobool",-16.921422,145.722164
Queensland,Lamb Range,-17.060135,145.669954
Queensland,Manoora,-16.917643,145.736777
Queensland,Manunda,-16.9173,145.749022
Queensland,Mount Sheridan,null,null
Queensland,"Westcourt , Bungalow",-16.930495,145.753603
Queensland,White Rock,-16.978143,145.759225
Queensland,"Whitfield , Edge Hill",-16.886686,145.735967
Queensland,Woree,-16.959128,145.745601
Queensland,Babinda,-17.34725,145.917746
Queensland,Innisfail,-17.521436,146.02668
Queensland,Johnstone,-23.033708,144.417144
Queensland,Tully,-17.93387,145.928083
Queensland,Wooroonooran,-17.343477,145.869957
Queensland,Yarrabah,-16.91579,145.873752
Queensland,Daintree,-22.2058,143.33598
Queensland,Port Douglas,-16.499911,145.462419
Queensland,Atherton,-17.264326,145.485171
Queensland,Herberton,-17.378385,145.383718
Queensland,Kuranda,-16.829588,145.630553
Queensland,"Malanda , Yungaburra",-17.355262,145.597152
Queensland,Mareeba,-17.002517,145.422075
Queensland,Balonne,-28.327485,148.115991
Queensland,Chinchilla,null,null
Queensland,Goondiwindi,-28.533238,150.311455
Queensland,"Inglewood , Waggamba",-28.413724,151.085822
Queensland,"Miles , Wandoan",-26.656137,150.189227
Queensland,Roma,null,null
Queensland,Roma Region,null,null
Queensland,Tara,-27.280931,150.456867
Queensland,"Crows Nest , Rosalie",-27.267784,152.054118
Queensland,Jondaryan,-27.36667,151.6
Queensland,Millmerran,-27.877392,151.265287
Queensland,Pittsworth,-27.711118,151.630617
Queensland,Wambo,-23.033708,144.417144
Queensland,"Clifton , Greenmount",-27.930548,151.904737
Queensland,"Southern Downs, Southern Downs East",-28.267698,151.941465
Queensland,"Southern Downs, Southern Downs West",-28.267698,151.941465
Queensland,Stanthorpe,-28.651626,151.930242
Queensland,Stanthorpe Region,-28.651626,151.930242
Queensland,Warwick,-28.216157,152.027697
Queensland,"Central Highlands, Central Highlands East",-24.299384,148.447055
Queensland,"Central Highlands, Central Highlands West",-24.299384,148.447055
Queensland,Emerald,-23.521647,148.157506
Queensland,Berserker,-23.363007,150.529022
Queensland,Bouldercombe,-23.566311,150.471232
Queensland,Emu Park,-23.245756,150.819856
Queensland,"Frenchville , Mount Archer",null,null
Queensland,"Glenlee , Rockyview",-23.286527,150.458412
Queensland,Gracemere,-23.450173,150.450477
Queensland,Lakes Creek,-23.368386,150.574271
Queensland,Mount Morgan,-23.644068,150.392629
Queensland,Norman Gardens,-23.329967,150.527679
Queensland,Park Avenue,-23.358722,150.509499
Queensland,"Parkhurst , Kawana",-23.30752,150.50281
Queensland,"Rockhampton, Rockhampton West",-23.379739,150.509755
Queensland,Rockhampton City,-23.379739,150.509755
Queensland,"Rockhampton Region, Rockhampton Region East",-23.379739,150.509755
Queensland,"Rockhampton Region, Rockhampton Region North",-23.379739,150.509755
Queensland,"Rockhampton Region, Rockhampton Region West",-23.379739,150.509755
Queensland,Shoalwater Bay,-23.033708,144.417144
Queensland,"The Range , Allenstown",-23.387609,150.49569
Queensland,Yeppoon,-23.129481,150.738213
Queensland,Banana,null,null
Queensland,Biloela,-24.398231,150.517332
Queensland,"Agnes Water , Miriam Vale",-24.231948,151.904501
Queensland,"Boyne Island , Tannum Sands",-23.949753,151.347632
Queensland,Callemondah,-23.843498,151.208249
Queensland,"Clinton , New Auckland",null,null
Queensland,Gladstone,-23.841229,151.253107
Queensland,Gladstone Hinterland,-23.841229,151.253107
Queensland,"Kin Kora , Sun Valley",-23.87732,151.247376
Queensland,South Trees,-23.873659,151.289689
Queensland,"Telina , Toolooa",-23.887934,151.253112
Queensland,West Gladstone,-23.859399,151.246726
Queensland,Broadbeach Waters,-28.026233,153.416598
Queensland,Burleigh Heads,-28.089849,153.4567
Queensland,Burleigh Waters,-28.085637,153.435219
Queensland,"Mermaid Beach , Broadbeach",-28.042137,153.436131
Queensland,Mermaid Waters,-28.048791,153.421825
Queensland,Miami,-28.064857,153.434032
Queensland,Coolangatta,-28.166575,153.537187
Queensland,"Currumbin , Tugun",-28.134155,153.483103
Queensland,Currumbin Waters,-28.153501,153.461319
Queensland,Elanora,-28.127206,153.456791
Queensland,Palm Beach,-28.114357,153.467279
Queensland,Arundel,-23.35024,144.85828
Queensland,Biggera Waters,-27.933548,153.395771
Queensland,Coombabah,-27.911214,153.372463
Queensland,Labrador,-27.946424,153.405181
Queensland,"Paradise Point , Hollywell",-27.890066,153.37738
Queensland,Runaway Bay,-27.920067,153.404278
Queensland,"Guanaba , Springbrook",-27.93812,153.239853
Queensland,"Tamborine , Canungra",null,null
Queensland,"Currumbin Valley , Tallebudgera",-28.20805,153.39424
Queensland,"Mudgeeraba , Bonogin",-28.077647,153.362984
Queensland,"Reedy Creek , Andrews",-26.42013,151.685
Queensland,Carrara,-28.007246,153.368213
Queensland,Highland Park,-28.013717,153.331732
Queensland,"Nerang , Mount Nathan",-27.985489,153.328687
Queensland,"Pacific Pines , Gaven",-27.947171,153.318466
Queensland,"Worongary , Tallai",-28.021946,153.344009
Queensland,Coomera,-27.863497,153.315444
Queensland,Helensvale,-27.931837,153.339956
Queensland,Hope Island,-27.872688,153.352209
Queensland,"Jacobs Well , Alberton",-27.7913,153.374753
Queensland,"Ormeau , Yatala",-27.776271,153.253156
Queensland,"Oxenford , Maudsland",-27.907325,153.312217
Queensland,Pimpama,-27.815403,153.303114
Queensland,"Upper Coomera , Willow Vale",null,null
Queensland,Clear Island Waters,-28.041633,153.397521
Queensland,Merrimac,-28.041492,153.374707
Queensland,Robina,-28.069116,153.392838
Queensland,Varsity Lakes,-28.07844,153.414976
Queensland,Ashmore,null,null
Queensland,Molendinar,-24.326862,151.550453
Queensland,Parkwood,-27.940852,153.367287
Queensland,"Southport, Southport North",-27.97238,153.404351
Queensland,"Southport, Southport South",-27.97238,153.404351
Queensland,Benowa,-28.007726,153.386549
Queensland,Bundall,-28.005223,153.411456
Queensland,Main Beach,-27.975535,153.427317
Queensland,Surfers Paradise,-28.002487,153.429737
Queensland,"Darra , Sumner",null,null
Queensland,Durack,-27.58911,152.984569
Queensland,"Forest Lake , Doolandella",-27.621859,152.965503
Queensland,"Inala , Richlands",-27.597955,152.973748
Queensland,Oxley ,-27.56215,152.979177
Queensland,Wacol,-27.586366,152.918956
Queensland,Boonah,-27.995492,152.689792
Queensland,Esk,-27.24306,152.414648
Queensland,"Lake Manchester , England Creek",-27.484383,152.753348
Queensland,"Lockyer Valley, Lockyer Valley East",-27.62106,152.234962
Queensland,Lowood,-27.464478,152.580996
Queensland,Rosewood,-27.637307,152.589875
Queensland,Brassall,-27.590376,152.738061
Queensland,Bundamba,-27.597698,152.811819
Queensland,"Churchill , Yamanto",null,null
Queensland,"Ipswich , Central",-27.620408,152.761736
Queensland,"Ipswich, Ipswich East",-27.620408,152.761736
Queensland,"Ipswich, Ipswich North",-27.620408,152.761736
Queensland,"Karalee , Barellan Point",-27.568008,152.815621
Queensland,Karana Downs,-27.541026,152.818924
Queensland,"Leichhardt , One Mile",-27.62227,152.733544
Queensland,"North Ipswich , Tivoli",-27.590776,152.760446
Queensland,Raceview,null,null
Queensland,Ripley,-27.669782,152.782082
Queensland,Riverview,-26.48232,151.45881
Queensland,"Bellbird Park , Brookwater",-27.637492,152.883218
Queensland,"Camira , Gailes",-27.632715,152.922227
Queensland,Carole Park,null,null
Queensland,"Collingwood Park , Redbank",-27.621869,152.856145
Queensland,Goodna,-27.611906,152.892443
Queensland,New Chum,-27.618273,152.832848
Queensland,Redbank Plains,-27.659106,152.853527
Queensland,Springfield,-27.651189,152.910389
Queensland,Springfield Lakes,-27.67706,152.919853
Queensland,Beaudesert,-27.990874,152.996829
Queensland,Beenleigh,-27.712862,153.191972
Queensland,Eagleby,-27.697334,153.217187
Queensland,"Edens Landing , Holmview",-27.702722,153.169238
Queensland,Mount Warren Park,-27.731289,153.205216
Queensland,"Wolffdene , Bahrs Scrub",-27.779388,153.1735
Queensland,"Boronia Heights , Park Ridge",-27.688874,153.019332
Queensland,Browns Plains,null,null
Queensland,"Chambers Flat , Logan Reserve",-27.753548,153.084213
Queensland,Crestmead,-27.688467,153.084451
Queensland,Greenbank Military Camp,19.434052,-155.274137
Queensland,Hillcrest,-27.667359,153.027009
Queensland,Marsden,-27.672748,153.09608
Queensland,"Munruben , Park Ridge South",-27.747201,153.031202
Queensland,"Regents Park , Heritage Park",-27.676692,153.041436
Queensland,Greenbank,-27.698383,152.966716
Queensland,Jimboomba,-27.82859,153.008889
Queensland,Logan Village,null,null
Queensland,"Bethania , Waterford",-27.684747,153.158293
Queensland,"Cornubia , Carbrook",-27.660044,153.21124
Queensland,"Loganholme , Tanah Merah",-27.685012,153.190251
Queensland,Loganlea,-27.677816,153.13117
Queensland,Shailer Park,-27.649869,153.17788
Queensland,Waterford West,-27.692342,153.132483
Queensland,Daisy Hill,-27.630062,153.15929
Queensland,Kingston,-27.661809,153.11328
Queensland,Logan Central,-27.643032,153.105409
Queensland,"Rochedale South , Priestdale",-27.598313,153.131875
Queensland,Slacks Creek,-27.641925,153.128042
Queensland,Springwood,null,null
Queensland,Underwood,-27.609606,153.111292
Queensland,Woodridge,-27.627246,153.106013
Queensland,Bowen,-20.00205,148.244398
Queensland,"Broadsound , Nebo",-23.033708,144.417144
Queensland,Clermont,-22.830302,147.633573
Queensland,Collinsville,-20.552459,147.846312
Queensland,Moranbah,-22.000963,148.051951
Queensland,"Andergrove , Beaconsfield",-21.090112,149.186206
Queensland,East Mackay,null,null
Queensland,"Eimeo , Rural View",-21.047036,149.175338
Queensland,Eungella Hinterland,-21.13333,148.48333
Queensland,Mackay,-21.144192,149.182075
Queensland,Mackay Harbour,-21.109442,149.209727
Queensland,"Mount Pleasant , Glenella",-21.116527,149.160437
Queensland,North Mackay,-21.118986,149.181681
Queensland,"Ooralea , Bakers Creek",-21.174058,149.147965
Queensland,Pioneer Valley,-19.53333,147.31667
Queensland,Sarina,-21.418922,149.223445
Queensland,"Seaforth , Calen",-20.895467,148.948917
Queensland,"Shoal Point , Bucasia",-21.009904,149.154398
Queensland,Slade Point,-21.085376,149.206636
Queensland,South Mackay,-21.162518,149.181489
Queensland,"Walkerston , Eton",-21.16304,149.05281
Queensland,West Mackay,-21.151066,149.16296
Queensland,"Airlie , Whitsundays",-23.033708,144.417144
Queensland,Cape Conway,-20.375976,148.771335
Queensland,Proserpine,-20.402717,148.582102
Queensland,"Beachmere , Sandstone Point",-27.132954,153.046645
Queensland,Bribie Island,-27.072274,153.164789
Queensland,"Burpengary, Burpengary East",-27.156911,152.964268
Queensland,Caboolture,-27.065576,152.975274
Queensland,"Caboolture, Caboolture South",-27.065576,152.975274
Queensland,Elimbah,-27.010729,152.954989
Queensland,"Morayfield, Morayfield East",-27.136157,152.925634
Queensland,Wamuran,-27.047071,152.870678
Queensland,Kilcoy,-26.942351,152.561849
Queensland,"Woodford , D`Aguilar",-26.96206,152.763518
Queensland,Burpengary,-27.156911,152.964268
Queensland,Deception Bay,-27.178098,153.015536
Queensland,Morayfield,-27.136157,152.925634
Queensland,Narangba,null,null
Queensland,Upper Caboolture,-27.113494,152.900482
Queensland,Clontarf,null,null
Queensland,"Margate , Woody Point",-27.243602,153.103197
Queensland,Redcliffe,-27.227093,153.106525
Queensland,"Rothwell , Kippa,Ring",-27.20987,153.055855
Queensland,"Scarborough , Newport , Moreton Island",-27.202849,153.109752
Queensland,Albany Creek,-27.350985,152.965869
Queensland,Cashmere,-27.308879,152.918877
Queensland,Dayboro,-27.193013,152.821293
Queensland,Eatons Hill,-27.339181,152.934934
Queensland,The Hills District,null,null
Queensland,Samford Valley,-27.373139,152.863235
Queensland,"Dakabin , Kallangur",-27.228523,152.968329
Queensland,"Murrumba Downs , Griffin",-27.265755,153.009185
Queensland,"North Lakes , Mango Hill",-27.222956,153.01207
Queensland,Bray Park,-27.292496,152.964653
Queensland,Lawnton,-27.281597,152.985413
Queensland,Petrie,-27.263517,152.968918
Queensland,"Strathpine , Brendale",-27.30041,152.991153
Queensland,Aurukun,-13.349821,141.733233
Queensland,Cape York,null,null
Queensland,"Croydon , Etheridge",null,null
Queensland,"Kowanyama , Pormpuraaw",-15.483531,141.741357
Queensland,Northern Peninsula,null,null
Queensland,Tablelands,-17.175462,144.595107
Queensland,Torres,-10.953393,142.568372
Queensland,Torres Strait Islands,-23.033708,144.417144
Queensland,Weipa,-12.6354,141.870774
Queensland,Carpentaria,-16.537957,141.925347
Queensland,Mount Isa,-20.724817,139.493272
Queensland,Mount Isa Region,-20.724817,139.493272
Queensland,Northern Highlands,-23.033708,144.417144
Queensland,"Barcaldine , Blackall",-23.555504,145.287117
Queensland,Charleville,-26.405877,146.243349
Queensland,Far Central West,null,null
Queensland,Far South West,-23.033708,144.417144
Queensland,Longreach,-23.44495,144.257324
Queensland,"Buderim, Buderim North",-26.686814,153.061843
Queensland,"Buderim, Buderim South",null,null
Queensland,Mountain Creek,-26.703211,153.099597
Queensland,Sippy Downs,null,null
Queensland,"Aroona , Currimundi",null,null
Queensland,"Buddina , Minyama",-26.692082,153.133564
Queensland,"Caloundra , Kings Beach",-26.799526,153.126497
Queensland,"Caloundra, Caloundra West",-26.799526,153.126497
Queensland,"Golden Beach , Pelican Waters",-26.822539,153.11834
Queensland,"Moffat Beach , Battery Hill",-26.792905,153.137986
Queensland,"Parrearra , Warana",-26.7121,153.121396
Queensland,"Wurtulla , Birtinya",-26.756896,153.12891
Queensland,Coolum Beach,-26.527436,153.08251
Queensland,"Marcoola , Mudjimba",-26.598476,153.090331
Queensland,"Maroochydore , Kuluin",-26.654471,153.080626
Queensland,"Mooloolaba , Alexandra Headland",-26.684217,153.113603
Queensland,Noosa Heads,-26.396365,153.090642
Queensland,Noosaville,-26.417187,153.058851
Queensland,Sunshine Beach,-26.405088,153.10832
Queensland,Tewantin,-26.393583,153.01308
Queensland,"Peregian Beach , Marcus Beach",-26.481,153.096
Queensland,Peregian Springs,-26.49379,153.071793
Queensland,Beerwah,-26.85548,152.952637
Queensland,Caloundra Hinterland,-26.799526,153.126497
Queensland,Glass House Mountains,-26.898001,152.94614
Queensland,Landsborough,-26.814414,152.965903
Queensland,Maroochy Hinterland,-23.033708,144.417144
Queensland,Palmwoods,-26.691119,152.955663
Queensland,Bli Bli,-26.614202,153.051263
Queensland,"Diddillibah , Rosemount",-26.638872,153.042968
Queensland,"Eumundi , Yandina",-26.477102,152.949524
Queensland,Nambour,-26.623002,152.962396
Queensland,Noosa Hinterland,-26.396365,153.090642
Queensland,"Cambooya , Wyreema",-27.709851,151.861875
Queensland,Darling Heights,-27.598685,151.929108
Queensland,"Drayton , Harristown",-27.604491,151.898693
Queensland,Gatton,-27.560479,152.281634
Queensland,Gowrie ,-27.49132,151.875684
Queensland,Highfields,-27.458386,151.945072
Queensland,"Lockyer Valley, Lockyer Valley West",-27.62106,152.234962
Queensland,Middle Ridge,-27.606143,151.964342
Queensland,Newtown ,-27.616302,152.776753
Queensland,"North Toowoomba , Harlaxton",-27.546857,151.954816
Queensland,Rangeville,-27.58603,151.983752
Queensland,"Toowoomba , Central",-27.564533,151.95552
Queensland,"Toowoomba, Toowoomba East",-27.564533,151.95552
Queensland,"Toowoomba , West",-27.564533,151.95552
Queensland,Wilsonton,-27.542884,151.913654
Queensland,Ayr,-19.570167,147.40516
Queensland,Burdekin,-19.747466,147.269708
Queensland,Charters Towers,-20.031713,145.788548
Queensland,Dalrymple,-21.15,148.6
Queensland,Ingham,-18.65683,146.15351
Queensland,Ingham Region,-18.65683,146.15351
Queensland,Palm Island,-18.733052,146.606755
Queensland,Aitkenvale,-19.298781,146.771005
Queensland,Annandale,-24.19321,150.46051
Queensland,"Belgian Gardens , Pallarenda",null,null
Queensland,Bohle Plains,-19.317658,146.690384
Queensland,"Condon , Rasmussen",-19.330433,146.716362
Queensland,Cranbrook,-19.310761,146.764109
Queensland,Deeragun,-19.243808,146.661304
Queensland,Douglas,-19.321635,146.758711
Queensland,"Garbutt, Garbutt West End",-19.262654,146.761373
Queensland,"Gulliver , Currajong , Vincent",-19.284662,146.77539
Queensland,Heatley,-19.289413,146.753552
Queensland,"Hermit Park , Rosslea",-19.280603,146.804551
Queensland,"Hyde Park , Pimlico",-21.683,146.45453
Queensland,Kelso,-19.383759,146.728832
Queensland,"Kirwan, Kirwan East",-19.300649,146.718538
Queensland,"Kirwan, Kirwan West",-19.300649,146.718538
Queensland,Magnetic Island,-19.15514,146.8485
Queensland,Mount Louisa,-19.275994,146.734083
Queensland,Mundingburra,-19.296885,146.786298
Queensland,Northern Beaches,-23.033708,144.417144
Queensland,Oonoonba,-19.299739,146.817719
Queensland,"South Townsville , Railway Estate",-19.260596,146.830626
Queensland,"Townsville, Townsville South",-19.259749,146.814815
Queensland,"Townsville City, North Ward",-19.259749,146.814815
Queensland,"Wulguru , Roseneath",-19.329286,146.816126
Queensland,"Ashfield , Kepnock",-24.872384,152.395389
Queensland,"Bargara , Burnett Heads",-24.82984,152.459575
Queensland,"Branyan , Kensington",-24.914657,152.268423
Queensland,Bundaberg,-24.866966,152.350375
Queensland,"Bundaberg East , Kalkie",-24.859037,152.3756
Queensland,"Bundaberg North , Gooburrum",-24.854242,152.340645
Queensland,"Bundaberg Region, Bundaberg Region North",-24.866966,152.350375
Queensland,"Bundaberg Region, Bundaberg Region South",-24.866966,152.350375
Queensland,"Millbank , Avoca",-24.875205,152.322041
Queensland,"Svensson Heights , Norville",-24.883299,152.331664
Queensland,"Walkervale , Avenell Heights",-24.882148,152.35886
Queensland,"Gayndah , Mundubbera",null,null
Queensland,Gin Gin,-24.992249,151.956459
Queensland,Kingaroy,null,null
Queensland,"Kingaroy Region, Kingaroy Region North",-26.537388,151.841133
Queensland,"Kingaroy Region, Kingaroy Region South",-26.537388,151.841133
Queensland,"Monto , Eidsvold",-24.862348,151.123121
Queensland,Nanango,null,null
Queensland,North Burnett,-23.033708,144.417144
Queensland,Cooloola,-26.047594,152.921248
Queensland,"Gympie, Gympie North",-26.182873,152.665451
Queensland,"Gympie, South Gympie",-26.182873,152.665451
Queensland,Gympie Region,-26.182873,152.665451
Queensland,Kilkivan,-26.085531,152.239831
Queensland,"Booral , River Heads",-25.369806,152.889725
Queensland,"Craignish , Dundowran Beach",-25.284494,152.727496
Queensland,"Pialba , Eli Waters",-25.279742,152.828055
Queensland,Point Vernon,-25.257181,152.817128
Queensland,"Torquay , Scarness , Kawungan",-25.29199,152.868311
Queensland,"Urangan , Wondunna",-25.306075,152.889268
Queensland,"Burrum , Fraser",-25.33146,152.57809
Queensland,Granville,-25.537842,152.729183
Queensland,Maryborough ,-25.527814,152.693741
Queensland,"Maryborough Region, Maryborough Region South",-25.527814,152.693741
Queensland,Tinana,-25.548492,152.657201
South Australia,Adelaide,-34.929075,138.602578
South Australia,North Adelaide,-34.907975,138.593885
South Australia,Adelaide Hills,-34.872771,138.864818
South Australia,"Aldgate , Stirling",null,null
South Australia,"Hahndorf , Echunga",-35.028926,138.814031
South Australia,"Lobethal , Woodside",-34.904059,138.871828
South Australia,Mount Barker,-35.069559,138.867675
South Australia,Mount Barker Region,-35.069559,138.867675
South Australia,Nairne,-35.037805,138.911376
South Australia,"Uraidla , Summertown",-34.960243,138.744593
South Australia,"Burnside , Wattle Park",-34.93995,138.666454
South Australia,"Glenside , Beaumont",-34.942745,138.633752
South Australia,Toorak Gardens,-34.933003,138.637659
South Australia,Athelstone,-34.870287,138.704086
South Australia,"Paradise , Newton",-34.872002,138.675853
South Australia,"Rostrevor , Magill",-34.882243,138.659807
South Australia,Norwood ,-34.929953,138.621386
South Australia,"Payneham , Felixstow",-34.904632,138.645158
South Australia,"St Peters , Marden",null,null
South Australia,"Nailsworth , Broadview",-34.884457,138.605669
South Australia,Prospect,-34.883563,138.592922
South Australia,Walkerville,-38.853077,145.996627
South Australia,"Goodwood , Millswood",-34.950981,138.592301
South Australia,"Unley , Parkside",-34.949446,138.603849
South Australia,"Gawler, Gawler North",-34.611886,138.747625
South Australia,"Gawler, Gawler South",-34.611886,138.747625
South Australia,"Lewiston , Two Wells",-34.6,138.6
South Australia,"Craigmore , Blakeview",-34.70114,138.711566
South Australia,Davoren Park,-34.690598,138.668807
South Australia,Elizabeth,-34.744701,138.65464
South Australia,Elizabeth East,-34.724987,138.680821
South Australia,"Munno Para West , Angle Vale",-34.664766,138.680671
South Australia,One Tree Hill,-34.716115,138.76631
South Australia,"Smithfield , Elizabeth North",-34.684778,138.686601
South Australia,"Virginia , Waterloo Corner",-34.670451,138.555008
South Australia,"Enfield , Blair Athol",-33.90199,151.091842
South Australia,"Northgate , Oakden , Gilles Plains",-34.858275,138.631674
South Australia,Windsor Gardens,-34.867126,138.650904
South Australia,"Dry Creek, Dry Creek North",-34.824384,138.545708
South Australia,Ingle Farm,-34.827043,138.644243
South Australia,Para Hills,-34.812544,138.654236
South Australia,Parafield,null,null
South Australia,Parafield Gardens,-34.782734,138.610424
South Australia,Paralowie,-34.755179,138.612067
South Australia,Salisbury,-34.782691,138.642809
South Australia,Salisbury East,-34.776631,138.668245
South Australia,Salisbury North,-34.744984,138.626511
South Australia,"Mawson Lakes , Globe Derby Park",-34.814063,138.610185
South Australia,"Pooraka , Cavan",-34.824614,138.62661
South Australia,Golden Grove,-34.766382,138.747738
South Australia,Greenwith,-34.766285,138.71417
South Australia,"Highbury , Dernancourt",null,null
South Australia,"Hope Valley , Modbury",-34.843604,138.695812
