S/T name,SA2 name,Latitude,Longitude
New South Wales,Rookwood Cemetery,-33.870191,151.054973
New South Wales,"Auburn , Central",-33.852402,151.027322
New South Wales,"Auburn, Auburn North",-33.852402,151.027322
New South Wales,"Auburn, Auburn South",-33.852402,151.027322
New South Wales,Berala,-33.875124,151.031189
New South Wales,Lidcombe,-33.856428,151.047812
New South Wales,Regents Park,-33.883981,151.023409
New South Wales,Carlingford,-33.777329,151.044841
New South Wales,"Ermington , Rydalmere",-33.812085,151.059546
New South Wales,"Oatlands , Dundas Valley",-33.795284,151.026948
New South Wales,"Chester Hill , Sefton",-33.879225,151.000771
New South Wales,"Fairfield, Fairfield East",-33.873318,150.953515
New South Wales,"Granville , Clyde",-33.834113,151.009502
New South Wales,"Greystanes , Pemulwuy",-33.823226,150.946074
New South Wales,"Guildford, South Granville",-33.856022,150.994168
New South Wales,"Guildford West , Merrylands West",-33.849417,150.96547
New South Wales,"Merrylands , Holroyd",-33.838486,150.984174
New South Wales,Smithfield Industrial,-33.848841,150.938146
New South Wales,Yennora Industrial,-33.861909,150.968398
New South Wales,North Parramatta,-33.796729,151.00745
New South Wales,North Rocks,null,null
New South Wales,Northmead,null,null
New South Wales,"Parramatta , Rosehill",-33.814115,151.005457
New South Wales,"Toongabbie , Constitution Hill",-33.787271,150.957584
New South Wales,Winston Hills,-33.7782,150.981971
New South Wales,"Pendle Hill , Girraween",-33.805282,150.955192
New South Wales,"Wentworthville, Westmead",-33.807544,150.967911
New South Wales,"Epping, North Epping",-33.772079,151.076728
New South Wales,"Pennant Hills , Cheltenham",-33.741445,151.077419
New South Wales,"Eastwood , Denistone",-33.788642,151.083479
New South Wales,"Gladesville , Huntleys Point",-33.826925,151.125167
New South Wales,"Hunters Hill , Woolwich",-33.826202,151.13782
New South Wales,"Macquarie Park , Marsfield",-33.780703,151.127921
New South Wales,"North Ryde, East Ryde",-33.798405,151.128397
New South Wales,"West Ryde , Meadowbank",-33.809421,151.084127
New South Wales,Putney,-33.826381,151.105335
New South Wales,Ryde,-33.81213,151.112349
New South Wales,"Ashcroft , Busby , Miller",-33.916993,150.899054
New South Wales,"Austral , Greendale",-33.928813,150.806319
New South Wales,"Cobbitty , Leppington",-34.011739,150.67192
New South Wales,Badgerys Creek,-33.89075,150.74265
New South Wales,Cecil Hills,-33.889627,150.852217
New South Wales,Green Valley,-35.46696,148.1126
New South Wales,Hinchinbrook,null,null
New South Wales,"Hoxton Park , Carnes Hill , Horningsea Park",-33.931644,150.852958
New South Wales,"West Hoxton , Middleton Grange",-33.936153,150.837028
New South Wales,"Bonnyrigg Heights , Bonnyrigg",-33.891075,150.869942
New South Wales,"Bossley Park , Abbotsbury",-33.861217,150.884355
New South Wales,"Cabramatta , Lansvale",-33.897097,150.931143
New South Wales,"Cabramatta West , Mount Pritchard",-33.892584,150.914979
New South Wales,"Canley Vale , Canley Heights",null,null
New South Wales,Edensor Park,-33.880021,150.877975
New South Wales,Fairfield,-33.873318,150.953515
New South Wales,"Fairfield, West",-33.873318,150.953515
New South Wales,"Greenfield Park , Prairiewood",-33.875271,150.890937
New South Wales,"Horsley Park , Kemps Creek",null,null
New South Wales,"Smithfield , Wetherill Park",-33.848841,150.938146
New South Wales,"St Johns Park , Wakeley",-33.883099,150.901647
New South Wales,Wetherill Park Industrial,-33.84202,150.902988
New South Wales,Casula,-33.953036,150.901347
New South Wales,"Chipping Norton , Moorebank",-33.917214,150.961112
New South Wales,"Holsworthy , Wattle Grove",null,null
New South Wales,Liverpool,null,null
New South Wales,"Lurnea , Cartwright",-33.934195,150.897681
New South Wales,"Prestons , Edmondson Park",-33.941757,150.872145
New South Wales,Warwick Farm,null,null
New South Wales,"Gymea , Grays Point",-34.033531,151.086625
New South Wales,"Miranda , Yowie Bay",-34.031833,151.10243
New South Wales,"Sylvania , Taren Point",-34.014152,151.098288
New South Wales,Caringbah,-34.036615,151.12448
New South Wales,Caringbah South,-34.054274,151.120404
New South Wales,"Cronulla , Kurnell , Bundeena",-34.045839,151.151521
New South Wales,"Lilli Pilli , Port Hacking , Dolans Bay",-34.0686,151.115227
New South Wales,"Woolaware , Burraneer",null,null
New South Wales,"Heathcote , Waterfall",-34.118203,150.974077
New South Wales,"Illawong , Alfords Point",-33.999555,151.041991
New South Wales,"Menai , Lucas Heights , Woronora",-34.022755,150.994546
New South Wales,"Oyster Bay , Como , Jannali",-34.005033,151.078347
New South Wales,Royal National Park,-34.12206,151.051402
New South Wales,"Sutherland , Kirrawee",-34.08002,150.999438
New South Wales,Engadine,-34.057305,151.007603
New South Wales,"Loftus , Yarrawarrah",-34.045212,151.045383
New South Wales,Woronora Heights,-34.033866,151.025992
Victoria,Alfredton,null,null
Victoria,Ballarat,-37.563892,143.852395
Victoria,"Ballarat, Ballarat North",-37.563892,143.852395
Victoria,"Ballarat, Ballarat South",-37.563892,143.852395
Victoria,Buninyong,-37.655343,143.896225
Victoria,Delacombe,-37.57993,143.806578
Victoria,Smythes Creek,-37.598512,143.767256
Victoria,"Wendouree , Miners Rest",-37.528719,143.828534
Victoria,Bacchus Marsh Region,-37.672259,144.431034
Victoria,"Creswick , Clunes",-37.418715,143.892767
Victoria,Daylesford,-37.355599,144.13905
Victoria,Gordon ,-37.577563,144.104897
Victoria,Avoca,-37.07952,143.476755
Victoria,Beaufort,-37.430823,143.381369
Victoria,"Golden Plains, Golden Plains North",-37.84194,143.730551
Victoria,Maryborough,-37.053099,143.739901
Victoria,Maryborough Region,-25.527814,152.693741
Victoria,Bendigo,null,null
Victoria,"California Gully , Eaglehawk",-36.728928,144.262222
Victoria,"East Bendigo , Kennington",-36.740236,144.318562
Victoria,"Flora Hill , Spring Gully",-36.779044,144.294654
Victoria,"Kangaroo Flat , Golden Square",-36.801798,144.236396
Victoria,Maiden Gully,-36.7525,144.20717
Victoria,Strathfieldsaye,-36.806147,144.355327
Victoria,"White Hills , Ascot",-36.725012,144.302069
Victoria,"Bendigo Region, Bendigo Region South",-36.754373,144.325405
Victoria,Castlemaine,-37.057059,144.218117
Victoria,Castlemaine Region,-37.057059,144.218117
Victoria,Heathcote,-36.909696,144.702214
Victoria,Kyneton,-37.248262,144.45764
Victoria,Woodend,-37.358635,144.528798
Victoria,"Bendigo Region, Bendigo Region North",-36.754373,144.325405
Victoria,Loddon,-36.356964,143.877026
Victoria,Bannockburn,-38.044901,144.173465
Victoria,"Golden Plains, South",-37.84194,143.730551
Victoria,Winchelsea,-38.242281,143.9941
Victoria,Belmont,-38.177726,144.342132
Victoria,"Corio , Norlane",-38.068084,144.374986
Victoria,Geelong,-38.150785,144.361579
Victoria,"Geelong West , Hamlyn Heights",-38.138976,144.34493
Victoria,Grovedale,-38.202128,144.334196
Victoria,Highton,-38.160073,144.309422
Victoria,Lara,-38.02363,144.418757
Victoria,Leopold,-38.186819,144.465964
Victoria,"Newcomb , Moolap",-38.16627,144.394289
Victoria,Newtown ,-37.7,143.65
Victoria,"North Geelong , Bell Park",-38.113728,144.351521
Victoria,Clifton Springs,-38.151605,144.575625
Victoria,"Lorne , Anglesea",-38.537312,143.970562
Victoria,"Ocean Grove , Barwon Heads",-38.260638,144.528274
Victoria,Portarlington,-38.119028,144.654306
Victoria,"Point Lonsdale , Queenscliff",-38.281397,144.609229
Victoria,Torquay,-38.326049,144.316288
Victoria,Alexandra,-37.191631,145.7104
Victoria,Euroa,-36.752357,145.571994
Victoria,"Kilmore , Broadford",-37.30756,144.949372
Victoria,Mansfield ,-37.054139,146.08535
Victoria,Nagambie,-36.79103,145.152416
Victoria,Seymour,-37.026005,145.14639
Victoria,Seymour Region,-37.02655,145.13924
Victoria,Upper Yarra Valley,null,null
Victoria,Yea,-37.214672,145.423452
Victoria,Benalla,-36.54653,145.994526
Victoria,Benalla Region,-36.54653,145.994526
Victoria,Rutherglen,-36.054966,146.460983
Victoria,Wangaratta,-36.363389,146.314859
Victoria,Wangaratta Region,-36.363389,146.314859
Victoria,Beechworth,-36.363328,146.688373
Victoria,"Bright , Mount Beauty",-36.72998,146.95978
Victoria,"Chiltern , Indigo Valley",-36.153906,146.601395
Victoria,Myrtleford,-36.556239,146.731467
Victoria,Towong,-36.12659,147.98084
Victoria,West Wodonga,-36.125888,146.851067
Victoria,Wodonga,-36.127609,146.89372
Victoria,Yackandandah,-36.31153,146.843535
Victoria,Drouin,-38.116213,145.847064
Victoria,Mount Baw Baw Region,-37.738917,146.346574
Victoria,Trafalgar ,-38.211812,146.154994
Victoria,Warragul,-38.161766,145.934879
Victoria,"Alps, Alps East",22.381131,114.135572
Victoria,Bairnsdale,-37.833065,147.614768
Victoria,"Bruthen , Omeo",null,null
Victoria,Lake King,22.381131,114.135572
Victoria,Lakes Entrance,-37.867015,147.998505
Victoria,Orbost,-37.69951,148.462745
Victoria,Paynesville,-37.909982,147.720467
Victoria,Foster,-38.653941,146.201368
Victoria,French Island,-38.35875,145.347005
Victoria,Korumburra,-38.435948,145.824047
Victoria,Leongatha,-38.477786,145.958963
Victoria,Phillip Island,-38.48349,145.23102
Victoria,Wilsons Promontory,-38.961477,146.365749
Victoria,"Wonthaggi , Inverloch",-38.610785,145.591516
Victoria,Churchill,-38.31597,146.42307
Victoria,"Moe , Newborough",null,null
Victoria,Morwell,-38.230813,146.414345
Victoria,Traralgon,-38.196566,146.533757
Victoria,"Yallourn North , Glengarry",-38.1571,146.359185
Victoria,"Alps, West",22.381131,114.135572
Victoria,"Longford , Loch Sport",null,null
Victoria,Maffra,null,null
Victoria,Rosedale,-38.155355,146.78152
Victoria,Sale,-38.103688,147.063641
Victoria,Yarram,-38.560752,146.677496
Victoria,Brunswick,-37.766605,144.961005
Victoria,Brunswick East,-37.76783,144.978224
Victoria,Brunswick West,-37.76333,144.943875
Victoria,Coburg,-37.744675,144.964201
Victoria,Pascoe Vale South,-37.742014,144.94087
Victoria,"Alphington , Fairfield",-37.781888,145.029998
Victoria,Northcote,-37.772845,145.000646
Victoria,Thornbury,-37.758274,145.005174
Victoria,Ascot Vale,-37.781407,144.912798
Victoria,"Essendon , Aberfeldie",-37.7512,144.91246
Victoria,Flemington,-37.787464,144.912779
Victoria,Moonee Ponds,null,null
Victoria,Carlton,null,null
Victoria,Docklands,-37.818898,144.948291
Victoria,East Melbourne,null,null
Victoria,Flemington Racecourse,-37.789664,144.911672
Victoria,Kensington ,null,null
Victoria,Melbourne,-37.825071,144.978682
Victoria,North Melbourne,-37.802923,144.948351
Victoria,Parkville,-37.786833,144.951322
Victoria,"South Yarra, South Yarra West",-37.840187,144.993274
Victoria,Southbank,-37.823364,144.95633
Victoria,West Melbourne,-37.807831,144.962992
Victoria,Albert Park,null,null
Victoria,Elwood,-37.880512,144.985534
Victoria,Port Melbourne,-37.830262,144.922758
Victoria,Port Melbourne Industrial,-37.830262,144.922758
Victoria,South Melbourne,-37.83292,144.954622
Victoria,St Kilda,-37.864302,144.982798
Victoria,St Kilda East,-37.86419,145.004248
Victoria,Armadale,-37.856834,145.020709
Victoria,"Prahran , Windsor",-37.854771,145.006676
Victoria,"South Yarra, South Yarra East",-37.840187,144.993274
Victoria,Toorak,-37.841049,145.017324
Victoria,Abbotsford,-37.801583,144.996886
Victoria,"Carlton North , Princes Hill",-37.788716,144.970609
Victoria,Collingwood,-37.802002,144.988136
Victoria,Fitzroy,-37.80105,144.979131
Victoria,Fitzroy North,-37.784107,144.9843
Victoria,Richmond ,-37.819635,145.003879
Victoria,"Yarra, Yarra North",-37.796655,144.987449
Victoria,Ashburton ,-37.867288,145.080853
Victoria,Balwyn,-37.810875,145.081537
Victoria,Balwyn North,-37.791879,145.084249
Victoria,Camberwell,-37.840615,145.073681
Victoria,"Glen Iris, Glen Iris East",-37.857269,145.06516
Victoria,Hawthorn,-37.822814,145.031704
Victoria,Hawthorn East,-37.833448,145.049784
Victoria,Kew,-37.803522,145.032835
Victoria,Kew East,-37.791886,145.052538
Victoria,"Surrey Hills West, Surrey Hills West Canterbury",22.381131,114.135572
Victoria,Bulleen,-37.768292,145.088461
Victoria,Doncaster,-37.788598,145.123868
Victoria,Templestowe,-37.755741,145.149196
Victoria,Templestowe Lower,-37.764331,145.112273
Victoria,Doncaster East North,-37.787525,145.157238
Victoria,Doncaster East South,45.70457,-63.72429
Victoria,Blackburn,-37.821376,145.152263
Victoria,Blackburn South,-37.839506,145.146537
Victoria,Box Hill,-37.821529,145.126096
Victoria,Box Hill North,-37.805883,145.130625
Victoria,Burwood,-37.850028,145.107804
Victoria,Burwood East,-37.853775,145.150419
Victoria,"Surrey Hills East, Surrey Hills East Mont Albert",22.381131,114.135572
Victoria,Beaumaris,null,null
Victoria,Brighton ,-37.907571,144.996841
Victoria,Brighton East,-37.91641,145.014894
Victoria,"Cheltenham, Cheltenham Highett West",-37.964053,145.064727
Victoria,Hampton,null,null
Victoria,"Sandringham , Black Rock",-37.952795,145.013604
Victoria,"Bentleigh , McKinnon",-37.924061,145.039255
Victoria,Carnegie,-37.892883,145.056115
Victoria,"Caulfield, Caulfield North",-37.883936,145.026338
Victoria,"Caulfield, Caulfield South",-37.883936,145.026338
Victoria,Elsternwick,-37.885409,145.00719
Victoria,Hughesdale,-37.899598,145.08127
Victoria,Murrumbeena,-37.897168,145.070541
Victoria,"Ormond , Glen Huntly",-37.902598,145.040237
Victoria,Bentleigh East North,null,null
Victoria,Bentleigh East South,45.70457,-63.72429
Victoria,"Aspendale Gardens , Waterways",-38.024746,145.123178
Victoria,Braeside,-38.012344,145.117344
Victoria,"Carrum , Patterson Lakes",-36.790815,144.263955
Victoria,"Chelsea , Bonbeach",-38.049824,145.121397
Victoria,Chelsea Heights,-38.040698,145.13408
Victoria,"Cheltenham, Cheltenham Highett East",-37.964053,145.064727
Victoria,"Edithvale , Aspendale",-38.037468,145.114919
Victoria,Mentone,-37.983122,145.063592
Victoria,"Moorabbin , Heatherton",-37.941542,145.057782
Victoria,Moorabbin Airport,-37.978231,145.100567
Victoria,"Mordialloc , Parkdale",-38.001785,145.097746
Victoria,"Malvern , Glen Iris",-37.857461,145.034939
Victoria,Malvern East,-37.874914,145.05727
Victoria,"Bundoora, Bundoora East",-37.695471,145.063341
Victoria,Greensborough,-37.698263,145.104565
Victoria,"Heidelberg , Rosanna",-37.753623,145.068537
Victoria,Heidelberg West,-37.739963,145.041592
Victoria,Ivanhoe,-37.765211,145.04281
Victoria,"Ivanhoe East , Eaglemont",-37.774004,145.057003
Victoria,"Montmorency , Briar Hill",-37.718219,145.126417
Victoria,"Viewbank , Yallambie",null,null
Victoria,Watsonia,-37.711031,145.082287
Victoria,Kingsbury,-37.716908,145.032695
Victoria,"Reservoir, Reservoir East",-37.712408,145.004061
Victoria,"Reservoir, Reservoir West",-37.712408,145.004061
Victoria,"Preston, Preston East",-37.741694,145.007808
Victoria,"Preston, Preston  West",-37.741694,145.007808
Victoria,Eltham,-37.718065,145.158801
Victoria,Hurstbridge,-37.628928,145.181124
Victoria,Kinglake,-37.527422,145.350469
Victoria,"Panton Hill , St Andrews",null,null
Victoria,"Plenty , Yarrambat",-37.667388,145.115051
Victoria,"Research, North Warrandyte",null,null
Victoria,"Wattle Glen , Diamond Creek",-37.667337,145.190126
Victoria,"Bundoora, Bundoora North",-37.695471,145.063341
Victoria,"Bundoora, Bundoora West",-37.695471,145.063341
Victoria,Lalor,-37.660402,144.99727
Victoria,"Mill Park, Mill Park North",-37.663875,145.064512
Victoria,"Mill Park, Mill Park South",-37.663875,145.064512
Victoria,Thomastown,-37.683292,145.00751
Victoria,Wallan,-37.411502,144.97151
Victoria,Whittlesea,-37.770744,145.177422
Victoria,Doreen,-37.6,145.15
Victoria,"Epping, Epping East",-37.641564,145.025908
Victoria,"Epping, Epping South",-37.641564,145.025908
Victoria,"Epping ,Epping West",null,null
Victoria,Mernda,-37.592875,145.105213
Victoria,South Morang North,-37.632398,145.083632
Victoria,South Morang South,45.70457,-63.72429
Victoria,Wollert,-37.590873,145.000929
Victoria,Airport West,-37.724509,144.882255
Victoria,Essendon Airport,-37.72806,144.90194
Victoria,Keilor,-37.7147,144.829117
Victoria,Keilor East,-37.738594,144.856096
Victoria,"Niddrie , Essendon West",-37.739487,144.886433
Victoria,Strathmore,-37.736634,144.920922
Victoria,Gisborne,null,null
Victoria,Macedon,-37.420506,144.561663
Victoria,Riddells Creek,-37.451031,144.67543
Victoria,Romsey,-37.350891,144.743168
Victoria,Coburg North,null,null
Victoria,Fawkner,-37.705493,144.969607
Victoria,Pascoe Vale,-37.7246,144.939874
Victoria,Glenroy,-37.703471,144.925
Victoria,Gowanbrae,-37.703508,144.897728
Victoria,Hadfield,-37.709373,144.949997
Victoria,Sunbury,-37.578841,144.72144
Victoria,"Sunbury, Sunbury South",-37.578841,144.72144
Victoria,Broadmeadows,-37.684973,144.928208
Victoria,"Campbellfield , Coolaroo",-37.662653,144.959231
Victoria,"Gladstone Park, Westmeadows",-37.689467,144.89425
Victoria,"Greenvale , Bulla",-37.646114,144.872819
Victoria,Meadow Heights,-37.651282,144.918794
Victoria,Melbourne Airport,-37.677153,144.840302
Victoria,"Roxburgh Park , Somerton",-37.62614,144.926767
Victoria,Tullamarine,-37.702605,144.879115
Victoria,"Craigieburn , Central",-37.590804,144.933042
Victoria,"Craigieburn, Craigieburn North",-37.590804,144.933042
Victoria,"Craigieburn, Craigieburn South",-37.590804,144.933042
Victoria,"Craigieburn, Craigieburn West",-37.590804,144.933042
Victoria,"Mickleham , Yuroke",-37.535253,144.902037
Victoria,Bayswater,-37.847229,145.259872
Victoria,"Knoxfield , Scoresby",-37.890958,145.248677
Victoria,Lysterfield,-37.920965,145.287845
Victoria,"Rowville , Central",-37.923302,145.244171
Victoria,"Rowville, North Rowville",-37.923302,145.244171
Victoria,"Rowville, Rowville South",-37.923302,145.244171
Victoria,Wantirna,-37.852469,145.225968
Victoria,Wantirna South,-37.876149,145.218985
Victoria,Boronia,-37.859997,145.289282
Victoria,Ferntree Gully North,null,null
Victoria,"Ferntree Gully South, Ferntree Gully South Upper Ferntree Gully",-38.698064,143.370016
Victoria,The Basin,-37.855963,145.323405
Victoria,"Donvale , Park Orchards",-37.790152,145.184335
Victoria,"Warrandyte , Wonga Park",-37.751086,145.209761
Victoria,Bayswater North,-37.826638,145.285999
Victoria,"Croydon Hills , Warranwood",-37.776075,145.268276
Victoria,Ringwood,-37.816722,145.226627
Victoria,Ringwood East,-37.81277,145.250125
Victoria,Ringwood North,null,null
Victoria,"Croydon, Croydon East",-37.797699,145.28492
Victoria,"Croydon,Croydon West",null,null
Victoria,Croydon South,-37.815137,145.273625
Victoria,Forest Hill,null,null
Victoria,Mitcham ,-37.741694,145.007808
Victoria,Nunawading,-37.817359,145.176287
Victoria,Vermont,-37.838232,145.198967
Victoria,Vermont South,-37.855284,145.187815
Victoria,"Belgrave , Selby",-37.911662,145.355441
Victoria,Chirnside Park,-37.737957,145.314859
Victoria,"Healesville , Yarra Glen",-37.652553,145.518646
Victoria,Kilsyth,-37.806843,145.316837
Victoria,"Lilydale , Coldstream",-37.753322,145.358312
Victoria,"Monbulk , Silvan",-37.874639,145.428488
Victoria,Montrose,-37.807947,145.353994
Victoria,Mooroolbark,-37.780648,145.320633
Victoria,"Mount Dandenong , Olinda",-37.83082,145.356677
Victoria,Mount Evelyn,-37.783601,145.391164
Victoria,"Upwey , Tecoma",-37.908689,145.328263
Victoria,"Wandin , Seville",-37.8,145.45
Victoria,Yarra Valley,-37.796655,144.987449
Victoria,"Beaconsfield , Officer",-38.040524,145.381027
Victoria,"Bunyip , Garfield",-38.09537,145.720997
Victoria,"Emerald , Cockatoo",null,null
Victoria,Koo Wee Rup,-38.199694,145.488786
Victoria,"Pakenham, North Pakenham",-38.069973,145.481144
Victoria,"Pakenham, Pakenham South",-38.069973,145.481144
Victoria,"Berwick, North Berwick",-38.036129,145.348768
Victoria,"Berwick, Berwick South",-38.036129,145.348768
Victoria,Doveton,-37.988052,145.239428
Victoria,Hallam,-38.007777,145.268502
Victoria,Narre Warren North,-37.982017,145.312858
Victoria,"Endeavour Hills, North Endeavour Hills",-37.97358,145.258675
Victoria,"Endeavour Hills, Endeavour Hills South",-37.97358,145.258675
Victoria,"Narre Warren, North East Narre Warren",-38.012325,145.301574
Victoria,"Narre Warren, Narre Warren South West",-38.012325,145.301574
Victoria,Cranbourne,-38.106398,145.278456
Victoria,Cranbourne East,-38.099175,145.352495
Victoria,Cranbourne North,-38.077939,145.302481
Victoria,Cranbourne South,-38.131965,145.243546
Victoria,Cranbourne West,-38.095746,145.250187
Victoria,"Hampton Park , Lynbrook",-38.033894,145.272785
Victoria,"Lynbrook , Lyndhurst",-38.05461,145.255991
Victoria,"Pearcedale , Tooradin",-38.201358,145.23453
Victoria,Narre Warren South East,-38.056855,145.302272
Victoria,Narre Warren South West,null,null
Victoria,"Clarinda , Oakleigh South",-37.948847,145.107734
Victoria,Clayton South,-37.943484,145.127245
Victoria,Dandenong,-38.020442,145.221637
Victoria,Dandenong North,-37.955949,145.214686
Victoria,Dingley Village,-37.988332,145.126936
Victoria,Keysborough,null,null
Victoria,Noble Park North,null,null
Victoria,Springvale,-37.946658,145.153259
Victoria,Springvale South,-37.97155,145.149174
Victoria,"Noble Park, Noble Park East",-37.969411,145.176712
Victoria,"Noble Park, Noble Park West",-37.969411,145.176712
Victoria,"Ashwood , Chadstone",-37.867245,145.102423
Victoria,Clayton,-37.917603,145.132561
Victoria,"Glen Waverley, Glen Waverley East",-37.877899,145.165853
Victoria,"Glen Waverley, Glen Waverley West",-37.877899,145.165853
Victoria,"Mount Waverley, North Mount Waverley",-37.878415,145.128498
Victoria,"Mount Waverley, Mount Waverley South",-37.878415,145.128498
Victoria,Mulgrave,-37.923502,145.161332
Victoria,"Oakleigh , Huntingdale",-37.902868,145.094384
Victoria,Wheelers Hill,-37.906979,145.188819
Victoria,"Ardeer , Albion",-37.77583,144.800645
Victoria,Cairnlea,-37.759159,144.785986
Victoria,"Deer Park , Derrimut",-37.770374,144.766901
Victoria,Delahey,-37.718914,144.77732
Victoria,Keilor Downs,-37.721003,144.804795
Victoria,Kings Park ,-37.733789,144.771973
Victoria,"St Albans, St Albans North ",-37.743656,144.8071
Victoria,"St Albans, St Albans South",-37.743656,144.8071
Victoria,Sunshine,-37.788817,144.835605
Victoria,Sunshine North,-37.764378,144.83582
Victoria,Sunshine West,-37.795654,144.81154
Victoria,Sydenham,-37.6999,144.764008
Victoria,Taylors Lakes,-37.695064,144.781988
Victoria,Altona,-37.861782,144.806148
Victoria,Altona Meadows,-37.886449,144.789419
Victoria,Altona North,-37.837835,144.834706
Victoria,Newport,-37.842844,144.878189
Victoria,Seabrook,-37.880325,144.758509
Victoria,Williamstown,-37.861823,144.896111
Victoria,Braybrook,-37.78651,144.855069
Victoria,Footscray,-37.79613,144.897046
Victoria,Maribyrnong,-37.769718,144.888013
Victoria,"Seddon , Kingsville",-37.803294,144.904917
Victoria,"West Footscray , Tottenham",-37.800414,144.870774
Victoria,Yarraville,-37.818727,144.879064
Victoria,Bacchus Marsh,-37.672259,144.431034
Victoria,Hillside,null,null
Victoria,Melton,-37.684986,144.588885
Victoria,Melton South,-37.70598,144.571266
Victoria,Melton West,-37.671709,144.561431
Victoria,"Rockbank , Mount Cottrell",-37.731114,144.660629
Victoria,Taylors Hill,-37.715027,144.752839
Victoria,Burnside,48.443663,-123.378626
Victoria,Burnside Heights,-37.731864,144.756259
Victoria,Caroline Springs,-37.73406,144.738097
Victoria,"Hoppers Crossing, Hoppers Crossing North",-37.867074,144.697711
Victoria,"Hoppers Crossing, Hoppers Crossing South",-37.867074,144.697711
Victoria,Laverton,null,null
Victoria,Tarneit,-37.825233,144.678391
Victoria,Truganina,-37.81667,144.75
Victoria,"Werribee, Werribee South",-37.89479,144.661343
Victoria,Wyndham Vale,-37.829799,144.516648
Victoria,"Point Cook, Point Cook East",-37.90884,144.752587
Victoria,"Point Cook, Point Cook North",-37.90884,144.752587
Victoria,"Point Cook, Point Cook South",-37.90884,144.752587
Victoria,"Werribee, Werribee East",-37.89479,144.661343
Victoria,"Werribee, Werribee West",-37.89479,144.661343
Victoria,Carrum Downs,-38.093932,145.175238
Victoria,Frankston,-38.148005,145.146311
Victoria,Frankston North,-38.120497,145.162406
Victoria,Frankston South,-38.17745,145.12996
Victoria,Langwarrin,-38.155209,145.198071
Victoria,Seaford ,-38.107561,145.138821
Victoria,"Skye , Sandhurst",-38.108394,145.214508
Victoria,Dromana,-38.332061,145.011297
Victoria,Flinders,-38.47098,145.017809
Victoria,"Hastings , Somers",-38.300562,145.176673
Victoria,Mornington,-38.232579,145.060829
Victoria,Mount Eliza,null,null
Victoria,Mount Martha,-38.277123,145.030005
Victoria,Point Nepean,null,null
Victoria,"Rosebud , McCrae",-38.370137,144.904081
Victoria,Somerville,-38.224306,145.171459
Victoria,Ararat,-37.284545,142.934419
Victoria,Ararat Region,null,null
Victoria,Horsham,-36.718918,142.196233
Victoria,Horsham Region,null,null
Victoria,Nhill Region,-36.33987,141.654406
Victoria,St Arnaud,-36.617744,143.257366
Victoria,Stawell,-37.061072,142.77898
Victoria,West Wimmera,-36.828147,141.314907
Victoria,Yarriambiack,-36.006822,142.41904
Victoria,Irymple,-34.224721,142.171732
Victoria,Merbein,-34.167954,142.056473
Victoria,Mildura Region,-34.199704,142.153732
Victoria,Red Cliffs,-34.304514,142.192436
Victoria,"Mildura, Mildura North",-34.199704,142.153732
Victoria,"Mildura, Mildura South",-34.199704,142.153732
Victoria,Buloke,null,null
Victoria,Gannawarra,null,null
Victoria,Kerang,-35.73403,143.921251
Victoria,Robinvale,-34.589102,142.775853
Victoria,Swan Hill,-35.341733,143.543603
Victoria,Swan Hill Region,-35.341733,143.543603
Victoria,Echuca,-36.129592,144.750017
Victoria,Kyabram,-36.313605,145.049836
Victoria,"Lockington , Gunbower",-36.269895,144.537158
Victoria,Rochester,-36.360726,144.698325
Victoria,Rushworth,-36.584789,145.015804
Victoria,Cobram,-35.920052,145.655698
Victoria,Moira,null,null
Victoria,Numurkah,-36.086889,145.445955
Victoria,Yarrawonga,-36.017154,146.008334
Victoria,Mooroopna,-36.36548,145.406836
Victoria,"Shepparton, Shepparton North",-36.36548,145.406836
Victoria,"Shepparton, Shepparton South",-36.36548,145.406836
Victoria,"Shepparton Region, Shepparton Region East",null,null
Victoria,"Shepparton Region, Shepparton Region West",-36.36548,145.406836
Victoria,Glenelg ,-37.885777,141.376509
Victoria,Hamilton ,-37.743278,142.028719
Victoria,Portland,-38.371829,141.605307
Victoria,Southern Grampians,-37.555403,142.02201
Victoria,Camperdown,-38.230321,143.149051
Victoria,Colac,-38.341175,143.585664
Victoria,Colac Region,-38.49306,143.601837
Victoria,"Corangamite, Corangamite North",-38.118651,143.227286
Victoria,"Corangamite, Corangamite South",-38.118651,143.227286
Victoria,Otway,null,null
Victoria,"Moyne, Moyne East",-38.31667,142.26667
Victoria,"Moyne, Moyne West",-38.31667,142.26667
Victoria,"Warrnambool, Warrnambool North",-38.3777,142.480446
Victoria,"Warrnambool, Warrnambool South",-38.3777,142.480446
Queensland,Alexandra Hills,-27.531992,153.228891
Queensland,"Belmont , Gumdale",-27.504527,153.134113
Queensland,Birkdale,-27.503019,153.208168
Queensland,Capalaba,-27.532079,153.189961
Queensland,Thorneside,-27.485063,153.201875
Queensland,Wellington Point,-27.500678,153.239378
Queensland,Cleveland,null,null
Queensland,Ormiston,-27.516888,153.254355
Queensland,Redland Bay,-27.635704,153.28743
Queensland,"Sheldon , Mount Cotton",-27.583102,153.199804
Queensland,Thornlands,-27.565703,153.26143
Queensland,Victoria Point,-27.58987,153.286786
Queensland,Redland Islands,-27.533006,153.453216
Queensland,"Brisbane Port , Lytton",-27.469309,153.026164
Queensland,"Manly , Lota",-22.84875,149.27587
